round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
4707,1,50.02%,76.68%,0.6569,"[0.481557160615921, 0.5184428095817566]"
4708,1,50.03%,76.66%,0.9404,"[0.6095234751701355, 0.3904765844345093]"
4709,0,50.02%,76.67%,0.3543,"[0.701647162437439, 0.29835283756256104]"
4710,1,50.03%,76.65%,0.9407,"[0.6096384525299072, 0.39036157727241516]"
4711,0,50.02%,76.66%,0.3516,"[0.7035579085350037, 0.2964421510696411]"
4712,0,50.01%,76.66%,0.3426,"[0.709919273853302, 0.290080726146698]"
4713,1,50.02%,76.67%,0.3513,"[0.29622209072113037, 0.7037779688835144]"
4714,0,50.01%,76.67%,0.5437,"[0.5806077718734741, 0.41939228773117065]"
4715,0,50.00%,76.68%,0.3228,"[0.7240989208221436, 0.27590101957321167]"
4716,0,49.99%,76.68%,0.3730,"[0.6886816620826721, 0.3113183081150055]"
4717,1,50.00%,76.66%,0.7410,"[0.5233849287033081, 0.4766150712966919]"
4718,0,49.99%,76.67%,0.3577,"[0.6993082165718079, 0.30069175362586975]"
4719,1,50.00%,76.67%,0.6550,"[0.48057717084884644, 0.5194228291511536]"
4720,0,49.99%,76.68%,0.3684,"[0.6918172240257263, 0.30818283557891846]"
4721,1,50.00%,76.66%,0.6999,"[0.5033445954322815, 0.4966554641723633]"
4722,0,49.99%,76.67%,0.3380,"[0.7132288217544556, 0.28677117824554443]"
4723,0,49.98%,76.67%,0.6438,"[0.5252859592437744, 0.4747140407562256]"
4724,1,49.99%,76.68%,0.6814,"[0.49409782886505127, 0.5059021711349487]"
4725,1,50.00%,76.66%,0.7148,"[0.5107231140136719, 0.4892768859863281]"
4726,0,49.99%,76.67%,0.3597,"[0.6979066729545593, 0.30209335684776306]"
4727,1,50.00%,76.67%,0.3382,"[0.2869391441345215, 0.7130609154701233]"
4728,1,50.01%,76.65%,0.9200,"[0.6014846563339233, 0.39851540327072144]"
4729,0,50.00%,76.66%,0.3739,"[0.688014805316925, 0.31198516488075256]"
4730,0,49.99%,76.66%,0.6787,"[0.5072612166404724, 0.49273881316185]"
4731,1,50.00%,76.65%,0.7357,"[0.5208480954170227, 0.4791519045829773]"
4732,0,49.99%,76.65%,0.3920,"[0.6757107973098755, 0.3242892622947693]"
4733,1,50.00%,76.66%,0.6761,"[0.4913812577724457, 0.5086187720298767]"
4734,1,50.01%,76.64%,0.7433,"[0.5244799852371216, 0.4755201041698456]"
4735,0,50.00%,76.65%,0.3603,"[0.6975008249282837, 0.3024992048740387]"
4736,0,49.99%,76.65%,0.5737,"[0.5634486079216003, 0.43655136227607727]"
4737,1,50.00%,76.64%,0.7085,"[0.5076264142990112, 0.492373526096344]"
4738,0,49.99%,76.64%,0.3698,"[0.6908965706825256, 0.3091033697128296]"
4739,1,50.00%,76.65%,0.6462,"[0.4759676456451416, 0.5240324139595032]"
4740,0,49.99%,76.65%,0.3836,"[0.6814050674438477, 0.31859493255615234]"
4741,0,49.98%,76.63%,0.7311,"[0.48137640953063965, 0.5186235904693604]"
4742,1,49.99%,76.64%,0.3593,"[0.30182352662086487, 0.6981765031814575]"
4743,0,49.98%,76.64%,0.3516,"[0.7035489678382874, 0.29645100235939026]"
4744,0,49.97%,76.63%,0.7135,"[0.48994553089141846, 0.5100544095039368]"
4745,0,49.96%,76.63%,0.3999,"[0.6703692674636841, 0.3296307623386383]"
4746,1,49.97%,76.64%,0.6744,"[0.49054452776908875, 0.5094554424285889]"
4747,0,49.96%,76.64%,0.3538,"[0.7020213603973389, 0.29797855019569397]"
4748,0,49.95%,76.65%,0.3631,"[0.6954947113990784, 0.304505318403244]"
4749,1,49.96%,76.63%,0.7291,"[0.5176793336868286, 0.48232075572013855]"
4750,1,49.97%,76.64%,0.4036,"[0.3320918679237366, 0.6679081320762634]"
4751,1,49.98%,76.64%,0.6556,"[0.4808500111103058, 0.5191500186920166]"
4752,0,49.97%,76.65%,0.4238,"[0.6545249819755554, 0.34547507762908936]"
4753,0,49.96%,76.65%,0.3918,"[0.6758242249488831, 0.32417574524879456]"
4754,0,49.95%,76.66%,0.5325,"[0.5871067643165588, 0.4128932058811188]"
4755,0,49.94%,76.66%,0.3536,"[0.7021840214729309, 0.29781588912010193]"
4756,1,49.95%,76.64%,0.8819,"[0.586013674736023, 0.41398632526397705]"
4757,0,49.94%,76.65%,0.3631,"[0.6955273747444153, 0.30447259545326233]"
4758,1,49.95%,76.65%,0.6742,"[0.4904448390007019, 0.5095551609992981]"
4759,1,49.96%,76.66%,0.3451,"[0.2918434143066406, 0.7081566452980042]"
4760,1,49.97%,76.64%,0.8705,"[0.5812519192695618, 0.4187481105327606]"
4761,1,49.98%,76.63%,0.7061,"[0.5064395666122437, 0.49356046319007874]"
4762,0,49.97%,76.63%,0.3536,"[0.7021521925926208, 0.29784783720970154]"
4763,1,49.98%,76.64%,0.3818,"[0.31739184260368347, 0.6826081871986389]"
4764,0,49.97%,76.64%,0.3533,"[0.7023822665214539, 0.29761776328086853]"
4765,0,49.96%,76.65%,0.4087,"[0.6645181179046631, 0.3354818820953369]"
4766,0,49.95%,76.65%,0.3656,"[0.6937615275382996, 0.3062385022640228]"
4767,0,49.94%,76.66%,0.3491,"[0.7053377628326416, 0.2946622371673584]"
4768,0,49.93%,76.64%,0.7318,"[0.48103728890419006, 0.5189626812934875]"
4769,0,49.92%,76.65%,0.4012,"[0.6694931983947754, 0.3305067718029022]"
4770,0,49.91%,76.63%,0.7098,"[0.49173223972320557, 0.5082677602767944]"
4771,0,49.90%,76.63%,0.3446,"[0.7085005640983582, 0.29149940609931946]"
4772,1,49.91%,76.64%,0.3555,"[0.2992003858089447, 0.7007996439933777]"
4773,0,49.90%,76.64%,0.3662,"[0.6933589577674866, 0.3066410720348358]"
4774,1,49.91%,76.65%,0.4302,"[0.3496007025241852, 0.6503992676734924]"
4775,1,49.92%,76.63%,0.7429,"[0.5242459177970886, 0.47575411200523376]"
4776,1,49.93%,76.64%,0.6897,"[0.49825799465179443, 0.5017419457435608]"
4777,1,49.94%,76.62%,0.8796,"[0.5850423574447632, 0.41495758295059204]"
4778,1,49.95%,76.61%,0.9588,"[0.6166397333145142, 0.3833602964878082]"
4779,1,49.96%,76.61%,0.3593,"[0.3018486797809601, 0.6981513500213623]"
4780,1,49.97%,76.62%,0.3369,"[0.28601503372192383, 0.7139849662780762]"
4781,0,49.96%,76.62%,0.3757,"[0.6868061423301697, 0.3131938874721527]"
4782,0,49.95%,76.63%,0.3761,"[0.6865606307983398, 0.31343939900398254]"
4783,1,49.96%,76.63%,0.3750,"[0.312705934047699, 0.687294065952301]"
4784,0,49.95%,76.64%,0.3555,"[0.7008513808250427, 0.2991485893726349]"
4785,1,49.96%,76.64%,0.3737,"[0.31180450320243835, 0.688195526599884]"
4786,1,49.97%,76.65%,0.6833,"[0.4950525164604187, 0.5049474239349365]"
4787,1,49.98%,76.65%,0.3777,"[0.31454476714134216, 0.6854552626609802]"
4788,1,49.99%,76.65%,0.6626,"[0.4844824969768524, 0.5155174136161804]"
4789,1,50.00%,76.66%,0.3800,"[0.3161308765411377, 0.6838691234588623]"
4790,0,49.99%,76.64%,0.7133,"[0.49003729224205017, 0.5099626779556274]"
4791,0,49.98%,76.65%,0.3595,"[0.6980452537536621, 0.3019547164440155]"
4792,0,49.97%,76.65%,0.5352,"[0.5855622887611389, 0.4144376814365387]"
4793,1,49.98%,76.66%,0.6748,"[0.49076247215270996, 0.5092374682426453]"
4794,1,49.99%,76.66%,0.6672,"[0.4868674874305725, 0.5131325125694275]"
4795,1,50.00%,76.65%,0.7082,"[0.507450520992279, 0.49254944920539856]"
4796,1,50.01%,76.65%,0.3530,"[0.297402948141098, 0.7025970220565796]"
4797,1,50.02%,76.64%,0.9014,"[0.5939884185791016, 0.40601158142089844]"
4798,0,50.01%,76.64%,0.3426,"[0.7099014520645142, 0.29009854793548584]"
4799,1,50.02%,76.65%,0.6605,"[0.48341524600982666, 0.5165846943855286]"
4800,0,50.01%,76.65%,0.3885,"[0.6780996322631836, 0.321900337934494]"
4801,0,50.00%,76.66%,0.3668,"[0.6929604411125183, 0.3070395588874817]"
4802,1,50.01%,76.66%,0.6756,"[0.4911488890647888, 0.5088510513305664]"
4803,1,50.02%,76.64%,0.7784,"[0.5408427715301514, 0.45915716886520386]"
4804,0,50.01%,76.65%,0.3476,"[0.7063616514205933, 0.29363834857940674]"
4805,1,50.02%,76.65%,0.3586,"[0.3013583719730377, 0.6986415982246399]"
4806,0,50.01%,76.66%,0.3580,"[0.6990681886672974, 0.30093178153038025]"
4807,0,50.00%,76.66%,0.3769,"[0.6859678030014038, 0.31403225660324097]"
4808,0,49.99%,76.67%,0.3768,"[0.6860244274139404, 0.31397557258605957]"
4809,1,50.00%,76.65%,0.7287,"[0.5174475908279419, 0.4825523793697357]"
4810,1,50.01%,76.66%,0.3506,"[0.2956995666027069, 0.7043004035949707]"
4811,0,50.00%,76.66%,0.3443,"[0.7087443470954895, 0.2912556827068329]"
4812,0,49.99%,76.67%,0.3725,"[0.6890233755111694, 0.31097662448883057]"
4813,0,49.98%,76.67%,0.3590,"[0.6983457803726196, 0.3016541600227356]"
4814,1,49.99%,76.68%,0.6576,"[0.4819009006023407, 0.5180991291999817]"
4815,1,50.00%,76.66%,0.9529,"[0.6143738627433777, 0.3856261670589447]"
4816,1,50.01%,76.67%,0.3392,"[0.287636935710907, 0.712363064289093]"
4817,1,50.02%,76.65%,0.7318,"[0.5189515352249146, 0.4810484051704407]"
4818,0,50.01%,76.65%,0.3659,"[0.693567156791687, 0.3064328730106354]"
4819,0,50.00%,76.66%,0.3713,"[0.6898351311683655, 0.3101648688316345]"
4820,0,49.99%,76.66%,0.6896,"[0.501754641532898, 0.49824532866477966]"
4821,1,50.00%,76.67%,0.6826,"[0.4946785271167755, 0.5053214430809021]"
4822,1,50.01%,76.67%,0.6410,"[0.473249226808548, 0.5267508029937744]"
4823,1,50.02%,76.68%,0.3654,"[0.30605876445770264, 0.6939412355422974]"
4824,0,50.01%,76.68%,0.3566,"[0.7000642418861389, 0.2999357283115387]"
4825,1,50.02%,76.69%,0.6738,"[0.490225613117218, 0.5097743272781372]"
4826,1,50.03%,76.69%,0.6461,"[0.4758981168270111, 0.524101972579956]"
4827,1,50.04%,76.68%,0.7121,"[0.5093679428100586, 0.49063214659690857]"
4828,0,50.03%,76.68%,0.3570,"[0.699741005897522, 0.30025896430015564]"
4829,1,50.04%,76.69%,0.6792,"[0.4930020868778229, 0.5069980025291443]"
4830,0,50.03%,76.69%,0.5089,"[0.6011452674865723, 0.3988547921180725]"
4831,0,50.02%,76.70%,0.3582,"[0.6989168524742126, 0.30108317732810974]"
4832,0,50.01%,76.70%,0.3940,"[0.6743564605712891, 0.32564350962638855]"
4833,1,50.02%,76.71%,0.6600,"[0.48314720392227173, 0.5168527960777283]"
4834,1,50.03%,76.71%,0.3804,"[0.31639668345451355, 0.6836032867431641]"
4835,0,50.02%,76.72%,0.5178,"[0.5958498120307922, 0.40415024757385254]"
4836,1,50.03%,76.70%,0.9739,"[0.6223868131637573, 0.37761321663856506]"
4837,1,50.04%,76.71%,0.3812,"[0.3169292211532593, 0.6830707788467407]"
4838,0,50.03%,76.71%,0.4520,"[0.6363548040390015, 0.36364516615867615]"
4839,0,50.02%,76.71%,0.3465,"[0.7071686387062073, 0.29283133149147034]"
4840,0,50.01%,76.72%,0.3552,"[0.7010087966918945, 0.2989911437034607]"
4841,0,50.00%,76.72%,0.5111,"[0.5998408794403076, 0.40015909075737]"
4842,1,50.01%,76.71%,0.7170,"[0.5117760300636292, 0.48822396993637085]"
4843,0,50.00%,76.71%,0.3476,"[0.7063881158828735, 0.29361191391944885]"
4844,1,50.01%,76.72%,0.3964,"[0.3272925317287445, 0.6727074384689331]"
4845,1,50.02%,76.70%,0.9135,"[0.5988796353340149, 0.4011203646659851]"
4846,1,50.03%,76.69%,0.7027,"[0.5047411322593689, 0.4952588677406311]"
4847,0,50.02%,76.69%,0.3895,"[0.6773879528045654, 0.32261204719543457]"
4848,1,50.03%,76.68%,0.6979,"[0.5023504495620728, 0.4976496398448944]"
4849,0,50.02%,76.68%,0.4164,"[0.6594492793083191, 0.3405507504940033]"
4850,1,50.03%,76.66%,0.8909,"[0.5897132158279419, 0.4102867841720581]"
4851,1,50.04%,76.67%,0.6885,"[0.49768978357315063, 0.5023102164268494]"
4852,0,50.03%,76.67%,0.4834,"[0.6166808009147644, 0.3833191394805908]"
4853,0,50.02%,76.68%,0.4021,"[0.668915331363678, 0.33108463883399963]"
4854,1,50.03%,76.66%,0.7012,"[0.5040187835693359, 0.4959813058376312]"
4855,0,50.02%,76.67%,0.5264,"[0.5907280445098877, 0.4092719852924347]"
4856,0,50.01%,76.67%,0.3491,"[0.7053390145301819, 0.2946609854698181]"
4857,1,50.02%,76.66%,0.7328,"[0.5194271802902222, 0.48057276010513306]"
4858,0,50.01%,76.66%,0.3531,"[0.7025035619735718, 0.29749637842178345]"
4859,0,50.00%,76.67%,0.3476,"[0.7063616514205933, 0.29363834857940674]"
4860,0,49.99%,76.67%,0.3615,"[0.6966603994369507, 0.3033396005630493]"
4861,0,49.98%,76.68%,0.3589,"[0.6984096765518188, 0.30159032344818115]"
4862,1,49.99%,76.68%,0.3766,"[0.3138200044631958, 0.6861799955368042]"
4863,0,49.98%,76.69%,0.3508,"[0.7041290998458862, 0.29587095975875854]"
4864,0,49.97%,76.69%,0.3649,"[0.6942369341850281, 0.30576300621032715]"
4865,0,49.96%,76.70%,0.4026,"[0.6685567498207092, 0.33144327998161316]"
4866,0,49.95%,76.70%,0.3508,"[0.7041501402854919, 0.29584991931915283]"
4867,1,49.96%,76.71%,0.6830,"[0.4949008822441101, 0.5050991773605347]"
4868,1,49.97%,76.71%,0.6871,"[0.4969719648361206, 0.5030280351638794]"
4869,0,49.96%,76.71%,0.3738,"[0.6880831718444824, 0.3119167685508728]"
4870,0,49.95%,76.72%,0.3855,"[0.6800805330276489, 0.3199194371700287]"
4871,1,49.96%,76.70%,0.7292,"[0.5176897048950195, 0.4823102653026581]"
4872,1,49.97%,76.71%,0.3646,"[0.30549097061157227, 0.6945090293884277]"
4873,0,49.96%,76.71%,0.3644,"[0.6946427226066589, 0.30535727739334106]"
4874,0,49.95%,76.72%,0.3692,"[0.6912627816200256, 0.3087371587753296]"
4875,0,49.94%,76.72%,0.3639,"[0.6949476003646851, 0.3050524592399597]"
4876,0,49.93%,76.73%,0.3781,"[0.6851908564567566, 0.3148091733455658]"
4877,1,49.94%,76.73%,0.3892,"[0.32239165902137756, 0.6776083707809448]"
4878,0,49.93%,76.74%,0.3751,"[0.6872015595436096, 0.3127984404563904]"
4879,0,49.92%,76.74%,0.3902,"[0.67689049243927, 0.32310950756073]"
4880,1,49.93%,76.75%,0.4111,"[0.3370855748653412, 0.6629144549369812]"
4881,0,49.92%,76.75%,0.3312,"[0.7180289030075073, 0.28197115659713745]"
4882,1,49.93%,76.74%,0.7088,"[0.5077899098396301, 0.4922100603580475]"
4883,0,49.92%,76.74%,0.3381,"[0.7131133675575256, 0.2868865728378296]"
4884,0,49.91%,76.75%,0.6691,"[0.5121721029281616, 0.487827867269516]"
4885,0,49.90%,76.75%,0.3485,"[0.705733597278595, 0.2942664325237274]"
4886,0,49.89%,76.75%,0.3479,"[0.7061577439308167, 0.29384228587150574]"
4887,1,49.90%,76.74%,0.7023,"[0.5045313239097595, 0.49546870589256287]"
4888,0,49.89%,76.74%,0.3628,"[0.695743203163147, 0.30425673723220825]"
4889,0,49.88%,76.75%,0.3457,"[0.7077111601829529, 0.2922888696193695]"
4890,0,49.87%,76.75%,0.3883,"[0.6781851649284363, 0.3218148648738861]"
4891,0,49.86%,76.76%,0.3486,"[0.7056612372398376, 0.29433876276016235]"
4892,0,49.85%,76.74%,0.7025,"[0.49533790349960327, 0.5046620965003967]"
4893,1,49.86%,76.73%,0.8847,"[0.5871747732162476, 0.41282522678375244]"
4894,0,49.85%,76.73%,0.3424,"[0.7100581526756287, 0.28994181752204895]"
4895,1,49.86%,76.74%,0.6378,"[0.4715571999549866, 0.5284428000450134]"
4896,0,49.85%,76.74%,0.4016,"[0.6692512631416321, 0.3307487368583679]"
4897,0,49.84%,76.75%,0.3468,"[0.7069564461708069, 0.2930435836315155]"
4898,0,49.83%,76.75%,0.3572,"[0.699631929397583, 0.300368070602417]"
4899,1,49.84%,76.76%,0.3791,"[0.31550493836402893, 0.6844950914382935]"
4900,0,49.83%,76.76%,0.3569,"[0.6998555064201355, 0.3001444637775421]"
4901,0,49.82%,76.76%,0.4978,"[0.6078455448150635, 0.3921544849872589]"
4902,0,49.81%,76.75%,0.7209,"[0.48631182312965393, 0.5136880874633789]"
4903,1,49.82%,76.73%,0.8874,"[0.5882840752601624, 0.41171592473983765]"
4904,0,49.81%,76.74%,0.3699,"[0.6907950043678284, 0.3092050850391388]"
4905,0,49.80%,76.74%,0.5237,"[0.5923367738723755, 0.4076632857322693]"
4906,0,49.79%,76.75%,0.3798,"[0.6840314865112305, 0.31596851348876953]"
4907,0,49.78%,76.75%,0.3688,"[0.6915896534919739, 0.30841028690338135]"
4908,1,49.79%,76.74%,0.9162,"[0.5999811887741089, 0.4000188708305359]"
4909,0,49.78%,76.74%,0.3561,"[0.7004035115242004, 0.29959654808044434]"
4910,1,49.79%,76.73%,0.7228,"[0.5146132707595825, 0.48538675904273987]"
4911,0,49.78%,76.73%,0.3528,"[0.7026923894882202, 0.2973076105117798]"
4912,1,49.79%,76.71%,0.9051,"[0.5955010056495667, 0.4044990539550781]"
4913,1,49.80%,76.72%,0.3678,"[0.30774974822998047, 0.6922502517700195]"
4914,1,49.81%,76.72%,0.3991,"[0.32910966873168945, 0.6708903312683105]"
4915,1,49.82%,76.73%,0.6886,"[0.4977113604545593, 0.5022886395454407]"
4916,0,49.81%,76.73%,0.4733,"[0.6229157447814941, 0.37708431482315063]"
4917,0,49.80%,76.74%,0.3542,"[0.7017284631729126, 0.2982715666294098]"
4918,0,49.79%,76.72%,0.7164,"[0.48849305510520935, 0.511506974697113]"
4919,1,49.80%,76.71%,0.7213,"[0.5138809680938721, 0.4861190617084503]"
4920,0,49.79%,76.71%,0.3455,"[0.707862913608551, 0.29213711619377136]"
4921,0,49.78%,76.72%,0.3473,"[0.7066199779510498, 0.2933800518512726]"
4922,0,49.77%,76.70%,0.7146,"[0.4893644452095032, 0.5106355547904968]"
4923,0,49.76%,76.71%,0.3581,"[0.6990208625793457, 0.3009791970252991]"
4924,0,49.75%,76.71%,0.3649,"[0.6942849159240723, 0.30571505427360535]"
4925,1,49.76%,76.70%,0.7254,"[0.5158751010894775, 0.4841248393058777]"
4926,1,49.77%,76.70%,0.3523,"[0.29695817828178406, 0.7030418515205383]"
4927,0,49.76%,76.70%,0.3922,"[0.6755374670028687, 0.32446253299713135]"
4928,1,49.77%,76.69%,0.8719,"[0.5818306803703308, 0.4181693494319916]"
4929,0,49.76%,76.69%,0.3455,"[0.7078872323036194, 0.2921127676963806]"
4930,0,49.75%,76.70%,0.6787,"[0.5072993636131287, 0.49270060658454895]"
4931,1,49.76%,76.68%,0.7064,"[0.5065637230873108, 0.493436336517334]"
4932,1,49.77%,76.69%,0.6342,"[0.46965956687927246, 0.5303404331207275]"
4933,1,49.78%,76.69%,0.6808,"[0.4937969744205475, 0.5062030553817749]"
4934,1,49.79%,76.70%,0.6882,"[0.4975343346595764, 0.5024656057357788]"
4935,0,49.78%,76.70%,0.3814,"[0.6829121112823486, 0.31708788871765137]"
4936,0,49.77%,76.71%,0.4832,"[0.6167988777160645, 0.38320109248161316]"
4937,0,49.76%,76.71%,0.3317,"[0.7177230715751648, 0.2822769284248352]"
4938,0,49.75%,76.72%,0.3505,"[0.7043610215187073, 0.2956389784812927]"
4939,0,49.74%,76.70%,0.7234,"[0.48510318994522095, 0.514896810054779]"
4940,0,49.73%,76.71%,0.3613,"[0.6967756748199463, 0.30322426557540894]"
4941,0,49.72%,76.71%,0.3411,"[0.7109777927398682, 0.28902220726013184]"
4942,0,49.71%,76.71%,0.3995,"[0.6706587672233582, 0.32934123277664185]"
4943,1,49.72%,76.72%,0.3932,"[0.3251227140426636, 0.6748772859573364]"
4944,1,49.73%,76.72%,0.3784,"[0.3150472640991211, 0.6849527359008789]"
4945,0,49.72%,76.73%,0.5232,"[0.5926063060760498, 0.4073936939239502]"
4946,0,49.71%,76.73%,0.4670,"[0.6268818974494934, 0.373118132352829]"
4947,0,49.70%,76.72%,0.7389,"[0.47763165831565857, 0.5223683714866638]"
4948,0,49.69%,76.72%,0.3742,"[0.6878212690353394, 0.31217876076698303]"
4949,0,49.68%,76.73%,0.3382,"[0.7130805850028992, 0.28691941499710083]"
4950,1,49.69%,76.73%,0.6906,"[0.49871405959129333, 0.501285970211029]"
4951,1,49.70%,76.74%,0.6868,"[0.49683141708374023, 0.5031686425209045]"
4952,0,49.69%,76.74%,0.3477,"[0.706282377243042, 0.2937176823616028]"
4953,1,49.70%,76.75%,0.6467,"[0.4762147068977356, 0.5237852931022644]"
4954,1,49.71%,76.75%,0.3618,"[0.30359023809432983, 0.6964097619056702]"
4955,1,49.72%,76.76%,0.3905,"[0.3232836127281189, 0.6767164468765259]"
4956,0,49.71%,76.76%,0.3968,"[0.67243891954422, 0.32756108045578003]"
4957,1,49.72%,76.76%,0.3658,"[0.3063441216945648, 0.6936558485031128]"
4958,1,49.73%,76.75%,0.9224,"[0.6024269461631775, 0.3975730240345001]"
4959,1,49.74%,76.75%,0.6474,"[0.47657182812690735, 0.523428201675415]"
4960,1,49.75%,76.76%,0.3617,"[0.3034743666648865, 0.6965256333351135]"
4961,0,49.74%,76.76%,0.3406,"[0.7113324999809265, 0.2886675298213959]"
4962,1,49.75%,76.77%,0.6853,"[0.49608010053634644, 0.5039199590682983]"
4963,1,49.76%,76.77%,0.6877,"[0.49725082516670227, 0.5027491450309753]"
4964,1,49.77%,76.76%,0.8756,"[0.5833736062049866, 0.4166263937950134]"
4965,1,49.78%,76.76%,0.6186,"[0.4613206684589386, 0.538679301738739]"
4966,1,49.79%,76.75%,0.8385,"[0.5676244497299194, 0.43237563967704773]"
4967,0,49.78%,76.75%,0.3905,"[0.6767303943634033, 0.3232695758342743]"
4968,0,49.77%,76.76%,0.3403,"[0.711531400680542, 0.2884686291217804]"
4969,1,49.78%,76.76%,0.6490,"[0.47743669152259827, 0.5225633382797241]"
4970,1,49.79%,76.77%,0.3405,"[0.2885720729827881, 0.7114279270172119]"
4971,1,49.80%,76.77%,0.3935,"[0.3253185451030731, 0.6746814250946045]"
4972,0,49.79%,76.77%,0.5072,"[0.6021798253059387, 0.39782020449638367]"
4973,0,49.78%,76.78%,0.3645,"[0.6945213675498962, 0.30547869205474854]"
4974,0,49.77%,76.78%,0.3405,"[0.7114112973213196, 0.28858867287635803]"
4975,1,49.78%,76.77%,0.8534,"[0.5740476846694946, 0.42595234513282776]"
4976,0,49.77%,76.77%,0.6599,"[0.5168866515159607, 0.4831134080886841]"
4977,1,49.78%,76.78%,0.6520,"[0.47898927330970764, 0.5210107564926147]"
4978,1,49.79%,76.78%,0.6674,"[0.4869508743286133, 0.5130490660667419]"
4979,1,49.80%,76.79%,0.3641,"[0.3052048981189728, 0.6947951316833496]"
4980,0,49.79%,76.79%,0.6575,"[0.5181688666343689, 0.48183107376098633]"
4981,1,49.80%,76.78%,0.7071,"[0.5069493651390076, 0.49305060505867004]"
4982,0,49.79%,76.76%,0.7122,"[0.4905793368816376, 0.5094206929206848]"
4983,1,49.80%,76.75%,0.8631,"[0.5781632661819458, 0.4218367338180542]"
4984,0,49.79%,76.75%,0.3458,"[0.7076618075370789, 0.29233822226524353]"
4985,1,49.80%,76.75%,0.6541,"[0.4800708591938019, 0.5199291110038757]"
4986,1,49.81%,76.74%,0.7192,"[0.5128816366195679, 0.48711836338043213]"
4987,0,49.80%,76.74%,0.3413,"[0.7108556628227234, 0.2891443371772766]"
4988,0,49.79%,76.75%,0.3465,"[0.7071790099143982, 0.2928210198879242]"
4989,0,49.78%,76.75%,0.3606,"[0.6972454786300659, 0.3027545213699341]"
4990,1,49.79%,76.76%,0.6587,"[0.4824987053871155, 0.5175013542175293]"
4991,0,49.78%,76.76%,0.3373,"[0.7136720418930054, 0.28632795810699463]"
4992,0,49.77%,76.77%,0.5238,"[0.5922864675521851, 0.40771356225013733]"
4993,0,49.76%,76.77%,0.3602,"[0.6975415945053101, 0.30245840549468994]"
4994,1,49.77%,76.76%,0.7101,"[0.5083906650543213, 0.49160927534103394]"
4995,1,49.78%,76.76%,0.6893,"[0.498062402009964, 0.5019375085830688]"
4996,1,49.79%,76.77%,0.4269,"[0.34746500849723816, 0.6525349617004395]"
4997,0,49.78%,76.77%,0.3678,"[0.6922362446784973, 0.3077637553215027]"
4998,1,49.79%,76.78%,0.3969,"[0.3275899887084961, 0.6724100112915039]"
4999,1,49.80%,76.78%,0.3409,"[0.28886884450912476, 0.7111310958862305]"
5000,1,49.81%,76.78%,0.6584,"[0.48232609033584595, 0.5176738500595093]"
5001,0,49.80%,76.79%,0.3722,"[0.6891870498657227, 0.3108130097389221]"
5002,0,49.79%,76.79%,0.3695,"[0.6910939812660217, 0.3089059591293335]"
5003,0,49.78%,76.80%,0.3808,"[0.6833343505859375, 0.3166655898094177]"
5004,0,49.77%,76.80%,0.3634,"[0.6952754259109497, 0.3047245144844055]"
5005,0,49.76%,76.81%,0.3684,"[0.6918368935585022, 0.3081631362438202]"
5006,0,49.75%,76.81%,0.3386,"[0.712745726108551, 0.28725430369377136]"
5007,1,49.76%,76.80%,0.6976,"[0.5022440552711487, 0.49775591492652893]"
5008,0,49.75%,76.80%,0.3678,"[0.692270815372467, 0.30772921442985535]"
5009,0,49.74%,76.81%,0.3596,"[0.6979413628578186, 0.3020586371421814]"
5010,1,49.75%,76.79%,0.7135,"[0.5100879073143005, 0.48991212248802185]"
5011,1,49.76%,76.80%,0.3727,"[0.3111121654510498, 0.6888877749443054]"
5012,1,49.77%,76.80%,0.6890,"[0.4979104697704315, 0.5020895004272461]"
5013,0,49.76%,76.80%,0.3956,"[0.6732615828514099, 0.3267383873462677]"
5014,0,49.75%,76.81%,0.3909,"[0.6764300465583801, 0.3235698938369751]"
5015,1,49.76%,76.81%,0.3823,"[0.31768599152565, 0.6823140382766724]"
5016,0,49.75%,76.82%,0.3569,"[0.6998615860939026, 0.3001384139060974]"
5017,1,49.76%,76.82%,0.6499,"[0.4778989553451538, 0.5221010446548462]"
5018,0,49.75%,76.83%,0.3534,"[0.7022705078125, 0.2977294623851776]"
5019,1,49.76%,76.83%,0.6622,"[0.4842698276042938, 0.5157301425933838]"
5020,0,49.75%,76.84%,0.4763,"[0.6210581064224243, 0.37894192337989807]"
5021,1,49.76%,76.84%,0.6509,"[0.4784087836742401, 0.5215912461280823]"
5022,1,49.77%,76.85%,0.3377,"[0.28662383556365967, 0.7133761644363403]"
5023,0,49.76%,76.85%,0.3833,"[0.6816100478172302, 0.31839001178741455]"
5024,0,49.75%,76.86%,0.3412,"[0.7109106779098511, 0.2890893220901489]"
5025,0,49.74%,76.86%,0.5434,"[0.5807551145553589, 0.4192448556423187]"
5026,1,49.75%,76.86%,0.6699,"[0.48823603987693787, 0.5117639303207397]"
5027,1,49.76%,76.85%,0.9108,"[0.5978145003318787, 0.40218546986579895]"
5028,1,49.77%,76.85%,0.3774,"[0.3143857419490814, 0.6856142282485962]"
5029,0,49.76%,76.86%,0.6763,"[0.508475661277771, 0.49152427911758423]"
5030,0,49.75%,76.86%,0.5390,"[0.5833069086074829, 0.4166930913925171]"
5031,1,49.76%,76.87%,0.3860,"[0.3202112913131714, 0.6797887682914734]"
