round,ground_truth,agent0_pred,agent1_pred,hedge0,hedge1,fused_B0_pred,acc_B0,fused_M1_pred,acc_M1,cos_sim_beliefs
817,19,19,22,0.001003682,0.998996317,22,0,19,1,0.454814076
818,11,15,19,0.001079179,0.998920798,19,0,5,0,0.191490635
819,10,16,10,0.001185784,0.998814225,10,1,10,1,0.108059384
820,26,26,26,0.001041281,0.998958707,26,1,26,1,0.999996781
821,7,26,7,0.001041084,0.998958945,7,1,7,1,0.246745676
822,11,11,11,0.001033293,0.998966694,11,1,11,1,0.947820842
823,26,26,26,0.001052582,0.998947442,26,1,26,1,0.998064518
824,21,21,21,0.001056637,0.998943388,21,1,21,1,0.99999696
825,23,18,18,0.001056856,0.99894315,18,0,18,0,0.572511733
826,16,16,10,0.001248322,0.9987517,10,0,10,0,0.016262174
827,8,7,8,0.001536017,0.998463988,8,1,8,1,0.394995272
828,6,6,6,0.001437767,0.998562217,6,1,6,1,0.924035192
829,26,26,26,0.001458211,0.998541772,26,1,26,1,0.999998331
830,12,8,12,0.001457909,0.99854207,12,1,12,1,0.13995336
831,19,19,19,0.00112039,0.998879611,19,1,19,1,0.999032557
832,0,0,0,0.001124506,0.998875499,0,1,0,1,0.996964157
833,15,15,15,0.001116996,0.998883009,15,1,15,1,0.91211164
834,24,24,21,0.001161442,0.998838544,21,0,24,1,0.288059056
835,4,4,4,0.001269743,0.998730242,4,1,4,1,0.999884188
836,16,16,16,0.001272229,0.998727798,16,1,16,1,0.998533189
837,0,0,0,0.001277448,0.998722553,0,1,0,1,0.999982655
838,5,5,5,0.001276373,0.998723626,5,1,5,1,0.760263443
839,15,15,15,0.001230921,0.998769104,15,1,15,1,0.998452961
840,17,17,17,0.001225839,0.998774171,17,1,17,1,0.680261374
841,24,24,23,0.001275753,0.998724222,23,0,24,1,0.130115017
842,24,24,24,0.001488159,0.998511851,24,1,24,1,0.844035685
843,26,26,26,0.001526734,0.998473287,26,1,26,1,0.999991834
844,9,27,9,0.001527621,0.998472393,9,1,9,1,0.330266267
845,9,17,9,0.001491589,0.998508394,9,1,9,1,0.09992151
846,26,26,26,0.001249886,0.998750091,26,1,26,1,0.966184318
847,6,0,6,0.001271478,0.998728514,6,1,3,0,0.214926481
848,25,25,25,0.00107964,0.998920381,25,1,25,1,0.97574985
849,18,18,25,0.001085004,0.998915017,25,0,25,0,0.132010013
850,8,0,8,0.001182926,0.998817086,8,1,0,0,0.36858049
851,19,19,2,0.001038118,0.998961866,2,0,19,1,0.299579948
852,1,8,1,0.001136755,0.99886322,1,1,1,1,0.009922239
853,1,1,1,0.001001195,0.998998821,1,1,1,1,0.999659061
854,5,5,5,0.001000745,0.998999238,5,1,5,1,0.92437619
855,8,8,8,0.001000943,0.998999059,8,1,8,1,0.900093317
856,10,10,10,0.001024022,0.998975992,10,1,10,1,0.969814599
857,10,10,24,0.001039185,0.998960793,24,0,24,0,0.065446347
858,3,3,11,0.001216318,0.998783708,11,0,11,0,0.032068916
859,21,21,21,0.001451036,0.998548985,21,1,21,1,0.999918759
860,26,26,7,0.001448601,0.998551428,7,0,7,0,0.023874441
861,3,3,3,0.001805865,0.998194158,3,1,3,1,0.93933022
862,4,26,25,0.001851964,0.998148024,25,0,25,0,0.012468945
863,0,0,0,0.00207505,0.997924924,0,1,0,1,0.997154355
864,15,15,15,0.00206259,0.997937381,15,1,15,1,0.999999404
865,9,14,9,0.002062837,0.997937143,9,1,9,1,0.155025885
866,15,11,15,0.00171849,0.998281538,15,1,15,1,0.581322551
867,7,7,7,0.001647962,0.998352051,7,1,7,1,0.911126196
868,18,2,22,0.001610088,0.9983899,22,0,18,1,0.130348176
869,14,14,14,0.001531964,0.998468041,14,1,14,1,0.643965244
870,9,27,9,0.00160907,0.998390913,9,1,9,1,0.812791646
871,18,18,22,0.001536507,0.998463511,22,0,18,1,0.506089091
872,27,17,27,0.001642098,0.998357892,27,1,27,1,0.448310912
873,10,10,10,0.00154656,0.998453438,10,1,10,1,0.98735863
874,2,6,2,0.001579231,0.998420775,2,1,2,1,0.211923093
875,7,5,7,0.001449456,0.998550534,7,1,8,0,0.333694816
876,18,18,18,0.001363372,0.998636603,18,1,18,1,0.97543329
877,2,2,2,0.001371952,0.99862802,2,1,2,1,0.730711579
878,5,5,5,0.001434968,0.998565018,5,1,5,1,0.826097488
879,21,12,21,0.00139033,0.998609662,21,1,21,1,0.600828171
880,16,16,16,0.001367441,0.99863255,16,1,16,1,0.999990284
881,5,26,1,0.00136798,0.998632014,1,0,1,0,0.199461371
882,19,5,19,0.001323384,0.998676598,19,1,18,0,0.284915984
883,0,26,0,0.00111085,0.998889148,0,1,0,1,0.217688978
884,11,4,4,0.001000115,0.998999894,4,0,4,0,0.623541594
885,5,1,5,0.001087776,0.998912215,5,1,5,1,0.201799124
886,25,24,25,0.00100984,0.998990178,25,1,24,0,0.56002593
887,24,24,10,0.001032149,0.998967826,10,0,24,1,0.117483065
888,24,24,24,0.001155142,0.998844862,24,1,24,1,0.999410629
889,5,5,5,0.001160189,0.998839796,5,1,5,1,0.913617849
890,4,4,4,0.00112471,0.99887532,4,1,4,1,0.969969213
891,0,0,0,0.001101333,0.998898685,0,1,0,1,0.999995589
892,23,23,23,0.001101834,0.998898149,23,1,23,1,0.990472972
893,1,5,1,0.001104451,0.998895526,1,1,1,1,0.128776237
894,7,8,7,0.001007056,0.99899292,7,1,7,1,0.507826626
895,8,8,18,0.001001086,0.99899894,18,0,18,0,0.070662886
896,27,8,7,0.001232296,0.998767734,7,0,8,0,0.419949502
897,2,2,2,0.001202293,0.998797715,2,1,2,1,0.997833788
898,6,6,6,0.001206139,0.99879384,6,1,6,1,0.8801741
899,8,17,8,0.001231566,0.998768449,8,1,8,1,0.095712736
900,16,16,16,0.001052881,0.998947144,16,1,16,1,0.996086895
901,17,17,14,0.00104486,0.998955131,14,0,9,0,0.064244203
902,16,16,16,0.001230166,0.99876982,16,1,16,1,0.998528123
903,23,18,23,0.001234756,0.99876523,23,1,23,1,0.502182364
904,1,1,1,0.001245816,0.998754203,1,1,1,1,0.887962818
905,1,1,1,0.001286294,0.998713732,1,1,1,1,0.999808371
906,3,4,3,0.001285446,0.998714566,3,1,3,1,0.071481228
907,8,8,8,0.001146897,0.998853087,8,1,8,1,0.79691416
908,16,16,16,0.001181149,0.998818874,16,1,16,1,0.998446047
909,0,0,0,0.001187708,0.998812318,0,1,0,1,0.999997616
910,1,26,1,0.0011875,0.998812497,1,1,1,1,0.637950361
911,18,18,18,0.001130398,0.998869598,18,1,18,1,0.741817713
912,9,9,9,0.001083692,0.998916328,9,1,9,1,0.911202788
913,16,16,16,0.00105049,0.998949528,16,1,16,1,0.848887265
914,17,26,17,0.001005728,0.998994291,17,1,17,1,0.381907195
915,9,12,16,0.001012057,0.998987973,16,0,19,0,0.126599386
916,15,15,15,0.00112592,0.998874068,15,1,15,1,0.963818014
917,7,7,27,0.001145877,0.998854101,27,0,7,1,0.822185695
918,8,8,8,0.001168702,0.998831272,8,1,8,1,0.998520195
919,23,23,23,0.001165153,0.998834848,23,1,23,1,0.438812792
920,3,3,6,0.0011465,0.998853505,6,0,6,0,0.948874176
921,27,27,9,0.001167562,0.998832464,9,0,9,0,0.737815857
922,6,6,6,0.00120468,0.998795331,6,1,6,1,0.941649318
923,20,20,4,0.001179227,0.998820782,4,0,4,0,0.426022261
924,24,24,24,0.001295079,0.99870491,24,1,24,1,0.998395383
925,18,18,22,0.001301186,0.998698831,22,0,18,1,0.363341987
926,26,26,26,0.0014104,0.998589575,26,1,26,1,0.984747529
927,25,25,23,0.001442656,0.998557329,23,0,25,1,0.580343127
928,24,24,24,0.001547732,0.998452246,24,1,24,1,0.985950708
929,12,5,16,0.001558966,0.998441041,16,0,16,0,0.245549828
930,10,10,10,0.001459487,0.998540521,10,1,10,1,0.997857034
931,17,17,17,0.001463463,0.998536527,17,1,17,1,0.875418723
932,15,15,15,0.001439803,0.99856019,15,1,15,1,0.999714494
933,11,11,16,0.001443198,0.998556793,16,0,16,0,0.028758613
934,26,1,26,0.001840142,0.998159885,26,1,26,1,0.064691529
935,7,7,7,0.001615105,0.998384893,7,1,7,1,0.988288164
936,8,8,8,0.00159473,0.998405278,8,1,8,1,0.699180663
937,2,3,2,0.001509453,0.998490572,2,1,2,1,0.070331603
938,27,27,9,0.001249844,0.99875015,9,0,9,0,0.266767532
939,21,21,21,0.00151295,0.998487055,21,1,21,1,0.999954283
940,26,8,26,0.001511716,0.998488307,26,1,27,0,0.200434148
941,6,0,6,0.001205733,0.998794258,6,1,6,1,0.096473694
942,26,26,26,0.00102259,0.998977423,26,1,26,1,0.994094849
943,0,0,0,0.001030164,0.998969853,0,1,0,1,0.999988258
944,7,8,12,0.001029739,0.99897027,12,0,12,0,0.102019675
945,14,14,14,0.001188704,0.998811305,14,1,14,1,0.91112411
946,6,15,3,0.001163835,0.99883616,3,0,6,1,0.155611783
947,27,8,27,0.001115125,0.998884857,27,1,27,1,0.251732707
948,16,16,16,0.001015651,0.998984337,16,1,16,1,0.994981349
949,18,18,19,0.001023805,0.998976171,19,0,18,1,0.421834171
950,11,11,24,0.001090335,0.998909652,24,0,24,0,0.072931319
951,24,24,24,0.00127027,0.998729706,24,1,24,1,0.918624282
952,19,19,19,0.001293519,0.99870646,19,1,19,1,0.817913115
953,24,24,24,0.001324575,0.998675406,24,1,24,1,0.995075762
954,21,21,21,0.001331378,0.998668611,21,1,21,1,0.999892235
955,20,11,11,0.001329109,0.998670876,11,0,11,0,0.705177367
956,21,21,21,0.001209732,0.998790264,21,1,21,1,0.999998987
957,27,9,27,0.001209858,0.998790145,27,1,9,0,0.172081903
958,11,11,4,0.001007717,0.998992264,4,0,4,0,0.562811375
959,1,1,1,0.001176827,0.998823166,1,1,1,1,0.982694685
960,16,16,16,0.001150894,0.998849094,16,1,16,1,0.999988317
961,15,15,15,0.001150602,0.998849392,15,1,15,1,0.987738073
962,27,27,27,0.001166488,0.998833537,27,1,27,1,0.90655309
963,26,26,26,0.00113592,0.998864055,26,1,26,1,0.999999225
964,10,10,10,0.001135777,0.998864233,10,1,10,1,0.999996781
965,25,25,18,0.001135525,0.998864472,18,0,18,0,0.261398375
966,21,21,22,0.001339781,0.998660207,22,0,22,0,0.062008105
967,23,18,23,0.001587458,0.998412549,23,1,23,1,0.758213162
968,3,3,6,0.001572093,0.998427927,6,0,6,0,0.560892344
969,27,27,9,0.001661535,0.998338461,9,0,9,0,0.130953923
970,15,11,15,0.001912259,0.998087764,15,1,15,1,0.237918705
971,19,19,19,0.001752735,0.998247266,19,1,19,1,0.999447048
972,0,0,0,0.001754112,0.998245895,0,1,0,1,0.996639311
973,7,1,0,0.001734864,0.998265147,0,0,7,1,0.351640701
974,16,16,16,0.001792427,0.998207569,16,1,16,1,0.998156548
975,8,8,8,0.001799678,0.998200297,8,1,8,1,0.999932706
976,15,15,15,0.001796889,0.998203099,15,1,15,1,0.999995649
977,3,15,3,0.001797132,0.99820286,3,1,3,1,0.138171658
978,1,8,1,0.001581,0.998418987,1,1,1,1,0.009737825
979,22,18,25,0.001199103,0.998800874,25,0,25,0,0.061905976
980,8,8,8,0.001585405,0.998414576,8,1,8,1,0.993965864
981,18,18,16,0.001562649,0.998437345,16,0,16,0,0.012764265
982,23,23,23,0.002169599,0.997830391,23,1,23,1,0.467028469
983,17,9,27,0.002178487,0.99782151,27,0,27,0,0.752656758
984,18,18,25,0.002072514,0.997927487,25,0,18,1,0.199836567
985,6,15,24,0.002246263,0.997753739,24,0,15,0,0.052378606
986,4,4,3,0.002452874,0.99754715,3,0,3,0,0.136069328
987,4,4,4,0.002849441,0.99715054,4,1,4,1,0.958305895
988,1,1,1,0.002889527,0.997110486,1,1,1,1,0.758101344
989,5,5,5,0.002742121,0.997257888,5,1,5,1,0.982112765
990,23,23,23,0.002714437,0.997285545,23,1,23,1,0.996712089
991,16,16,16,0.002698661,0.99730134,16,1,16,1,0.988452494
992,11,20,11,0.002719013,0.997281015,11,1,11,1,0.82674861
993,1,5,1,0.002695198,0.997304797,1,1,18,0,0.043997258
994,25,25,25,0.002181744,0.997818232,25,1,25,1,0.899934828
995,26,8,7,0.002228459,0.997771561,7,0,8,0,0.223789185
996,1,7,1,0.002335711,0.997664273,1,1,1,1,0.014808696
997,22,2,22,0.001829185,0.998170793,22,1,2,0,0.497821689
998,14,14,14,0.001685386,0.998314619,14,1,14,1,0.95808959
999,9,17,27,0.00165597,0.998344004,27,0,27,0,0.358561099
1000,15,15,15,0.001705555,0.998294473,15,1,15,1,0.951956749
1001,15,15,15,0.001677095,0.998322904,15,1,15,1,0.999995708
1002,2,2,2,0.001677614,0.998322368,2,1,2,1,0.999636173
1003,17,17,27,0.001679429,0.99832058,27,0,17,1,0.265666008
1004,9,27,14,0.001844039,0.998155951,14,0,14,0,0.156946167
1005,26,26,26,0.001740103,0.998259902,26,1,26,1,0.999999881
1006,8,9,12,0.001740105,0.998259902,12,0,8,1,0.058239676
1007,4,4,4,0.001641685,0.998358309,4,1,4,1,0.947366297
1008,22,22,2,0.001647119,0.998352885,2,0,25,0,0.385115057
1009,11,15,11,0.001835573,0.998164415,11,1,11,1,0.076124623
1010,24,24,24,0.001610621,0.998389363,24,1,24,1,0.998757243
1011,10,10,10,0.001619082,0.998380899,10,1,10,1,0.999938369
1012,21,21,21,0.001616569,0.998383403,21,1,21,1,0.94086206
1013,20,20,15,0.001641571,0.998358428,15,0,15,0,0.188885406
1014,21,21,21,0.001823075,0.998176932,21,1,21,1,0.910742104
1015,15,15,15,0.001851575,0.998148441,15,1,15,1,0.999930143
1016,5,5,5,0.001852343,0.998147666,5,1,5,1,0.737671077
1017,24,24,10,0.001771813,0.998228192,10,0,24,1,0.128924102
1018,5,12,5,0.001971082,0.998028934,5,1,5,1,0.198251158
1019,1,6,1,0.001766599,0.998233378,1,1,1,1,0.171324104
1020,4,4,22,0.001546823,0.9984532,22,0,22,0,0.030074941
1021,17,17,17,0.001912626,0.998087347,17,1,17,1,0.713441253
1022,10,10,10,0.001814367,0.998185635,10,1,10,1,0.999969423
1023,22,25,22,0.00181541,0.998184562,22,1,25,0,0.568856299
1024,13,13,13,0.001487156,0.998512864,13,1,13,1,0.988955438
1025,2,21,22,0.001496043,0.998503983,22,0,22,0,0.036817327
1026,16,16,16,0.001291542,0.998708487,16,1,16,1,0.99996233
1027,8,26,8,0.001292409,0.998707592,8,1,16,0,0.129922822
1028,27,27,27,0.001136191,0.998863816,27,1,27,1,0.970496893
1029,11,11,15,0.001151981,0.998848021,15,0,11,1,0.270162493
1030,20,20,11,0.001232062,0.998767912,11,0,20,1,0.672441185
1031,9,27,14,0.001277594,0.998722434,14,0,14,0,0.099872015
1032,26,26,26,0.001352499,0.998647511,26,1,26,1,0.999999821
1033,11,21,23,0.001352469,0.998647511,23,0,23,0,0.096014269
1034,10,10,10,0.001223619,0.998776376,10,1,10,1,0.919147611
1035,21,21,21,0.001246477,0.998753548,21,1,21,1,0.949037254
1036,6,6,21,0.001265327,0.998734653,21,0,6,1,0.130245015
1037,10,10,25,0.0014203,0.998579681,25,0,10,1,0.066580892
1038,2,22,2,0.001668369,0.998331606,2,1,2,1,0.197607338
1039,2,22,2,0.001518008,0.998481989,2,1,2,1,0.208752081
1040,17,17,27,0.001330071,0.998669922,27,0,27,0,0.434323519
1041,0,0,0,0.001477931,0.998522043,0,1,0,1,0.998934865
1042,0,0,0,0.001470357,0.998529673,0,1,0,1,0.99979043
1043,12,12,19,0.001467881,0.998532116,19,0,2,0,0.446211249
1044,15,15,15,0.001598632,0.998401344,15,1,15,1,0.996006429
1045,21,21,21,0.001607151,0.99839282,21,1,21,1,0.924572706
1046,4,4,4,0.00156513,0.998434842,4,1,4,1,0.999688804
1047,8,4,24,0.001563768,0.998436213,24,0,24,0,0.002647869
1048,3,3,3,0.001247179,0.998752832,3,1,3,1,0.984249115
1049,3,3,6,0.001264505,0.998735487,6,0,3,1,0.538199365
1050,25,25,22,0.001330139,0.998669863,22,0,25,1,0.541510999
1051,25,25,25,0.001411978,0.998588026,25,1,25,1,0.984322309
1052,12,17,16,0.001401251,0.998598754,16,0,16,0,0.177571893
1053,9,9,9,0.001311607,0.9986884,9,1,9,1,0.999766469
1054,18,18,22,0.001310161,0.99868983,22,0,18,1,0.050440881
1055,7,7,27,0.0015496,0.998450398,27,0,9,0,0.074771844
1056,7,26,14,0.001858661,0.998141348,14,0,26,0,0.460887462
1057,17,8,27,0.001850626,0.998149395,27,0,27,0,0.223328069
1058,25,25,25,0.001698719,0.998301268,25,1,25,1,0.970201492
1059,24,24,24,0.001721192,0.998278797,24,1,24,1,0.997731447
1060,13,13,13,0.001727526,0.998272479,13,1,13,1,0.965438843
1061,17,17,16,0.001755088,0.998244941,16,0,16,0,0.001605381
1062,19,19,5,0.002468543,0.997531474,5,0,5,0,0.513628662
1063,6,3,6,0.002621769,0.99737823,6,1,3,0,0.238191158
1064,27,27,27,0.002167125,0.997832894,27,1,27,1,0.997324288
1065,25,22,25,0.002167795,0.997832179,25,1,25,1,0.286518455
1066,5,7,5,0.001952742,0.998047233,5,1,5,1,0.478075713
1067,19,19,19,0.001846969,0.998153031,19,1,19,1,0.998382926
1068,7,7,7,0.001853352,0.998146653,7,1,7,1,0.962732375
1069,4,4,4,0.001873796,0.998126209,4,1,4,1,0.991731286
1070,15,15,15,0.001884856,0.998115122,15,1,15,1,0.999992847
1071,23,23,23,0.001883618,0.998116374,23,1,23,1,0.998196542
1072,10,10,10,0.001883083,0.99811691,10,1,10,1,0.9999547
1073,4,4,4,0.001884304,0.998115718,4,1,4,1,0.977790952
1074,21,21,21,0.001905584,0.99809444,21,1,21,1,0.998963594
1075,0,0,0,0.001910389,0.998089612,0,1,0,1,0.999977946
1076,17,17,17,0.00190947,0.998090506,17,1,17,1,0.999978542
1077,22,22,22,0.001909007,0.998090982,22,1,25,0,0.642558098
1078,5,5,5,0.002032221,0.99796778,5,1,5,1,0.998841882
1079,0,0,0,0.002024713,0.99797529,0,1,0,1,0.999860585
1080,1,2,10,0.002024196,0.997975826,10,0,10,0,0.019817987
1081,14,14,14,0.00252183,0.997478187,14,1,14,1,0.763805091
1082,27,7,27,0.00247455,0.997525454,27,1,27,1,0.052606221
1083,4,4,13,0.002066461,0.997933567,13,0,4,1,0.449143022
1084,24,24,10,0.002166902,0.997833073,10,0,24,1,0.076855622
1085,15,15,15,0.002471711,0.997528315,15,1,15,1,0.984459996
1086,18,18,18,0.00251074,0.997489274,18,1,18,1,0.957305372
1087,10,10,10,0.002516683,0.997483313,10,1,10,1,0.874844313
1088,10,10,10,0.002604201,0.997395813,10,1,10,1,0.929814935
1089,20,15,24,0.002666253,0.997333765,24,0,24,0,0.031804968
1090,21,21,21,0.002460239,0.997539759,21,1,21,1,1
1091,11,11,13,0.002460278,0.997539699,13,0,13,0,0.101006933
1092,13,21,4,0.002719071,0.997280955,4,0,4,0,0.242171243
1093,10,10,10,0.002506545,0.997493446,10,1,10,1,0.988558412
1094,12,12,12,0.002471888,0.997528136,12,1,12,1,0.981370211
1095,11,11,11,0.002436519,0.997563481,11,1,11,1,0.973118246
1096,3,3,3,0.002467969,0.99753201,3,1,3,1,0.938286901
1097,13,6,21,0.002520393,0.997479618,21,0,21,0,0.062704392
1098,5,1,5,0.002360738,0.997639239,5,1,5,1,0.109706238
1099,27,27,27,0.002080174,0.997919798,27,1,27,1,0.897736967
1100,12,1,12,0.002018823,0.997981191,12,1,12,1,0.013969537
1101,14,14,14,0.001514425,0.998485565,14,1,14,1,0.984885573
1102,2,2,2,0.001505279,0.998494744,2,1,2,1,0.858337998
1103,9,9,27,0.001456775,0.998543203,27,0,9,1,0.693266928
1104,8,8,8,0.001513047,0.998486936,8,1,8,1,0.861012876
1105,17,17,17,0.001471425,0.9985286,17,1,17,1,0.917879105
1106,26,26,26,0.001519202,0.998480797,26,1,26,1,0.747428
1107,17,27,17,0.001469568,0.998530447,17,1,17,1,0.948870957
1108,12,26,12,0.001445117,0.998554885,12,1,12,1,0.44118005
1109,8,26,8,0.00133877,0.99866122,8,1,8,1,0.105916739
1110,19,1,12,0.001171632,0.998828351,12,0,12,0,0.269883543
1111,22,22,16,0.001131754,0.998868227,16,0,25,0,0.016840868
1112,9,9,9,0.001419766,0.998580217,9,1,9,1,0.983282983
1113,26,26,8,0.001419079,0.998580933,8,0,8,0,0.060054604
1114,3,4,6,0.001942036,0.998057961,6,0,6,0,0.098831944
1115,7,7,7,0.001889375,0.998110652,7,1,7,1,0.998134911
1116,9,9,9,0.00189441,0.998105586,9,1,9,1,0.999148548
1117,11,11,11,0.001891113,0.998108864,11,1,20,0,0.964033842
1118,27,17,17,0.001906364,0.998093665,17,0,17,0,0.998051226
1119,5,5,5,0.001849896,0.99815011,5,1,5,1,0.998478949
1120,21,21,6,0.001837949,0.998162031,6,0,6,0,0.06249249
1121,7,7,7,0.00213256,0.997867465,7,1,7,1,0.998661458
1122,12,7,12,0.002137891,0.997862101,12,1,12,1,0.263614208
1123,20,20,20,0.001917912,0.998082101,20,1,20,1,0.929753542
1124,1,1,1,0.001896449,0.998103559,1,1,1,1,0.999946475
1125,14,14,14,0.001899186,0.998100817,14,1,14,1,0.773243308
1126,4,5,4,0.002012289,0.997987688,4,1,4,1,0.025323251
1127,8,8,8,0.001503674,0.998496354,8,1,8,1,0.979378104
1128,15,15,15,0.001488182,0.998511791,15,1,15,1,0.996434569
1129,3,3,6,0.001495118,0.998504877,6,0,6,0,0.714765072
1130,2,5,2,0.001539174,0.998460829,2,1,2,1,0.367955506
1131,16,16,25,0.001380859,0.998619139,25,0,25,0,0.00687205
1132,6,21,24,0.001784997,0.99821502,24,0,4,0,0.187106729
1133,6,6,11,0.001961276,0.998038709,11,0,11,0,0.002941525
1134,10,10,10,0.002658653,0.997341335,10,1,10,1,0.99145782
1135,17,17,17,0.002638805,0.997361183,17,1,17,1,0.74890697
1136,0,0,0,0.002529639,0.997470379,0,1,0,1,0.836685896
1137,7,7,7,0.002433401,0.997566581,7,1,7,1,0.915483356
1138,0,0,0,0.002461124,0.997538865,0,1,0,1,0.99956274
1139,11,11,15,0.00245738,0.99754262,15,0,4,0,0.259750843
1140,24,24,24,0.002629909,0.997370064,24,1,24,1,0.998165965
1141,1,1,1,0.00263857,0.997361422,1,1,1,1,0.945538104
1142,17,27,17,0.002625172,0.997374833,17,1,17,1,0.333877027
1143,2,6,2,0.002403025,0.997596979,2,1,2,1,0.003265165
1144,11,9,11,0.001772763,0.998227239,11,1,11,1,0.00642566
1145,9,5,9,0.001343751,0.998656273,9,1,9,1,0.011936246
1146,7,12,26,0.001067076,0.998932898,26,0,12,0,0.529029489
1147,9,5,17,0.001103375,0.998896599,17,0,17,0,0.032450523
1148,3,3,3,0.001125535,0.998874485,3,1,3,1,0.999004424
1149,5,1,18,0.00112394,0.998876035,18,0,1,0,0.568919301
1150,18,23,25,0.001071739,0.998928249,25,0,23,0,0.164699644
1151,24,24,4,0.001164957,0.998835027,4,0,24,1,0.067347936
1152,6,6,6,0.001373682,0.998626292,6,1,6,1,0.776330352
1153,7,8,8,0.001367844,0.998632133,8,0,8,0,0.786485732
1154,15,15,15,0.001562138,0.998437881,15,1,15,1,0.999235272
1155,10,10,10,0.001557639,0.998442352,10,1,10,1,0.999171555
1156,16,10,25,0.001563673,0.998436332,25,0,10,0,0.454898268
1157,0,0,0,0.001488049,0.99851197,0,1,0,1,0.757535756
1158,12,1,19,0.001413897,0.998586118,19,0,5,0,0.130845159
1159,18,2,22,0.001544998,0.998454988,22,0,2,0,0.177862406
1160,4,4,4,0.001637698,0.998362303,4,1,4,1,0.817960203
1161,13,13,13,0.001698177,0.998301804,13,1,13,1,0.998435676
1162,15,15,15,0.001701569,0.998298407,15,1,15,1,0.720407963
1163,9,14,27,0.001770276,0.998229742,27,0,9,1,0.614617229
1164,15,15,20,0.001725886,0.998274088,20,0,11,0,0.435423493
1165,15,15,15,0.001942848,0.998057127,15,1,15,1,0.999695897
1166,14,26,17,0.001935942,0.998064041,17,0,9,0,0.16262421
1167,21,21,21,0.001513781,0.998486221,21,1,21,1,0.999998271
1168,3,3,3,0.001513695,0.99848628,3,1,3,1,0.936261296
1169,17,17,17,0.001552011,0.998448014,17,1,17,1,0.973149359
1170,17,17,17,0.001573408,0.998426616,17,1,17,1,0.998695612
1171,14,26,14,0.001576619,0.998423398,14,1,9,0,0.201029211
1172,14,14,14,0.0014253,0.998574674,14,1,14,1,0.990646362
1173,24,24,10,0.001416067,0.998583913,10,0,24,1,0.659964502
1174,21,20,6,0.001472248,0.998527765,6,0,6,0,0.379397959
1175,9,27,9,0.001599513,0.998400509,9,1,9,1,0.240309581
1176,0,0,16,0.001451026,0.998548985,16,0,16,0,0.003877826
1177,14,9,14,0.002041122,0.997958899,14,1,14,1,0.060386684
1178,18,18,22,0.001678523,0.998321474,22,0,18,1,0.321536213
1179,8,8,9,0.001825133,0.998174846,9,0,9,0,0.008736893
1180,3,3,3,0.002434148,0.997565866,3,1,3,1,0.980265498
1181,17,17,17,0.00245762,0.997542381,17,1,17,1,0.997812271
1182,6,6,6,0.002452173,0.997547805,6,1,6,1,0.912302911
1183,0,0,0,0.002410084,0.997589886,0,1,0,1,0.914048612
1184,19,19,19,0.002466177,0.997533798,19,1,19,1,0.903119326
1185,27,27,0,0.00241999,0.997579992,0,0,0,0,0.392917216
1186,8,8,8,0.002592045,0.997407973,8,1,8,1,0.999982238
1187,9,27,27,0.00258996,0.997410059,27,0,27,0,0.996319473
1188,8,8,8,0.002515448,0.997484565,8,1,8,1,0.955080926
1189,21,21,6,0.002471685,0.997528315,6,0,21,1,0.378967643
1190,24,24,24,0.002694212,0.99730581,24,1,24,1,0.962833464
1191,12,12,12,0.002753323,0.997246683,12,1,12,1,0.935563922
1192,6,6,6,0.002742901,0.997257113,6,1,6,1,0.717284501
1193,21,21,21,0.002759554,0.997240424,21,1,21,1,0.983234525
1194,5,5,5,0.002713318,0.997286677,5,1,5,1,0.999997377
1195,23,23,23,0.002712844,0.997287154,23,1,23,1,0.721199512
1196,26,7,7,0.002615181,0.997384846,7,0,7,0,0.848160207
1197,3,3,3,0.002214151,0.997785866,3,1,3,1,0.902815521
1198,27,27,27,0.002249769,0.997750223,27,1,27,1,0.991643131
1199,0,0,0,0.002243665,0.997756362,0,1,0,1,1
1200,5,1,5,0.002243629,0.997756362,5,1,5,1,0.679058909
1201,3,3,3,0.002141627,0.997858346,3,1,3,1,0.742068529
1202,1,5,1,0.002216543,0.997783482,1,1,1,1,0.582711637
1203,0,0,0,0.002121174,0.99787885,0,1,0,1,0.992436826
1204,17,17,27,0.002107364,0.997892618,27,0,17,1,0.609270453
1205,14,14,14,0.002198567,0.997801423,14,1,14,1,0.97150296
1206,12,7,8,0.002166998,0.997833014,8,0,8,0,0.140274137
1207,13,13,13,0.001593077,0.998406947,13,1,13,1,0.777082264
1208,2,2,22,0.001679144,0.998320878,22,0,18,0,0.221814021
1209,6,6,3,0.001925521,0.998074472,3,0,3,0,0.364079475
1210,5,1,1,0.002111058,0.997888923,1,0,1,0,0.998996139
1211,13,4,13,0.002197578,0.997802436,13,1,13,1,0.007869861
1212,17,4,14,0.001624766,0.998375237,14,0,14,0,0.069710881
1213,2,2,2,0.001754755,0.998245239,2,1,2,1,0.992755473
1214,6,12,6,0.001738548,0.998261452,6,1,6,1,0.134000555
1215,14,17,14,0.001541553,0.998458445,14,1,14,1,0.210165173
1216,1,1,1,0.001396694,0.998603284,1,1,1,1,0.993281186
1217,2,2,2,0.00139032,0.998609662,2,1,2,1,0.99704653
1218,10,10,10,0.001376614,0.998623371,10,1,10,1,0.999993742
1219,14,17,14,0.001376832,0.998623192,14,1,14,1,0.563240588
