round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
495,6,4.44%,2.5630,"[0.03382756561040878, 0.029566096141934395, 0.03811722621321678, 0.04296110197901726, 0.024731263518333435, 0.039411913603544235, 0.07745982706546783, 0.0630321279168129, 0.027988050132989883, 0.029471157118678093, 0.051824215799570084, 0.04590292647480965, 0.015756776556372643, 0.019487686455249786, 0.025570010766386986, 0.03170017525553703, 0.032828737050294876, 0.04131950065493584, 0.0221275445073843, 0.020096275955438614, 0.015774041414260864, 0.03126603364944458, 0.023458974435925484, 0.01834130845963955, 0.034683190286159515, 0.021471139043569565, 0.05144216865301132, 0.09038291126489639]","[0.0010310030775144696, 0.9989689588546753]"
496,4,4.43%,3.7095,"[0.03361784294247627, 0.030338464304804802, 0.03859209641814232, 0.04283607006072998, 0.025294218212366104, 0.03944887965917587, 0.07755517959594727, 0.06273145973682404, 0.02809322252869606, 0.029756780713796616, 0.05043996497988701, 0.04522954300045967, 0.015736190602183342, 0.019571926444768906, 0.02568766474723816, 0.032290685921907425, 0.033412329852581024, 0.04136982187628746, 0.02252832055091858, 0.020294204354286194, 0.015618876554071903, 0.030754851177334785, 0.022801904007792473, 0.01839938573539257, 0.03440868854522705, 0.021811075508594513, 0.05179809033870697, 0.08958222717046738]","[0.0010297809494659305, 0.9989702105522156]"
497,2,4.42%,3.2520,"[0.03378811478614807, 0.031160417944192886, 0.03844587504863739, 0.04244929924607277, 0.025849292054772377, 0.04020744189620018, 0.07787898182868958, 0.06279744952917099, 0.028208144009113312, 0.030069829896092415, 0.049315743148326874, 0.04476704075932503, 0.01572810299694538, 0.019479909911751747, 0.025567729026079178, 0.03264074772596359, 0.034285854548215866, 0.04133816063404083, 0.02253563702106476, 0.02021111734211445, 0.015203042887151241, 0.03047272004187107, 0.022666985169053078, 0.018088478595018387, 0.03423884138464928, 0.022120198234915733, 0.051611918956041336, 0.08887296169996262]","[0.0010000000474974513, 0.9992058873176575]"
498,0,4.41%,3.4071,"[0.03385049104690552, 0.031936708837747574, 0.0389925055205822, 0.042262498289346695, 0.026442786678671837, 0.04062696546316147, 0.07802166789770126, 0.06267129629850388, 0.028338046744465828, 0.030312038958072662, 0.04808998852968216, 0.044270407408475876, 0.015646876767277718, 0.01943781226873398, 0.025511495769023895, 0.03306657448410988, 0.03493191674351692, 0.041291676461696625, 0.022725123912096024, 0.0202325452119112, 0.014898115769028664, 0.030012428760528564, 0.02229694090783596, 0.017939159646630287, 0.03402191773056984, 0.022459596395492554, 0.05154261738061905, 0.08816975355148315]","[0.0010829755337908864, 0.9989169836044312]"
499,2,4.40%,3.2176,"[0.03414672613143921, 0.03261196240782738, 0.039952076971530914, 0.04218662530183792, 0.027364643290638924, 0.040043290704488754, 0.07760217785835266, 0.06230511888861656, 0.02867840975522995, 0.03035912476480007, 0.04691261798143387, 0.04364844784140587, 0.015488093718886375, 0.01965656317770481, 0.02567867562174797, 0.0337551049888134, 0.03533228486776352, 0.041091933846473694, 0.023279603570699692, 0.020414860919117928, 0.014884399250149727, 0.029300738126039505, 0.0216007549315691, 0.018090587109327316, 0.03354213014245033, 0.022760355845093727, 0.05168125405907631, 0.08763152360916138]","[0.0010000000474974513, 0.9991136789321899]"
500,17,4.39%,3.1968,"[0.03471909463405609, 0.03331660106778145, 0.04119573533535004, 0.0422310046851635, 0.02777368761599064, 0.04019036516547203, 0.07761850953102112, 0.06229082867503166, 0.028881322592496872, 0.030371112748980522, 0.045783862471580505, 0.043261025100946426, 0.015252138487994671, 0.019575705751776695, 0.02568063884973526, 0.03418830409646034, 0.035641808062791824, 0.0409068800508976, 0.023655757308006287, 0.020435402169823647, 0.014702467247843742, 0.028702517971396446, 0.021187681704759598, 0.018023867160081863, 0.03318340331315994, 0.02312084101140499, 0.051217857748270035, 0.08689150959253311]","[0.0010642224224284291, 0.9989357590675354]"
501,17,4.38%,3.1865,"[0.03564449027180672, 0.03406086564064026, 0.04164324700832367, 0.042051009833812714, 0.027388129383325577, 0.0417906679213047, 0.07856220006942749, 0.06294355541467667, 0.028602272272109985, 0.030412282794713974, 0.04491790384054184, 0.04315292835235596, 0.015131434425711632, 0.019053690135478973, 0.025392847135663033, 0.0340711809694767, 0.03606219217181206, 0.04127417877316475, 0.023463252931833267, 0.020140638574957848, 0.014197634533047676, 0.02854694426059723, 0.021462980657815933, 0.01750970259308815, 0.03303542733192444, 0.023440556600689888, 0.050056394189596176, 0.08599136769771576]","[0.0011479725362733006, 0.9988520741462708]"
502,16,4.37%,3.3180,"[0.03554637357592583, 0.034586675465106964, 0.04294506832957268, 0.04192304238677025, 0.027937158942222595, 0.04170464724302292, 0.07891301810741425, 0.06285668909549713, 0.028237931430339813, 0.030405960977077484, 0.04364385828375816, 0.04250355809926987, 0.0150375384837389, 0.019015749916434288, 0.02543012797832489, 0.03425928205251694, 0.03622782602906227, 0.0422205850481987, 0.023823518306016922, 0.020304160192608833, 0.014034218154847622, 0.027999598532915115, 0.02089809812605381, 0.01766045205295086, 0.032941900193691254, 0.023764971643686295, 0.05021112412214279, 0.08496690541505814]","[0.00106135627720505, 0.9989386200904846]"
503,25,4.37%,3.7269,"[0.03505170717835426, 0.0349416621029377, 0.0445222482085228, 0.04171415790915489, 0.029009245336055756, 0.04085247591137886, 0.07882585376501083, 0.062366385012865067, 0.0279671773314476, 0.03049652837216854, 0.0422305092215538, 0.04149576649069786, 0.01496182568371296, 0.01925240457057953, 0.02560856193304062, 0.03461168706417084, 0.037011727690696716, 0.04315504431724548, 0.024338550865650177, 0.020535055547952652, 0.013905363157391548, 0.02735579013824463, 0.02008781023323536, 0.017926473170518875, 0.03294297307729721, 0.02409491315484047, 0.05087876692414284, 0.08385934680700302]","[0.0010000000474974513, 0.999193549156189]"
504,25,4.36%,3.6977,"[0.03516698256134987, 0.03556094691157341, 0.04534611850976944, 0.04146452248096466, 0.029109975323081017, 0.041837237775325775, 0.07956966757774353, 0.06267812848091125, 0.027538077905774117, 0.03066842630505562, 0.041023679077625275, 0.04094216600060463, 0.014873976819217205, 0.018905408680438995, 0.025376712903380394, 0.034447938203811646, 0.03799400478601456, 0.044005218893289566, 0.024274103343486786, 0.020368555560708046, 0.01339993067085743, 0.027134940028190613, 0.01998058520257473, 0.017604893073439598, 0.03307359293103218, 0.02479572966694832, 0.05044343322515488, 0.08241506665945053]","[0.0010000000474974513, 0.9992290735244751]"
505,21,4.35%,3.6180,"[0.03553064912557602, 0.03636026382446289, 0.045865997672080994, 0.041237134486436844, 0.02871870994567871, 0.04380578547716141, 0.08071695268154144, 0.06341343373060226, 0.02705407701432705, 0.030873605981469154, 0.0398620180785656, 0.040606990456581116, 0.014742046594619751, 0.01824892684817314, 0.024899166077375412, 0.03400295972824097, 0.03906084969639778, 0.04477337747812271, 0.023939482867717743, 0.02001313306391239, 0.012725697830319405, 0.027095943689346313, 0.020167911425232887, 0.01701708696782589, 0.03328677639365196, 0.025853188708424568, 0.04944780468940735, 0.08068007230758667]","[0.001296575996093452, 0.9987034201622009]"
506,0,4.34%,3.3659,"[0.03590869531035423, 0.036987025290727615, 0.04591413959860802, 0.04099368304014206, 0.028117571026086807, 0.04583319276571274, 0.08177459239959717, 0.06407597661018372, 0.026551056653261185, 0.031123176217079163, 0.03912466764450073, 0.040334150195121765, 0.0147068677470088, 0.017604103311896324, 0.024469884112477303, 0.03345976769924164, 0.04010441154241562, 0.04541884735226631, 0.02353128232061863, 0.01962018385529518, 0.01213075127452612, 0.027529675513505936, 0.020557641983032227, 0.016397248953580856, 0.03346767649054527, 0.026738669723272324, 0.04851146414875984, 0.07901350408792496]","[0.0013318693963810802, 0.9986680746078491]"
507,5,4.33%,3.1437,"[0.035315465182065964, 0.037313319742679596, 0.04807809367775917, 0.04107573628425598, 0.029375329613685608, 0.04400549456477165, 0.08101005852222443, 0.06324944645166397, 0.026516396552324295, 0.031157763674855232, 0.03784365952014923, 0.0393243171274662, 0.014549595303833485, 0.01789696514606476, 0.024776561185717583, 0.033916182816028595, 0.040529001504182816, 0.04600432887673378, 0.024475926533341408, 0.02007182501256466, 0.01223318837583065, 0.02702529914677143, 0.019397372379899025, 0.01695334166288376, 0.03328852355480194, 0.027646273374557495, 0.049472250044345856, 0.07749827951192856]","[0.0014902132097631693, 0.9985097646713257]"
508,27,4.32%,2.5773,"[0.03555552661418915, 0.037856776267290115, 0.04876456409692764, 0.04094267264008522, 0.029217086732387543, 0.045314330607652664, 0.08140368014574051, 0.0633840560913086, 0.02615169808268547, 0.03135133162140846, 0.03691693767905235, 0.03889327123761177, 0.014479782432317734, 0.017524413764476776, 0.024631712585687637, 0.03372630476951599, 0.04113583639264107, 0.04656285420060158, 0.02449868991971016, 0.019989680498838425, 0.011885225772857666, 0.02706991881132126, 0.019268130883574486, 0.016719883307814598, 0.03330819308757782, 0.028466256335377693, 0.049007683992385864, 0.0759735107421875]","[0.0012090718373656273, 0.9987909197807312]"
509,18,4.31%,3.7157,"[0.03626946732401848, 0.03838753327727318, 0.04860975220799446, 0.040682174265384674, 0.02866005338728428, 0.047201208770275116, 0.0817498043179512, 0.06374841183423996, 0.025894468650221825, 0.0314689464867115, 0.03641794994473457, 0.03871602937579155, 0.01444112416356802, 0.017096010968089104, 0.02433863654732704, 0.033459801226854324, 0.04179217293858528, 0.04684207960963249, 0.02414563111960888, 0.019632259383797646, 0.011491004377603531, 0.027222124859690666, 0.019567640498280525, 0.01621139980852604, 0.033258505165576935, 0.029031898826360703, 0.048055313527584076, 0.07560855895280838]","[0.0012619619956240058, 0.9987380504608154]"
510,1,4.31%,3.2466,"[0.03620666265487671, 0.03883005306124687, 0.050054553896188736, 0.040723275393247604, 0.02919960953295231, 0.046547289937734604, 0.08087965101003647, 0.06316772103309631, 0.02589486539363861, 0.031487297266721725, 0.03558056056499481, 0.038081079721450806, 0.014306105673313141, 0.017146369442343712, 0.024524684995412827, 0.033821240067481995, 0.04187513887882233, 0.047062452882528305, 0.025011485442519188, 0.01986737549304962, 0.011531500145792961, 0.026828985661268234, 0.018867118284106255, 0.01648755371570587, 0.032956842333078384, 0.029708603397011757, 0.048335038125514984, 0.07501690089702606]","[0.001206377288326621, 0.9987936615943909]"
511,6,4.49%,2.5279,"[0.037053320556879044, 0.0400223471224308, 0.05012182518839836, 0.040570177137851715, 0.028596604242920876, 0.04825786128640175, 0.08061631768941879, 0.06340696662664413, 0.025765415281057358, 0.031620707362890244, 0.035072214901447296, 0.03790042921900749, 0.014213388785719872, 0.016625329852104187, 0.024267109110951424, 0.033725809305906296, 0.04214897006750107, 0.047056373208761215, 0.02515220455825329, 0.019617808982729912, 0.011224399320781231, 0.026882875710725784, 0.019015198573470116, 0.01610470563173294, 0.032674212008714676, 0.030419452115893364, 0.04744858667254448, 0.07441944628953934]","[0.0010083019733428955, 0.9989917278289795]"
512,7,4.48%,2.7722,"[0.03637870028614998, 0.04065633565187454, 0.05195498466491699, 0.040565360337495804, 0.029508093371987343, 0.047065649181604385, 0.0804775133728981, 0.06252338737249374, 0.025646815076470375, 0.03154749423265457, 0.03395489230751991, 0.03724885731935501, 0.014073599129915237, 0.01673596166074276, 0.024402065202593803, 0.03402767330408096, 0.04203008487820625, 0.047471459954977036, 0.026143154129385948, 0.02012033201754093, 0.011282892897725105, 0.02632206864655018, 0.018037643283605576, 0.016598882153630257, 0.032404229044914246, 0.031209496781229973, 0.04812854528427124, 0.07348380237817764]","[0.0010000000474974513, 0.9990071654319763]"
513,7,4.47%,2.7547,"[0.036681585013866425, 0.04139659181237221, 0.05244126543402672, 0.04046493023633957, 0.029186416417360306, 0.04805389419198036, 0.0812196359038353, 0.06329534947872162, 0.025384658947587013, 0.03139183297753334, 0.03330199792981148, 0.037041593343019485, 0.01392940804362297, 0.016380075365304947, 0.024201111868023872, 0.03372412919998169, 0.04204912111163139, 0.04775099456310272, 0.026302915066480637, 0.02001097984611988, 0.0110909603536129, 0.026235628873109818, 0.017930755391716957, 0.01646176166832447, 0.03222666680812836, 0.03191499412059784, 0.047393035143613815, 0.07253766804933548]","[0.0010000000474974513, 0.9990129470825195]"
514,27,4.47%,2.6375,"[0.036673493683338165, 0.04198303446173668, 0.05336534231901169, 0.04047014191746712, 0.02925337851047516, 0.04809940233826637, 0.08162306994199753, 0.06442524492740631, 0.025215623900294304, 0.03106224536895752, 0.032603245228528976, 0.03668268397450447, 0.01372793409973383, 0.01623360998928547, 0.02414185367524624, 0.033539772033691406, 0.041828811168670654, 0.04804915189743042, 0.026689313352108, 0.019992919638752937, 0.01108506415039301, 0.025955811142921448, 0.017535658553242683, 0.01660391129553318, 0.0319983996450901, 0.03264743089675903, 0.04695337638258934, 0.07156001776456833]","[0.0010000000474974513, 0.9991501569747925]"
515,1,4.46%,3.1630,"[0.03661582991480827, 0.042423319071531296, 0.05418776348233223, 0.040431223809719086, 0.029592476785182953, 0.04749137908220291, 0.08151501417160034, 0.06517050415277481, 0.025222888216376305, 0.03068019263446331, 0.03206731379032135, 0.03632732480764389, 0.013550237752497196, 0.01628769002854824, 0.024144096300005913, 0.03357839584350586, 0.04157736524939537, 0.04817185178399086, 0.027113674208521843, 0.02000851184129715, 0.011178702116012573, 0.025549180805683136, 0.01708989590406418, 0.016831615939736366, 0.03168727830052376, 0.03314795345067978, 0.04677152633666992, 0.07158684730529785]","[0.0010000000474974513, 0.9990375638008118]"
516,17,4.45%,3.0326,"[0.0369219034910202, 0.0435781367123127, 0.05441634729504585, 0.04031262919306755, 0.02944251336157322, 0.04799691215157509, 0.0814313068985939, 0.06616603583097458, 0.025180671364068985, 0.030408630147576332, 0.0315968357026577, 0.036130838096141815, 0.013387498445808887, 0.01604805327951908, 0.023918841034173965, 0.03347468003630638, 0.04137817770242691, 0.048163048923015594, 0.02725307270884514, 0.019834501668810844, 0.011108609847724438, 0.025304052978754044, 0.016938284039497375, 0.016781924292445183, 0.031371407210826874, 0.0337831974029541, 0.04618174210190773, 0.07149013876914978]","[0.0010993242030963302, 0.9989006519317627]"
517,23,4.44%,4.1117,"[0.03657048940658569, 0.04447740316390991, 0.0551815889775753, 0.0401519350707531, 0.0298052616417408, 0.04762165993452072, 0.0812859982252121, 0.06669467687606812, 0.024968694895505905, 0.03013697825372219, 0.03091602399945259, 0.03567811846733093, 0.01326880045235157, 0.016006531193852425, 0.023830439895391464, 0.03343450278043747, 0.04109203442931175, 0.04883798211812973, 0.027628298848867416, 0.019905047491192818, 0.01112070307135582, 0.024900684133172035, 0.016467798501253128, 0.0170282032340765, 0.031159181147813797, 0.0343896821141243, 0.04623940587043762, 0.07120190560817719]","[0.0014386583352461457, 0.9985613226890564]"
518,0,4.43%,3.2887,"[0.03771215304732323, 0.045696914196014404, 0.053802404552698135, 0.03975009173154831, 0.028217123821377754, 0.05093741416931152, 0.0826423168182373, 0.0687936320900917, 0.024465158581733704, 0.02983759716153145, 0.030816350132226944, 0.036129675805568695, 0.013193600811064243, 0.015136136673390865, 0.023202983662486076, 0.032499052584171295, 0.04084804281592369, 0.0493205264210701, 0.026777686551213264, 0.019314970821142197, 0.01069569867104292, 0.025233494117856026, 0.017188385128974915, 0.016535762697458267, 0.031106360256671906, 0.03482753783464432, 0.04445044323801994, 0.07086845487356186]","[0.0015064942417666316, 0.998493492603302]"
519,4,4.42%,3.5225,"[0.03717146813869476, 0.04635375738143921, 0.05581118166446686, 0.03984970971941948, 0.029544083401560783, 0.04800596088171005, 0.08125201612710953, 0.06846293807029724, 0.02466215379536152, 0.029362179338932037, 0.030098892748355865, 0.03546348959207535, 0.012982895597815514, 0.015556205995380878, 0.023565664887428284, 0.03306484967470169, 0.0399339497089386, 0.049672335386276245, 0.028096117079257965, 0.01986004039645195, 0.011152942664921284, 0.024390848353505135, 0.016041018068790436, 0.017686856910586357, 0.030536923557519913, 0.035361871123313904, 0.045350782573223114, 0.07070887088775635]","[0.0014483906561508775, 0.9985516667366028]"
520,5,4.41%,3.0487,"[0.03855906426906586, 0.047369275242090225, 0.05464240163564682, 0.03934083506464958, 0.028961962088942528, 0.0499313622713089, 0.08192425221204758, 0.07002915441989899, 0.024513596668839455, 0.029006876051425934, 0.029993006959557533, 0.035757116973400116, 0.012879385612905025, 0.015055167488753796, 0.02312919683754444, 0.03251238912343979, 0.039902929216623306, 0.0498255118727684, 0.02753261849284172, 0.019410518929362297, 0.0108546307310462, 0.02446594275534153, 0.016524918377399445, 0.017332004383206367, 0.03028891421854496, 0.035633016377687454, 0.0439349040389061, 0.07068905979394913]","[0.0016243618447333574, 0.9983755946159363]"
521,20,4.41%,4.5099,"[0.038662366569042206, 0.04817555844783783, 0.05492447689175606, 0.03904080390930176, 0.02950173057615757, 0.05016113817691803, 0.08162420243024826, 0.07037890702486038, 0.02445899322628975, 0.028775298967957497, 0.02941943146288395, 0.035526975989341736, 0.012770269997417927, 0.01500531192868948, 0.023063743487000465, 0.03249560296535492, 0.03956976160407066, 0.050165992230176926, 0.027763396501541138, 0.019497957080602646, 0.010833457112312317, 0.024073397740721703, 0.016170481219887733, 0.017663702368736267, 0.03004281036555767, 0.03602290898561478, 0.04378408566117287, 0.07042724639177322]","[0.002065591746941209, 0.9979344606399536]"
522,25,4.40%,3.3190,"[0.03927454352378845, 0.048922572284936905, 0.054666437208652496, 0.03886809200048447, 0.029488462954759598, 0.05081997439265251, 0.08139321208000183, 0.07121255993843079, 0.02446925826370716, 0.028424765914678574, 0.02921110950410366, 0.035537853837013245, 0.012674273923039436, 0.014867442660033703, 0.022989781573414803, 0.03243805468082428, 0.03904574364423752, 0.05021930858492851, 0.02781037427484989, 0.01940513774752617, 0.011020244099199772, 0.023875834420323372, 0.01609741523861885, 0.01782984659075737, 0.029649129137396812, 0.0362691730260849, 0.0431402251124382, 0.07037915289402008]","[0.0016404661582782865, 0.9983595609664917]"
523,24,4.39%,3.5326,"[0.039753906428813934, 0.04986361786723137, 0.05457112938165665, 0.038772378116846085, 0.029343288391828537, 0.051795050501823425, 0.08122802525758743, 0.07211307436227798, 0.024424122646450996, 0.028101036325097084, 0.02886183373630047, 0.03553566336631775, 0.012537107802927494, 0.014603360556066036, 0.022776363417506218, 0.032286155968904495, 0.03856775164604187, 0.05024879053235054, 0.02781698666512966, 0.019277166575193405, 0.011122629046440125, 0.023684946820139885, 0.016006173565983772, 0.01792450249195099, 0.029300469905138016, 0.03710426390171051, 0.042430002242326736, 0.06995023787021637]","[0.001350073958747089, 0.9986499547958374]"
524,17,4.38%,2.9854,"[0.038835715502500534, 0.050378747284412384, 0.05601130425930023, 0.03883806988596916, 0.0304616317152977, 0.050395600497722626, 0.0801311656832695, 0.07178100943565369, 0.024458836764097214, 0.027968429028987885, 0.02817714959383011, 0.034955207258462906, 0.012370063923299313, 0.014797259122133255, 0.0229127686470747, 0.0325595997273922, 0.03801252320408821, 0.05057589337229729, 0.02858204022049904, 0.01961624063551426, 0.01145109161734581, 0.023110313341021538, 0.015169449150562286, 0.01872861385345459, 0.029432857409119606, 0.037957627326250076, 0.04305171221494675, 0.06927912682294846]","[0.0014603849267587066, 0.9985395669937134]"
525,6,4.56%,2.5299,"[0.038427114486694336, 0.0508861280977726, 0.05637649819254875, 0.03864317759871483, 0.0306868813931942, 0.05083676055073738, 0.08009228110313416, 0.0721629410982132, 0.02413945086300373, 0.027848541736602783, 0.02766363136470318, 0.03468480706214905, 0.012282288633286953, 0.014637812972068787, 0.02276945672929287, 0.032294128090143204, 0.0376906655728817, 0.05145787447690964, 0.028613146394491196, 0.019645027816295624, 0.011468816548585892, 0.022882454097270966, 0.01488860510289669, 0.01900050975382328, 0.029744107276201248, 0.03864562138915062, 0.042976014316082, 0.0685553178191185]","[0.0013171638129279017, 0.9986828565597534]"
526,27,4.55%,2.6917,"[0.037837639451026917, 0.05102189630270004, 0.05682794377207756, 0.038393355906009674, 0.03093598410487175, 0.05119297280907631, 0.08113890886306763, 0.072408527135849, 0.023701747879385948, 0.027665799483656883, 0.02707762084901333, 0.03446987643837929, 0.012215354479849339, 0.014502780511975288, 0.02262873388826847, 0.03185996040701866, 0.037410348653793335, 0.052510034292936325, 0.028589017689228058, 0.019785145297646523, 0.01143556647002697, 0.02268155664205551, 0.014599056914448738, 0.01927744597196579, 0.03006909415125847, 0.03923559933900833, 0.0428873747587204, 0.06764068454504013]","[0.0011090366169810295, 0.9988909959793091]"
527,10,4.55%,3.6157,"[0.0381009541451931, 0.05119020864367485, 0.05597517266869545, 0.0379604808986187, 0.03040385991334915, 0.05291635915637016, 0.08249619603157043, 0.07319027930498123, 0.023344624787569046, 0.02744228206574917, 0.026899458840489388, 0.034698594361543655, 0.01219125185161829, 0.014172433875501156, 0.022275997325778008, 0.03123566135764122, 0.03732897341251373, 0.0532112643122673, 0.027913017198443413, 0.019566133618354797, 0.011228502728044987, 0.022723488509655, 0.01484160777181387, 0.0190061517059803, 0.03037537820637226, 0.039433203637599945, 0.042080458253622055, 0.06779801100492477]","[0.0010842632036656141, 0.9989157319068909]"
528,12,4.54%,4.4075,"[0.03892586752772331, 0.051211562007665634, 0.054272864013910294, 0.037508074194192886, 0.029332121834158897, 0.05529149994254112, 0.08393950015306473, 0.07430621981620789, 0.02308717742562294, 0.027216486632823944, 0.027339918538928032, 0.03522690013051033, 0.012207875959575176, 0.013749291189014912, 0.021861612796783447, 0.03047935664653778, 0.03730466216802597, 0.05356760695576668, 0.02694098837673664, 0.019139541313052177, 0.010994631797075272, 0.023058174178004265, 0.015472262166440487, 0.01844361424446106, 0.030653465539216995, 0.03928317502140999, 0.04090582951903343, 0.06827974319458008]","[0.0010278469417244196, 0.9989721179008484]"
529,9,4.53%,3.6077,"[0.03830365091562271, 0.05098866671323776, 0.0542585626244545, 0.037292856723070145, 0.029970375820994377, 0.05411628261208534, 0.08386939018964767, 0.07372918725013733, 0.02293027751147747, 0.02711295522749424, 0.027407873421907425, 0.03491530194878578, 0.012431491166353226, 0.013989883475005627, 0.021991631016135216, 0.03055703081190586, 0.03709017112851143, 0.054237812757492065, 0.02713971585035324, 0.019360827282071114, 0.011223242618143559, 0.022921426221728325, 0.015184787102043629, 0.018862709403038025, 0.03068455681204796, 0.03920486569404602, 0.04148000851273537, 0.06874451041221619]","[0.0010000000474974513, 0.9990409016609192]"
530,4,4.52%,3.4875,"[0.036935966461896896, 0.05069255456328392, 0.05509929358959198, 0.03717288002371788, 0.03139903023838997, 0.051641661673784256, 0.0829048678278923, 0.07224263995885849, 0.02280704863369465, 0.027467280626296997, 0.027233855798840523, 0.03410825878381729, 0.012662101536989212, 0.014490650035440922, 0.022359441965818405, 0.030985813587903976, 0.03692322596907616, 0.05503071844577789, 0.02785531058907509, 0.019847258925437927, 0.011566933244466782, 0.022590890526771545, 0.0144816217944026, 0.019667675718665123, 0.030821513384580612, 0.03918259218335152, 0.04291432723402977, 0.06891456991434097]","[0.0010184935526922345, 0.9989814758300781]"
531,10,4.51%,3.5874,"[0.03679090738296509, 0.05066685751080513, 0.05397173762321472, 0.03663342073559761, 0.03187296912074089, 0.052055519074201584, 0.0830371156334877, 0.07198921591043472, 0.022650033235549927, 0.027793683111667633, 0.027375563979148865, 0.0339641198515892, 0.012916378676891327, 0.014516233466565609, 0.022257691249251366, 0.030836815014481544, 0.03728511929512024, 0.055500421673059464, 0.027451643720269203, 0.019771084189414978, 0.011452745646238327, 0.022700507193803787, 0.014619037508964539, 0.01950560323894024, 0.03108477033674717, 0.03897610679268837, 0.04301959276199341, 0.06930510699748993]","[0.0010063349036499858, 0.9989936947822571]"
532,17,4.50%,2.8898,"[0.036910515278577805, 0.05049213021993637, 0.052565671503543854, 0.0361807756125927, 0.03210808336734772, 0.05233471095561981, 0.08300364017486572, 0.0718352198600769, 0.022617172449827194, 0.028069395571947098, 0.02800365909934044, 0.033956777304410934, 0.01317815762013197, 0.014560912735760212, 0.022182965651154518, 0.03068849816918373, 0.03758122771978378, 0.055700428783893585, 0.02701527439057827, 0.019612597301602364, 0.011416844092309475, 0.02295074053108692, 0.014907559379935265, 0.019290156662464142, 0.031281277537345886, 0.03854488953948021, 0.043028682470321655, 0.06998202949762344]","[0.0010304497554898262, 0.9989694952964783]"
533,27,4.49%,2.6529,"[0.03680917248129845, 0.05024160444736481, 0.05127706006169319, 0.03565150871872902, 0.032278817147016525, 0.05280563235282898, 0.0832899957895279, 0.07169938832521439, 0.02236659824848175, 0.02833041362464428, 0.02846486121416092, 0.03387658670544624, 0.013464285992085934, 0.014554365538060665, 0.022080371156334877, 0.030389390885829926, 0.03789099305868149, 0.05657648667693138, 0.02651771903038025, 0.019484151154756546, 0.011305337771773338, 0.023201899603009224, 0.015178845264017582, 0.019080055877566338, 0.03158864751458168, 0.03814144432544708, 0.04308231547474861, 0.0703720673918724]","[0.0010000000474974513, 0.9991256594657898]"
534,15,4.49%,3.4946,"[0.03644607216119766, 0.04984533041715622, 0.05046137049794197, 0.03519423305988312, 0.03307579830288887, 0.0519380047917366, 0.08292453736066818, 0.07100412249565125, 0.02229544147849083, 0.028495997190475464, 0.028878161683678627, 0.033645812422037125, 0.013724674470722675, 0.014826754108071327, 0.022120539098978043, 0.030415020883083344, 0.038085129112005234, 0.05729260295629501, 0.026343844830989838, 0.01951535977423191, 0.011373285204172134, 0.023196853697299957, 0.015176977962255478, 0.019177334383130074, 0.03173864260315895, 0.037616439163684845, 0.04361584037542343, 0.07157581299543381]","[0.00106995168607682, 0.998930037021637]"
535,19,4.48%,3.9531,"[0.03643311932682991, 0.04964720085263252, 0.04942682012915611, 0.034782301634550095, 0.03360939398407936, 0.0514565072953701, 0.08225855976343155, 0.07039764523506165, 0.022267892956733704, 0.028676312416791916, 0.029346445575356483, 0.033481109887361526, 0.013992350548505783, 0.015033423900604248, 0.02213478833436966, 0.03084348887205124, 0.038303475826978683, 0.05763997510075569, 0.026114847511053085, 0.01944313570857048, 0.011445804499089718, 0.023210875689983368, 0.015302073210477829, 0.019104093313217163, 0.031727343797683716, 0.0370832234621048, 0.04390816017985344, 0.07292961329221725]","[0.0011838811915367842, 0.9988161325454712]"
536,11,4.47%,3.3830,"[0.03660634160041809, 0.04953445494174957, 0.04816420376300812, 0.03430439159274101, 0.0336972251534462, 0.05173848941922188, 0.08209392428398132, 0.06988629698753357, 0.022161992266774178, 0.02882334031164646, 0.02981088124215603, 0.033626314252614975, 0.014273890294134617, 0.01502761710435152, 0.022028351202607155, 0.031085597351193428, 0.03834044560790062, 0.057924579828977585, 0.025767235085368156, 0.019654633477330208, 0.011431263759732246, 0.02333863452076912, 0.01555679365992546, 0.01891709491610527, 0.03167392313480377, 0.036569222807884216, 0.0438777394592762, 0.07408516854047775]","[0.0010036877356469631, 0.9989963173866272]"
537,20,4.46%,4.4678,"[0.036874134093523026, 0.04936211556196213, 0.04688115045428276, 0.03388550877571106, 0.03358158469200134, 0.05218540132045746, 0.0821707621216774, 0.06948576122522354, 0.02211272343993187, 0.028824329376220703, 0.030342480167746544, 0.034291092306375504, 0.014499840326607227, 0.01493456307798624, 0.021831000223755836, 0.031211046501994133, 0.03814900293946266, 0.05801311507821083, 0.025362316519021988, 0.01989729329943657, 0.011426199227571487, 0.023490913212299347, 0.015863608568906784, 0.018745901063084602, 0.031583771109580994, 0.03605170175433159, 0.04366886243224144, 0.07527383416891098]","[0.0012972551630809903, 0.9987027645111084]"
