round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
1080,14,3.98%,3.0446,"[0.050157781690359116, 0.051223546266555786, 0.047668736428022385, 0.030446134507656097, 0.027246946468949318, 0.06147869676351547, 0.030697476118803024, 0.04355889558792114, 0.051186759024858475, 0.03832518681883812, 0.024864817038178444, 0.05776591598987579, 0.02392195537686348, 0.01544535905122757, 0.04702179878950119, 0.02364104427397251, 0.040174953639507294, 0.036121219396591187, 0.037347227334976196, 0.011394438333809376, 0.024641478434205055, 0.03510172665119171, 0.017316380515694618, 0.015501605346798897, 0.06226174905896187, 0.035605136305093765, 0.036941222846508026, 0.022941892966628075]","[0.04396291822195053, 0.0012543948832899332, 0.0017910136375576258, 0.8745007514953613, 0.07691545784473419, 0.0015755485510453582]"
1081,16,3.97%,3.2239,"[0.047970693558454514, 0.048976726830005646, 0.04624709114432335, 0.03228715434670448, 0.030568409711122513, 0.05616046115756035, 0.02922656387090683, 0.045215290039777756, 0.05366815626621246, 0.04252806678414345, 0.025276917964220047, 0.0538758710026741, 0.023813705891370773, 0.01749926432967186, 0.0499083586037159, 0.02229566127061844, 0.04021422192454338, 0.036680303514003754, 0.03839276358485222, 0.013042361475527287, 0.020734243094921112, 0.032897766679525375, 0.01768861711025238, 0.0163011085242033, 0.062375184148550034, 0.03514796495437622, 0.036362357437610626, 0.02464466169476509]","[0.0022376144770532846, 0.04021375998854637, 0.0013322007143869996, 0.8567566275596619, 0.09834793210029602, 0.0011118932161480188]"
1082,14,3.97%,3.0381,"[0.04827633127570152, 0.04948219284415245, 0.04626097157597542, 0.032315243035554886, 0.03007865883409977, 0.0569305345416069, 0.029160484671592712, 0.04487084224820137, 0.05355970934033394, 0.04147999361157417, 0.025252318009734154, 0.054011132568120956, 0.023787900805473328, 0.017114853486418724, 0.04974273219704628, 0.022444341331720352, 0.04028601571917534, 0.03675834834575653, 0.03851298242807388, 0.012701038271188736, 0.021308589726686478, 0.03333500772714615, 0.01751849055290222, 0.015998709946870804, 0.06327700614929199, 0.034947026520967484, 0.036276768893003464, 0.024311818182468414]","[0.0015108727384358644, 0.04770404472947121, 0.0025738035328686237, 0.755085289478302, 0.19173069298267365, 0.001395286526530981]"
1083,17,3.97%,3.3248,"[0.05030154436826706, 0.05018383264541626, 0.04631442204117775, 0.03191003203392029, 0.028111973777413368, 0.060250941663980484, 0.030509479343891144, 0.044231902807950974, 0.05048540234565735, 0.03922031819820404, 0.024386806413531303, 0.05600859597325325, 0.023484939709305763, 0.015671506524086, 0.04857894033193588, 0.023363947868347168, 0.04174770414829254, 0.03571968525648117, 0.039162274450063705, 0.011457244865596294, 0.023452091962099075, 0.034537363797426224, 0.017288170754909515, 0.01543540321290493, 0.06300021708011627, 0.0356062613427639, 0.0367865227162838, 0.022792434319853783]","[0.0029469337314367294, 0.0019482627976685762, 0.04788784682750702, 0.0014447604771703482, 0.7093037962913513, 0.2364683598279953]"
1084,15,3.96%,3.7639,"[0.05117422714829445, 0.04846671223640442, 0.04507705196738243, 0.032296936959028244, 0.028491375967860222, 0.05947931110858917, 0.029955999925732613, 0.044664204120635986, 0.0496252216398716, 0.03953162953257561, 0.02415628731250763, 0.05536847934126854, 0.023260636255145073, 0.015577410347759724, 0.04995516687631607, 0.023264694958925247, 0.04294795170426369, 0.03555728495121002, 0.03987882286310196, 0.011535082012414932, 0.022751139476895332, 0.0344737283885479, 0.017052482813596725, 0.01548238005489111, 0.06355851888656616, 0.03647598624229431, 0.037632931023836136, 0.022308314219117165]","[0.0018459351267665625, 0.0030336654745042324, 0.04257011041045189, 0.2207498997449875, 0.730251133441925, 0.001549210399389267]"
1085,7,3.96%,3.0948,"[0.05076698958873749, 0.04733786731958389, 0.04438169673085213, 0.03263471648097038, 0.028827432543039322, 0.058861006051301956, 0.03019278682768345, 0.0446896068751812, 0.048634953796863556, 0.03976394981145859, 0.023915305733680725, 0.05581798031926155, 0.02290758304297924, 0.015666591003537178, 0.050563495606184006, 0.023850616067647934, 0.04534699022769928, 0.035238880664110184, 0.040121953934431076, 0.011812422424554825, 0.022105403244495392, 0.03388195112347603, 0.017137952148914337, 0.015537566505372524, 0.06271237879991531, 0.03693094477057457, 0.038241565227508545, 0.022119365632534027]","[0.05210443213582039, 0.001775223994627595, 0.0024332695174962282, 0.0022325662430375814, 0.21692094206809998, 0.7245335578918457]"
1086,12,3.96%,3.7909,"[0.050478238612413406, 0.04901610687375069, 0.04483046755194664, 0.03296235576272011, 0.028450539335608482, 0.060925453901290894, 0.03110465034842491, 0.044322721660137177, 0.047943081706762314, 0.038136765360832214, 0.024265503510832787, 0.05487174913287163, 0.022957542911171913, 0.015414274297654629, 0.04989849776029587, 0.024482758715748787, 0.04480993375182152, 0.036557670682668686, 0.039539288729429245, 0.011358356103301048, 0.023367222398519516, 0.03454003855586052, 0.01696944609284401, 0.015117661096155643, 0.0626407116651535, 0.03539426997303963, 0.03737308084964752, 0.022271577268838882]","[0.04652959853410721, 0.001872254186309874, 0.0019952175207436085, 0.22120919823646545, 0.7255664467811584, 0.0028272278141230345]"
1087,9,3.95%,3.2360,"[0.049261923879384995, 0.0488736592233181, 0.044692911207675934, 0.03318015858530998, 0.02955363504588604, 0.05905687436461449, 0.030128123238682747, 0.04495620355010033, 0.049864333122968674, 0.03876795247197151, 0.024787796661257744, 0.05336035043001175, 0.023664401844143867, 0.016099724918603897, 0.05099673941731453, 0.02397952973842621, 0.04369351267814636, 0.03776451200246811, 0.039138175547122955, 0.011806613765656948, 0.0224470105022192, 0.03406462445855141, 0.016925858333706856, 0.015311049297451973, 0.06316913664340973, 0.03456421196460724, 0.03684312105178833, 0.02304781787097454]","[0.04607537016272545, 0.0020490679889917374, 0.0015231003053486347, 0.0024579160381108522, 0.7547669410705566, 0.19312764704227448]"
1088,24,4.04%,2.7696,"[0.05021288990974426, 0.04756978154182434, 0.043771397322416306, 0.033380649983882904, 0.0293754730373621, 0.05877671018242836, 0.03043833188712597, 0.045393288135528564, 0.04835851117968559, 0.03924299776554108, 0.02428838610649109, 0.0536237508058548, 0.023563183844089508, 0.015780193731188774, 0.05123896524310112, 0.024515366181731224, 0.04495915398001671, 0.03680573031306267, 0.039993997663259506, 0.011620576493442059, 0.022200455889105797, 0.03429071605205536, 0.01697194017469883, 0.01538087334483862, 0.06270521134138107, 0.035565536469221115, 0.03765612840652466, 0.02231987752020359]","[0.041759274899959564, 0.001769590424373746, 0.0010000000474974513, 0.7647493481636047, 0.0017147010657936335, 0.18908190727233887]"
1089,26,4.04%,3.2561,"[0.048035137355327606, 0.04654997959733009, 0.042969778180122375, 0.03432652726769447, 0.0321398600935936, 0.05484634265303612, 0.02920931577682495, 0.046862855553627014, 0.05031431093811989, 0.04206189885735512, 0.024642158299684525, 0.05061773583292961, 0.024209624156355858, 0.01735512726008892, 0.05372651293873787, 0.023227589204907417, 0.04452285170555115, 0.03811727836728096, 0.0402049720287323, 0.01274076197296381, 0.01993660442531109, 0.032577987760305405, 0.017070209607481956, 0.01595979370176792, 0.06250134110450745, 0.03478837385773659, 0.03680751472711563, 0.02367761731147766]","[0.0010000000474974513, 0.0013453090796247125, 0.03406364470720291, 0.767678439617157, 0.19480037689208984, 0.0013306813780218363]"
1090,2,4.03%,3.1363,"[0.04881307855248451, 0.046697281301021576, 0.042833343148231506, 0.033610984683036804, 0.030772358179092407, 0.056168556213378906, 0.0298695620149374, 0.04679296910762787, 0.049299709498882294, 0.040557220578193665, 0.02425317093729973, 0.052184294909238815, 0.024390019476413727, 0.01650124043226242, 0.05254530534148216, 0.02396928146481514, 0.04570666328072548, 0.03725985810160637, 0.040462326258420944, 0.01205633208155632, 0.020902711898088455, 0.0330018512904644, 0.017038285732269287, 0.015656771138310432, 0.06282727420330048, 0.035364676266908646, 0.03760745748877525, 0.022857381030917168]","[0.0012423500884324312, 0.04822362959384918, 0.0010104890679940581, 0.22451700270175934, 0.0010000000474974513, 0.7241860628128052]"
1091,6,4.03%,3.5398,"[0.052737943828105927, 0.04546762630343437, 0.04271888732910156, 0.03243372216820717, 0.027708206325769424, 0.05999981239438057, 0.030475204810500145, 0.04627178981900215, 0.04468908905982971, 0.03806816786527634, 0.022985804826021194, 0.05587732046842575, 0.02385537512600422, 0.014382126741111279, 0.050988368690013885, 0.025590097531676292, 0.04835115745663643, 0.03540990874171257, 0.04088916629552841, 0.010549363680183887, 0.02335301600396633, 0.03503372147679329, 0.01644071191549301, 0.014970655553042889, 0.06287900358438492, 0.03731836378574371, 0.04030085355043411, 0.020254528149962425]","[0.0012157757300883532, 0.04917450621724129, 0.0010000000474974513, 0.1977972388267517, 0.0012505310587584972, 0.7498116493225098]"
1092,6,4.03%,3.5408,"[0.049849752336740494, 0.04736388847231865, 0.04388217255473137, 0.03341333568096161, 0.029471248388290405, 0.058218952268362045, 0.02977222390472889, 0.04640742018818855, 0.047665372490882874, 0.03908814862370491, 0.024136293679475784, 0.05256145820021629, 0.024453269317746162, 0.01562706008553505, 0.051996927708387375, 0.02464989945292473, 0.04536945000290871, 0.03803189843893051, 0.03982403129339218, 0.011262019164860249, 0.022437117993831635, 0.03422202914953232, 0.016543934121727943, 0.015002458356320858, 0.06400851905345917, 0.0344911590218544, 0.03826282173395157, 0.021987156942486763]","[0.05787863954901695, 0.0010000000474974513, 0.0010930845746770501, 0.7663588523864746, 0.1721249520778656, 0.0015448509948328137]"
1093,21,4.02%,3.3747,"[0.0506378598511219, 0.04405120015144348, 0.04222404584288597, 0.033844511955976486, 0.03063567914068699, 0.05520954355597496, 0.029584070667624474, 0.047737132757902145, 0.04673255234956741, 0.04068247228860855, 0.023663464933633804, 0.051671236753463745, 0.024328673258423805, 0.01591220125555992, 0.05429958552122116, 0.02442089468240738, 0.04778454452753067, 0.036885254085063934, 0.04039972648024559, 0.01184862945228815, 0.020638268440961838, 0.03348783031105995, 0.016324298456311226, 0.01549936830997467, 0.06367829442024231, 0.03632131591439247, 0.03984300047159195, 0.021654294803738594]","[0.0013337016571313143, 0.04059205204248428, 0.001126241055317223, 0.0012647584080696106, 0.8127713203430176, 0.1429119110107422]"
1094,12,4.02%,3.7123,"[0.049767233431339264, 0.04652462154626846, 0.043585650622844696, 0.03361158445477486, 0.029506182298064232, 0.05685241520404816, 0.03162768855690956, 0.04652705788612366, 0.047156114131212234, 0.039558492600917816, 0.023751303553581238, 0.05227508768439293, 0.024500388652086258, 0.015611941926181316, 0.052483927458524704, 0.025280579924583435, 0.046355683356523514, 0.037166472524404526, 0.03942419961094856, 0.01138555072247982, 0.022066200152039528, 0.03448283672332764, 0.016479425132274628, 0.015273851342499256, 0.06329670548439026, 0.0349867157638073, 0.038578279316425323, 0.021883772686123848]","[0.052907783538103104, 0.0010966249974444509, 0.0010000000474974513, 0.0015747479628771544, 0.1432904154062271, 0.8002654910087585]"
1095,7,4.01%,3.0680,"[0.0491267591714859, 0.047967471182346344, 0.044023726135492325, 0.034255776554346085, 0.02997625805437565, 0.056610915809869766, 0.03330017626285553, 0.04600716754794121, 0.047570303082466125, 0.03941276669502258, 0.023952960968017578, 0.050601061433553696, 0.025218980386853218, 0.015840662643313408, 0.05211523175239563, 0.025449344888329506, 0.04475218430161476, 0.03772873431444168, 0.03908563032746315, 0.01130584254860878, 0.022404829040169716, 0.034884702414274216, 0.01669672504067421, 0.015375749208033085, 0.0628427192568779, 0.03386722132563591, 0.03717893362045288, 0.022447258234024048]","[0.05516462028026581, 0.0010000000474974513, 0.001183485146611929, 0.7988189458847046, 0.14165963232517242, 0.0022831421811133623]"
1096,2,4.01%,3.1441,"[0.04814022034406662, 0.046731818467378616, 0.043884940445423126, 0.0343550443649292, 0.03122583031654358, 0.0539189837872982, 0.03228402137756348, 0.0474882610142231, 0.04894167557358742, 0.04120314493775368, 0.02413073554635048, 0.049407266080379486, 0.02571862004697323, 0.01662648655474186, 0.053737979382276535, 0.024647800251841545, 0.04432854428887367, 0.03823154419660568, 0.038723014295101166, 0.011934533715248108, 0.020968835800886154, 0.03427780792117119, 0.01656055636703968, 0.015740718692541122, 0.06275301426649094, 0.03371182456612587, 0.037245623767375946, 0.023081138730049133]","[0.0013295840471982956, 0.0013967474224045873, 0.061348892748355865, 0.16641421616077423, 0.0014347811229526997, 0.7680757641792297]"
1097,1,4.01%,3.0810,"[0.05001501366496086, 0.047070033848285675, 0.04434967786073685, 0.03430815413594246, 0.029645387083292007, 0.05542029067873955, 0.033452026546001434, 0.04737314581871033, 0.04653794690966606, 0.039851024746894836, 0.023396380245685577, 0.050406232476234436, 0.025587135925889015, 0.015589544549584389, 0.052789296954870224, 0.02564632147550583, 0.044900111854076385, 0.037342119961977005, 0.03884349390864372, 0.011021898128092289, 0.02235664799809456, 0.03591833636164665, 0.016279416158795357, 0.015283736400306225, 0.06290062516927719, 0.03396918252110481, 0.037943605333566666, 0.02180313505232334]","[0.0010000000474974513, 0.0017681464087218046, 0.04032314941287041, 0.0012647369876503944, 0.09912329167127609, 0.856563925743103]"
1098,16,4.00%,3.1054,"[0.04923822730779648, 0.04786858707666397, 0.04455311968922615, 0.03467661514878273, 0.030514651909470558, 0.05447881668806076, 0.03439663350582123, 0.04758261516690254, 0.04705211520195007, 0.039641182869672775, 0.023776156827807426, 0.048440705984830856, 0.02637288346886635, 0.015936056151986122, 0.053328435868024826, 0.025501130148768425, 0.04381231591105461, 0.03815893828868866, 0.038284782320261, 0.011198258958756924, 0.022348420694470406, 0.03599744662642479, 0.016264982521533966, 0.01547959167510271, 0.06237371638417244, 0.03332924842834473, 0.036964111030101776, 0.022430196404457092]","[0.0021685257088392973, 0.045971184968948364, 0.0010473629226908088, 0.12447413802146912, 0.8254579901695251, 0.0010000000474974513]"
1099,2,4.00%,3.1131,"[0.048939548432826996, 0.04753236845135689, 0.04481165111064911, 0.03433147445321083, 0.03044961765408516, 0.053491756319999695, 0.03437463194131851, 0.0484127439558506, 0.04689197987318039, 0.04023420438170433, 0.023377764970064163, 0.04893796145915985, 0.026459747925400734, 0.01595495641231537, 0.0537341870367527, 0.025324596092104912, 0.04493819922208786, 0.037511538714170456, 0.03845091536641121, 0.011278622783720493, 0.022012097761034966, 0.03567180782556534, 0.016232067719101906, 0.015552647411823273, 0.06173393875360489, 0.03385457769036293, 0.037244293838739395, 0.022260122001171112]","[0.05207271873950958, 0.0026186658069491386, 0.0011578892590478063, 0.1467863917350769, 0.7967334985733032, 0.0010000000474974513]"
1100,15,4.00%,3.7109,"[0.04798867553472519, 0.04704788327217102, 0.04524257779121399, 0.03457866236567497, 0.031451668590307236, 0.05153714120388031, 0.03406989574432373, 0.04929150268435478, 0.047409072518348694, 0.041816968470811844, 0.023303797468543053, 0.04822440445423126, 0.026752013713121414, 0.016551842913031578, 0.05445075035095215, 0.024853212758898735, 0.04506462812423706, 0.03737860172986984, 0.03870181739330292, 0.011701948009431362, 0.020933665335178375, 0.03495333716273308, 0.01646452024579048, 0.01588224247097969, 0.06084464117884636, 0.03384687006473541, 0.03699694946408272, 0.022660698741674423]","[0.05573369190096855, 0.002686887513846159, 0.0010769956279546022, 0.001052310224622488, 0.8049747943878174, 0.13447530567646027]"
1101,10,3.99%,3.7612,"[0.050947897136211395, 0.04690945893526077, 0.04548761993646622, 0.033743180334568024, 0.02879365161061287, 0.05394182726740837, 0.03586779534816742, 0.048495907336473465, 0.04381459206342697, 0.03916795551776886, 0.022300902754068375, 0.050722140818834305, 0.026361962780356407, 0.014730662107467651, 0.05301271006464958, 0.026842504739761353, 0.04705290496349335, 0.03542320430278778, 0.0387970432639122, 0.01048728171736002, 0.023195091634988785, 0.03729822114109993, 0.016091087833046913, 0.01534020621329546, 0.06055529788136482, 0.0354929193854332, 0.03861342743039131, 0.02051258087158203]","[0.0040104566141963005, 0.0011957016540691257, 0.06282658129930496, 0.8220331072807312, 0.0010000000474974513, 0.10906096547842026]"
1102,6,3.99%,3.3079,"[0.04684291407465935, 0.045557644218206406, 0.04587026312947273, 0.035107262432575226, 0.03297823294997215, 0.04867878183722496, 0.033581096678972244, 0.05076082795858383, 0.047770094126462936, 0.0439690463244915, 0.023583730682730675, 0.04677562788128853, 0.026862768456339836, 0.017447659745812416, 0.05579722300171852, 0.02471979893743992, 0.0456673838198185, 0.037286318838596344, 0.038346193730831146, 0.012509902007877827, 0.01924688182771206, 0.034124307334423065, 0.016553593799471855, 0.01631520502269268, 0.05962799862027168, 0.03373592346906662, 0.03693385049700737, 0.023349516093730927]","[0.003712717443704605, 0.001008786610327661, 0.06996645033359528, 0.830475389957428, 0.001218183315359056, 0.09361851215362549]"
1103,26,3.99%,3.2748,"[0.04783288761973381, 0.04779108241200447, 0.047191716730594635, 0.034644417464733124, 0.03063790127635002, 0.051526207476854324, 0.03598105162382126, 0.04910871013998985, 0.045786406844854355, 0.04070145636796951, 0.023483125492930412, 0.04830126836895943, 0.02674003876745701, 0.016080811619758606, 0.05366886407136917, 0.026619236916303635, 0.046038925647735596, 0.036980174481868744, 0.037495262920856476, 0.011433085426688194, 0.021686766296625137, 0.03611723706126213, 0.01636653207242489, 0.01560468040406704, 0.05963632091879845, 0.03333776444196701, 0.03696015477180481, 0.02224787138402462]","[0.0032018290366977453, 0.058479949831962585, 0.0010000000474974513, 0.0010000000474974513, 0.09734045714139938, 0.8393149971961975]"
1104,1,3.98%,3.0247,"[0.04998898133635521, 0.04825709015130997, 0.04763001203536987, 0.03358905762434006, 0.02808215469121933, 0.05466669797897339, 0.03852427750825882, 0.04795493930578232, 0.0428340844810009, 0.037506792694330215, 0.02298816479742527, 0.05067048221826553, 0.026706626638770103, 0.014429912902414799, 0.05117407441139221, 0.028750289231538773, 0.04752149432897568, 0.03560297563672066, 0.03723105415701866, 0.010211565531790257, 0.02431442216038704, 0.038130491971969604, 0.01618010364472866, 0.015064620412886143, 0.05897494778037071, 0.034146253019571304, 0.03825252130627632, 0.02061587944626808]","[0.0027726481202989817, 0.05912209674715996, 0.0010000000474974513, 0.0010000000474974513, 0.05464216321706772, 0.8820946216583252]"
1105,6,3.98%,3.2425,"[0.047988440841436386, 0.04861034080386162, 0.048043373972177505, 0.03420838713645935, 0.029664024710655212, 0.052377235144376755, 0.038271110504865646, 0.048580218106508255, 0.045124445110559464, 0.03904448449611664, 0.023838257417082787, 0.048473626375198364, 0.027042526751756668, 0.015548450872302055, 0.05211682617664337, 0.027932243421673775, 0.04615858569741249, 0.03657141327857971, 0.036562785506248474, 0.011035959236323833, 0.022622842341661453, 0.03698625788092613, 0.01633453741669655, 0.01548041868954897, 0.05896513909101486, 0.03304680064320564, 0.037279047071933746, 0.02209223434329033]","[0.0010000000474974513, 0.0027331069577485323, 0.06106632575392723, 0.887351393699646, 0.0012149905087426305, 0.04677107185125351]"
1106,13,3.97%,4.2140,"[0.0483831986784935, 0.04832309111952782, 0.048233356326818466, 0.033674124628305435, 0.029079090803861618, 0.052381061017513275, 0.0392732098698616, 0.04886488616466522, 0.04387246444821358, 0.03891663998365402, 0.02349909394979477, 0.04911145567893982, 0.026893941685557365, 0.015124447643756866, 0.052305180579423904, 0.028352491557598114, 0.04717900604009628, 0.03581734001636505, 0.036534421145915985, 0.010871089063584805, 0.023078417405486107, 0.03734150528907776, 0.01617785170674324, 0.015508362092077732, 0.0577925480902195, 0.0339626669883728, 0.03794094920158386, 0.021508168429136276]","[0.0010000000474974513, 0.053950775414705276, 0.0014970895135775208, 0.8970791697502136, 0.001673324964940548, 0.04501980543136597]"
1107,9,3.97%,3.2757,"[0.04330998659133911, 0.04851309955120087, 0.04787147417664528, 0.03617445006966591, 0.03429894521832466, 0.046398263424634933, 0.037924643605947495, 0.050197403877973557, 0.04878601059317589, 0.04401625692844391, 0.02506774105131626, 0.043453700840473175, 0.02737260051071644, 0.01878131367266178, 0.05510421469807625, 0.02614467591047287, 0.044010356068611145, 0.03838646039366722, 0.035927627235651016, 0.01325524877756834, 0.01870998926460743, 0.0342632532119751, 0.016830164939165115, 0.016585690900683403, 0.05709504708647728, 0.031100235879421234, 0.03523414209485054, 0.025186946615576744]","[0.048128098249435425, 0.0013169102603569627, 0.0010000000474974513, 0.001418379950337112, 0.909855842590332, 0.03832224756479263]"
1108,16,3.97%,3.1044,"[0.046199433505535126, 0.050270602107048035, 0.04837057739496231, 0.035318050533533096, 0.030792873352766037, 0.050077054649591446, 0.0413006991147995, 0.048775773495435715, 0.04481444135308266, 0.040477678179740906, 0.02403358370065689, 0.04590470343828201, 0.027154209092259407, 0.01656806468963623, 0.05263657122850418, 0.02840316854417324, 0.04531314596533775, 0.03681957721710205, 0.03608687222003937, 0.011399056762456894, 0.02185310423374176, 0.037080317735672, 0.01646462082862854, 0.015795014798641205, 0.05692659318447113, 0.03199728578329086, 0.03641366586089134, 0.022753214463591576]","[0.0560237355530262, 0.0010000000474974513, 0.001603138167411089, 0.8915412425994873, 0.001005286118015647, 0.04882853105664253]"
1109,13,3.96%,4.0973,"[0.04705012962222099, 0.05102698132395744, 0.04849545285105705, 0.03467520326375961, 0.028773052617907524, 0.05234871804714203, 0.04434177279472351, 0.04779745265841484, 0.04268580675125122, 0.03903275355696678, 0.023385630920529366, 0.047907162457704544, 0.026661161333322525, 0.015606708824634552, 0.05034201219677925, 0.03011336177587509, 0.04722417891025543, 0.03540341183543205, 0.036106452345848083, 0.010578108951449394, 0.023292291909456253, 0.03807950019836426, 0.016469988971948624, 0.015444790944457054, 0.05594857037067413, 0.032404880970716476, 0.037121906876564026, 0.021682605147361755]","[0.0010000000474974513, 0.0010000000474974513, 0.053907912224531174, 0.8958749175071716, 0.04719523712992668, 0.0014205784536898136]"
1110,6,3.96%,3.0978,"[0.04624011740088463, 0.05144541338086128, 0.048547275364398956, 0.03478247672319412, 0.02888922393321991, 0.05200611799955368, 0.04509945586323738, 0.04774245619773865, 0.04265330359339714, 0.039164070039987564, 0.023451028391718864, 0.04785754531621933, 0.02665426954627037, 0.016025563701987267, 0.04985876381397247, 0.0304691344499588, 0.04811285436153412, 0.03544152155518532, 0.035865459591150284, 0.010654601268470287, 0.023008784279227257, 0.03769427910447121, 0.0165699552744627, 0.015409862622618675, 0.055464424192905426, 0.031896498054265976, 0.03713204711675644, 0.02186349779367447]","[0.0010000000474974513, 0.0010000000474974513, 0.05845041200518608, 0.0017197300912812352, 0.8979455828666687, 0.04025036469101906]"
1111,12,3.96%,3.6096,"[0.0454631932079792, 0.05061953887343407, 0.04840875044465065, 0.03490373119711876, 0.029844408854842186, 0.050091613084077835, 0.04472264647483826, 0.04878995195031166, 0.043432723730802536, 0.041195448487997055, 0.02358989790081978, 0.04662453010678291, 0.02664824388921261, 0.01689368672668934, 0.051303982734680176, 0.029548656195402145, 0.047614648938179016, 0.035615935921669006, 0.03584502637386322, 0.011184897273778915, 0.021829288452863693, 0.03715893253684044, 0.01647987589240074, 0.015834197402000427, 0.05485882610082626, 0.03213505819439888, 0.03693244978785515, 0.022429849952459335]","[0.0010000000474974513, 0.001120118424296379, 0.06384048610925674, 0.0021589933894574642, 0.04069172963500023, 0.8914629220962524]"
1112,9,3.95%,3.2170,"[0.04272150620818138, 0.049976661801338196, 0.04779304936528206, 0.03613714501261711, 0.03264915198087692, 0.04663477838039398, 0.044675715267658234, 0.04988093301653862, 0.0450180321931839, 0.04470458999276161, 0.023938829079270363, 0.04416121914982796, 0.02694334276020527, 0.019088832661509514, 0.05280666798353195, 0.028379740193486214, 0.04766795411705971, 0.03632668778300285, 0.03585728630423546, 0.012477641925215721, 0.019280897453427315, 0.03496649116277695, 0.016900841146707535, 0.016559606418013573, 0.05327761918306351, 0.03118341788649559, 0.03582737222313881, 0.024163948372006416]","[0.001263918005861342, 0.05903136730194092, 0.0011435507331043482, 0.9021639823913574, 0.0018258150666952133, 0.0345713272690773]"
1113,5,3.95%,3.0430,"[0.041474469006061554, 0.05352628231048584, 0.04907900094985962, 0.03636551275849342, 0.03225132077932358, 0.04763321578502655, 0.0473027303814888, 0.04862593114376068, 0.04592176154255867, 0.043565914034843445, 0.024417564272880554, 0.0431787371635437, 0.027635348960757256, 0.019436605274677277, 0.050961583852767944, 0.02874557301402092, 0.04551398381590843, 0.037598639726638794, 0.03470877930521965, 0.012079601176083088, 0.020320367068052292, 0.0353594608604908, 0.016972314566373825, 0.016249272972345352, 0.0530509352684021, 0.028987925499677658, 0.033963851630687714, 0.02507334016263485]","[0.0012847711332142353, 0.0015612996648997068, 0.09054601937532425, 0.0023160609416663647, 0.04155125468969345, 0.8627405762672424]"
1114,9,3.95%,3.1927,"[0.04387017711997032, 0.05423013120889664, 0.04899127036333084, 0.035141509026288986, 0.029312092810869217, 0.051447901874780655, 0.050100166350603104, 0.04748782515525818, 0.04215211793780327, 0.04062526673078537, 0.023468265309929848, 0.0454055517911911, 0.027420055121183395, 0.01728973537683487, 0.04950686916708946, 0.030591726303100586, 0.04738719388842583, 0.036387983709573746, 0.034871719777584076, 0.010620004497468472, 0.023213662207126617, 0.03766658529639244, 0.016415391117334366, 0.015532737597823143, 0.05268585681915283, 0.030179288238286972, 0.035384029150009155, 0.02261488139629364]","[0.0013006923254579306, 0.0016346571501344442, 0.07896925508975983, 0.880527913570404, 0.00197552889585495, 0.03559201583266258]"
1115,6,3.94%,2.9470,"[0.043260782957077026, 0.053684502840042114, 0.04882153868675232, 0.03553478419780731, 0.02976013347506523, 0.05085808411240578, 0.05138945206999779, 0.04794273525476456, 0.04223056137561798, 0.04314136132597923, 0.02317209728062153, 0.04517308995127678, 0.02745990827679634, 0.018048036843538284, 0.04867276921868324, 0.03029225766658783, 0.04750535264611244, 0.03568123281002045, 0.0354815311729908, 0.01077516470104456, 0.022071216255426407, 0.03671930730342865, 0.016891054809093475, 0.015949124470353127, 0.05140404775738716, 0.02995062991976738, 0.034991756081581116, 0.023137561976909637]","[0.08158911019563675, 0.001354726729914546, 0.0011559219565242529, 0.002393088536337018, 0.030374174937605858, 0.8831329941749573]"
1116,27,3.94%,3.7349,"[0.04339511692523956, 0.05444984883069992, 0.04891878366470337, 0.03514598309993744, 0.028879588469862938, 0.0519685335457325, 0.05316759645938873, 0.04748713597655296, 0.040903445333242416, 0.042718928307294846, 0.022872399538755417, 0.04543294757604599, 0.027269065380096436, 0.017562249675393105, 0.04851081594824791, 0.03086233325302601, 0.04792892560362816, 0.035523321479558945, 0.03522523492574692, 0.010430309921503067, 0.023152567446231842, 0.037500496953725815, 0.0165967158973217, 0.015701856464147568, 0.05071214586496353, 0.030132191255688667, 0.03506850451231003, 0.022482922300696373]","[0.09426307678222656, 0.0017296208534389734, 0.0010000000474974513, 0.8790888786315918, 0.0021530797239392996, 0.02181374840438366]"
1117,19,3.94%,4.4623,"[0.03998810797929764, 0.051670774817466736, 0.04787389934062958, 0.036891043186187744, 0.033110152930021286, 0.04660216346383095, 0.051447443664073944, 0.049634452909231186, 0.043773431330919266, 0.04946928471326828, 0.023543581366539, 0.04204490780830383, 0.02721550315618515, 0.020999019965529442, 0.050901368260383606, 0.028594855219125748, 0.04756177216768265, 0.036165524274110794, 0.03537173196673393, 0.012569081038236618, 0.018616758286952972, 0.033990636467933655, 0.017263436689972878, 0.01700606755912304, 0.04901684448122978, 0.02933776006102562, 0.03376778960227966, 0.02557257190346718]","[0.08219510316848755, 0.0010000000474974513, 0.0023535792715847492, 0.0225126463919878, 0.8902584314346313, 0.0017451704479753971]"
