round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
4273,0,49.46%,87.39%,0.0009,"[0.9993508458137512, 0.0006491813692264259]"
4274,0,49.45%,87.39%,0.0002,"[0.9997605681419373, 0.00023940570827107877]"
4275,1,49.46%,87.39%,0.0249,"[0.022710632532835007, 0.9772893190383911]"
4276,1,49.47%,87.40%,0.0396,"[0.03989052772521973, 0.9601094722747803]"
4277,0,49.46%,87.40%,0.0001,"[0.9998546838760376, 0.00014531935448758304]"
4278,1,49.47%,87.40%,0.0334,"[0.03363847732543945, 0.9663615822792053]"
4279,1,49.49%,87.41%,0.0250,"[0.0258774496614933, 0.9741225838661194]"
4280,1,49.50%,87.41%,0.0308,"[0.029961979016661644, 0.9700379967689514]"
4281,1,49.51%,87.41%,0.0533,"[0.050221458077430725, 0.9497784972190857]"
4282,1,49.52%,87.42%,0.1051,"[0.09639234095811844, 0.9036076068878174]"
4283,1,49.53%,87.42%,0.1088,"[0.101591557264328, 0.8984084725379944]"
4284,1,49.54%,87.42%,0.1871,"[0.18587325513362885, 0.81412672996521]"
4285,1,49.56%,87.42%,0.1582,"[0.1517954021692276, 0.8482046127319336]"
4286,1,49.57%,87.43%,0.1013,"[0.1078244298696518, 0.8921756148338318]"
4287,1,49.58%,87.43%,0.1379,"[0.1145220398902893, 0.8854779601097107]"
4288,1,49.59%,87.43%,0.2258,"[0.19541417062282562, 0.804585874080658]"
4289,0,49.58%,87.44%,0.1276,"[0.976493239402771, 0.02350679412484169]"
4290,1,49.59%,87.44%,0.1043,"[0.07848475873470306, 0.921515166759491]"
4291,0,49.58%,87.44%,0.0150,"[0.9808303117752075, 0.019169731065630913]"
4292,1,49.59%,87.44%,0.0516,"[0.0596500001847744, 0.9403499364852905]"
4293,1,49.60%,87.45%,0.0648,"[0.0633290559053421, 0.9366709589958191]"
4294,0,49.59%,87.45%,0.0011,"[0.9992850422859192, 0.0007150252931751311]"
4295,1,49.60%,87.45%,0.0193,"[0.01837366260588169, 0.9816263914108276]"
4296,0,49.59%,87.43%,1.2466,"[0.1923835724592209, 0.8076164126396179]"
4297,1,49.60%,87.44%,0.0188,"[0.019503407180309296, 0.9804965853691101]"
4298,0,49.59%,87.42%,2.2973,"[0.07020138204097748, 0.9297986626625061]"
4299,0,49.58%,87.40%,3.2093,"[0.04859098792076111, 0.9514089822769165]"
4300,0,49.57%,87.40%,0.0000,"[0.9999383687973022, 6.157586176414043e-05]"
4301,0,49.56%,87.40%,0.0000,"[0.999954104423523, 4.594568599713966e-05]"
4302,0,49.55%,87.40%,0.0000,"[0.9999845027923584, 1.553601396153681e-05]"
4303,1,49.56%,87.41%,0.0153,"[0.013582143932580948, 0.9864178895950317]"
4304,1,49.57%,87.41%,0.0283,"[0.024988986551761627, 0.9750110507011414]"
4305,1,49.58%,87.41%,0.1397,"[0.10522335767745972, 0.8947766423225403]"
4306,1,49.59%,87.42%,0.1253,"[0.13113468885421753, 0.8688653111457825]"
4307,0,49.58%,87.42%,0.0041,"[0.9948930740356445, 0.005106970202177763]"
4308,1,49.59%,87.42%,0.0546,"[0.05828625336289406, 0.9417137503623962]"
4309,1,49.61%,87.42%,0.1035,"[0.0973598062992096, 0.902640163898468]"
4310,1,49.62%,87.43%,0.1385,"[0.12265066057443619, 0.877349317073822]"
4311,1,49.63%,87.43%,0.1235,"[0.10789366811513901, 0.8921063542366028]"
4312,1,49.64%,87.43%,0.1727,"[0.1229429766535759, 0.8770569562911987]"
4313,1,49.65%,87.44%,0.1539,"[0.16817456483840942, 0.8318254947662354]"
4314,0,49.64%,87.42%,2.7184,"[0.05427911877632141, 0.945720911026001]"
4315,0,49.63%,87.42%,0.0002,"[0.9997238516807556, 0.0002761637151706964]"
4316,0,49.62%,87.42%,0.0001,"[0.9999368190765381, 6.31571892881766e-05]"
4317,1,49.63%,87.42%,0.0235,"[0.025361886247992516, 0.9746381044387817]"
4318,1,49.64%,87.43%,0.0735,"[0.05622624605894089, 0.9437736868858337]"
4319,0,49.63%,87.43%,0.0048,"[0.9979829788208008, 0.0020169636700302362]"
4320,1,49.64%,87.43%,0.0667,"[0.1873900443315506, 0.8126100301742554]"
4321,1,49.65%,87.44%,0.0725,"[0.070242740213871, 0.9297572374343872]"
4322,1,49.66%,87.44%,0.0551,"[0.04804530739784241, 0.95195472240448]"
4323,1,49.68%,87.44%,0.0970,"[0.08299629390239716, 0.9170037508010864]"
4324,0,49.66%,87.45%,0.0030,"[0.9971359968185425, 0.002863997593522072]"
4325,1,49.68%,87.45%,0.0495,"[0.04693335294723511, 0.9530667066574097]"
4326,0,49.66%,87.45%,0.0009,"[0.9934241771697998, 0.006575836334377527]"
4327,0,49.65%,87.45%,0.0001,"[0.9999059438705444, 9.410048369318247e-05]"
4328,0,49.64%,87.46%,0.0003,"[0.9995518326759338, 0.0004481876385398209]"
4329,1,49.65%,87.46%,0.0262,"[0.02468814328312874, 0.9753119349479675]"
4330,1,49.67%,87.46%,0.1023,"[0.09053058177232742, 0.909469485282898]"
4331,1,49.68%,87.47%,0.0799,"[0.11376489698886871, 0.8862351179122925]"
4332,0,49.67%,87.47%,0.0071,"[0.9964662790298462, 0.003533746348693967]"
4333,1,49.68%,87.47%,0.0380,"[0.0386352501809597, 0.96136474609375]"
4334,1,49.69%,87.47%,0.0344,"[0.031725991517305374, 0.9682739973068237]"
4335,0,49.68%,87.48%,0.0040,"[0.9977105855941772, 0.0022893634159117937]"
4336,0,49.67%,87.48%,0.0001,"[0.9999551773071289, 4.484345481614582e-05]"
4337,0,49.65%,87.46%,3.4916,"[0.020017163828015327, 0.979982852935791]"
4338,1,49.67%,87.46%,0.0102,"[0.016411034390330315, 0.9835889339447021]"
4339,0,49.65%,87.47%,0.0005,"[0.9994959831237793, 0.0005040062824264169]"
4340,0,49.64%,87.45%,1.7303,"[0.18730677664279938, 0.8126932382583618]"
4341,1,49.65%,87.45%,0.0221,"[0.02239038050174713, 0.9776096343994141]"
4342,1,49.67%,87.45%,0.0276,"[0.04213564097881317, 0.9578643441200256]"
4343,0,49.65%,87.45%,0.0032,"[0.9990620017051697, 0.0009380467818118632]"
4344,0,49.64%,87.46%,0.0001,"[0.9999533891677856, 4.660652484744787e-05]"
4345,0,49.63%,87.46%,0.0000,"[0.9999463558197021, 5.364401658880524e-05]"
4346,0,49.62%,87.46%,0.0000,"[0.999985933303833, 1.4106384696788155e-05]"
4347,1,49.63%,87.47%,0.0162,"[0.017012368887662888, 0.982987642288208]"
4348,1,49.64%,87.47%,0.0374,"[0.0376184917986393, 0.9623814821243286]"
4349,1,49.66%,87.47%,0.1330,"[0.15142129361629486, 0.8485787510871887]"
4350,0,49.64%,87.47%,0.0035,"[0.9972809553146362, 0.0027190528344362974]"
4351,1,49.66%,87.48%,0.0473,"[0.04839315265417099, 0.951606810092926]"
4352,0,49.64%,87.48%,0.0007,"[0.9995494484901428, 0.0004505818069446832]"
4353,0,49.63%,87.48%,0.0002,"[0.9998562335968018, 0.0001437756436644122]"
4354,0,49.62%,87.49%,0.0001,"[0.999921441078186, 7.851002737879753e-05]"
4355,1,49.63%,87.49%,0.0287,"[0.02262081764638424, 0.9773792028427124]"
4356,1,49.64%,87.49%,0.0495,"[0.04399309307336807, 0.9560069441795349]"
4357,0,49.63%,87.47%,2.6443,"[0.06550156325101852, 0.9344983696937561]"
4358,1,49.64%,87.47%,0.0440,"[0.041191741824150085, 0.9588083028793335]"
4359,0,49.63%,87.45%,2.6717,"[0.08359388262033463, 0.9164060950279236]"
4360,1,49.64%,87.46%,0.0467,"[0.04321853443980217, 0.9567814469337463]"
4361,1,49.66%,87.46%,0.0993,"[0.08543740212917328, 0.9145626425743103]"
4362,0,49.64%,87.44%,1.7378,"[0.18715089559555054, 0.8128491640090942]"
4363,0,49.63%,87.44%,0.0025,"[0.9985949397087097, 0.0014050041791051626]"
4364,1,49.64%,87.45%,0.0571,"[0.055205751210451126, 0.944794237613678]"
4365,1,49.66%,87.45%,0.0690,"[0.06703174114227295, 0.932968258857727]"
4366,1,49.67%,87.45%,0.1138,"[0.12448395788669586, 0.8755160570144653]"
4367,0,49.66%,87.45%,0.0099,"[0.9960350394248962, 0.003964916802942753]"
4368,1,49.67%,87.46%,0.0598,"[0.05905451253056526, 0.9409455060958862]"
4369,1,49.68%,87.46%,0.0765,"[0.07530520111322403, 0.9246947765350342]"
4370,0,49.67%,87.46%,0.2983,"[0.6164894104003906, 0.38351064920425415]"
4371,1,49.68%,87.47%,0.0782,"[0.109745554625988, 0.8902544975280762]"
4372,0,49.67%,87.45%,1.5666,"[0.21732157468795776, 0.7826784253120422]"
4373,1,49.68%,87.45%,0.1423,"[0.13282468914985657, 0.867175281047821]"
4374,0,49.67%,87.45%,0.0019,"[0.9986408352851868, 0.001359189860522747]"
4375,1,49.68%,87.45%,0.1134,"[0.0981658324599266, 0.9018341898918152]"
4376,0,49.67%,87.43%,0.6633,"[0.4919508993625641, 0.5080491900444031]"
4377,1,49.68%,87.44%,0.1223,"[0.10452299565076828, 0.8954769968986511]"
4378,0,49.67%,87.44%,0.0004,"[0.9997972846031189, 0.0002027016889769584]"
4379,1,49.68%,87.42%,0.9302,"[0.8195839524269104, 0.1804160326719284]"
4380,0,49.67%,87.42%,0.0003,"[0.9996005892753601, 0.00039941331488080323]"
4381,0,49.66%,87.43%,0.0001,"[0.9999094009399414, 9.054282418219373e-05]"
4382,0,49.65%,87.43%,0.0000,"[0.9999805688858032, 1.9372844690224156e-05]"
4383,1,49.66%,87.41%,0.7818,"[0.5059657096862793, 0.4940342903137207]"
4384,0,49.65%,87.39%,0.7108,"[0.4897650480270386, 0.5102349519729614]"
4385,1,49.66%,87.39%,0.0521,"[0.04836278036236763, 0.9516372084617615]"
4386,1,49.67%,87.39%,0.2232,"[0.23312248289585114, 0.7668775320053101]"
4387,1,49.68%,87.40%,0.1790,"[0.16426846385002136, 0.8357315063476562]"
4388,1,49.69%,87.40%,0.1109,"[0.1425117552280426, 0.8574882745742798]"
4389,1,49.70%,87.40%,0.1504,"[0.15288640558719635, 0.8471135497093201]"
4390,0,49.69%,87.41%,0.0133,"[0.9932615160942078, 0.006738482043147087]"
4391,0,49.68%,87.41%,0.4888,"[0.7891430258750916, 0.21085694432258606]"
4392,1,49.69%,87.41%,0.0683,"[0.07034219056367874, 0.9296577572822571]"
4393,1,49.70%,87.41%,0.1387,"[0.13245773315429688, 0.8675422668457031]"
4394,1,49.72%,87.42%,0.1696,"[0.15613174438476562, 0.8438682556152344]"
4395,1,49.73%,87.42%,0.2355,"[0.18065261840820312, 0.8193473815917969]"
4396,1,49.74%,87.42%,0.1797,"[0.16123215854167938, 0.8387678861618042]"
4397,1,49.75%,87.43%,0.2535,"[0.12634533643722534, 0.8736546039581299]"
4398,1,49.76%,87.43%,0.2494,"[0.26260140538215637, 0.7373985648155212]"
4399,1,49.77%,87.43%,0.3118,"[0.23891900479793549, 0.7610809803009033]"
4400,0,49.76%,87.43%,0.2688,"[0.7512817978858948, 0.2487182319164276]"
4401,1,49.77%,87.44%,0.0893,"[0.06793513894081116, 0.9320648908615112]"
4402,1,49.78%,87.44%,0.0770,"[0.11002013832330704, 0.8899798393249512]"
4403,1,49.80%,87.44%,0.1205,"[0.0920238196849823, 0.9079762101173401]"
4404,0,49.78%,87.45%,0.0076,"[0.9929828643798828, 0.007017176132649183]"
4405,1,49.80%,87.45%,0.0368,"[0.05494850501418114, 0.9450514912605286]"
4406,0,49.78%,87.43%,2.3859,"[0.0990867167711258, 0.9009132981300354]"
4407,0,49.77%,87.41%,3.2272,"[0.04480639472603798, 0.9551936388015747]"
4408,1,49.78%,87.41%,0.0343,"[0.05365433543920517, 0.9463456869125366]"
4409,0,49.77%,87.41%,0.1305,"[0.9390872120857239, 0.06091275066137314]"
4410,1,49.78%,87.42%,0.0306,"[0.031205886974930763, 0.9687941074371338]"
4411,0,49.77%,87.40%,2.6095,"[0.1406610757112503, 0.8593389391899109]"
4412,1,49.78%,87.40%,0.0516,"[0.049562398344278336, 0.950437605381012]"
4413,1,49.80%,87.40%,0.0473,"[0.04722532257437706, 0.9527746438980103]"
4414,1,49.81%,87.41%,0.0745,"[0.06372862309217453, 0.9362714290618896]"
4415,1,49.82%,87.41%,0.0833,"[0.08640356361865997, 0.9135964512825012]"
4416,1,49.83%,87.41%,0.1460,"[0.10703279078006744, 0.8929672241210938]"
4417,0,49.82%,87.39%,1.6910,"[0.1470784991979599, 0.8529214859008789]"
4418,0,49.81%,87.40%,0.0960,"[0.5369411110877991, 0.4630589783191681]"
4419,0,49.80%,87.40%,0.0241,"[0.9775365591049194, 0.022463427856564522]"
4420,1,49.81%,87.40%,0.0601,"[0.07203768193721771, 0.9279623627662659]"
4421,0,49.80%,87.40%,0.0007,"[0.9978076815605164, 0.002192295854911208]"
4422,0,49.79%,87.41%,0.0001,"[0.9997387528419495, 0.0002612468379084021]"
4423,1,49.80%,87.41%,0.0680,"[0.07209408283233643, 0.9279059171676636]"
4424,0,49.79%,87.39%,2.0101,"[0.15925677120685577, 0.8407432436943054]"
4425,1,49.80%,87.39%,0.1981,"[0.1845846027135849, 0.8154153823852539]"
4426,1,49.81%,87.40%,0.1581,"[0.14787209033966064, 0.8521279096603394]"
4427,0,49.80%,87.38%,1.0598,"[0.38369905948638916, 0.6163009405136108]"
4428,1,49.81%,87.36%,1.8042,"[0.6000301241874695, 0.3999699652194977]"
4429,1,49.82%,87.36%,0.2036,"[0.1635981798171997, 0.8364017605781555]"
4430,1,49.83%,87.36%,0.1431,"[0.1193610206246376, 0.8806390166282654]"
4431,0,49.82%,87.36%,0.0018,"[0.998375654220581, 0.001624304219149053]"
4432,0,49.81%,87.37%,0.0001,"[0.9998236298561096, 0.0001764454209478572]"
4433,0,49.80%,87.37%,0.0001,"[0.9999563694000244, 4.3594376620603725e-05]"
4434,0,49.79%,87.37%,0.0000,"[0.9999866485595703, 1.332842293777503e-05]"
4435,0,49.77%,87.35%,1.1659,"[0.3710769712924957, 0.6289229989051819]"
4436,1,49.79%,87.36%,0.0735,"[0.06725633889436722, 0.9327436685562134]"
4437,0,49.77%,87.34%,2.5705,"[0.07182925194501877, 0.9281708002090454]"
4438,0,49.76%,87.34%,0.0001,"[0.9999085664749146, 9.147454693447798e-05]"
4439,1,49.77%,87.34%,0.1733,"[0.15536761283874512, 0.8446323275566101]"
4440,1,49.79%,87.35%,0.1121,"[0.1108688935637474, 0.8891311287879944]"
4441,0,49.77%,87.35%,0.0826,"[0.6791239976882935, 0.3208760619163513]"
4442,0,49.76%,87.35%,0.0003,"[0.9997546076774597, 0.0002454134519211948]"
4443,1,49.77%,87.35%,0.0539,"[0.05271298438310623, 0.9472869634628296]"
4444,1,49.79%,87.36%,0.1038,"[0.09698076546192169, 0.9030192494392395]"
4445,0,49.78%,87.36%,0.0010,"[0.9968474507331848, 0.0031525283120572567]"
4446,1,49.79%,87.36%,0.1126,"[0.11233478039503098, 0.8876651525497437]"
4447,0,49.78%,87.37%,0.0008,"[0.9991050362586975, 0.0008949485491029918]"
4448,1,49.79%,87.35%,0.2269,"[0.6141567230224609, 0.38584333658218384]"
4449,1,49.80%,87.35%,0.0992,"[0.10063839703798294, 0.8993615508079529]"
4450,1,49.81%,87.35%,0.0919,"[0.12298039346933365, 0.8770195841789246]"
4451,0,49.80%,87.35%,0.0198,"[0.9927103519439697, 0.007289640139788389]"
4452,1,49.81%,87.36%,0.1311,"[0.09954464435577393, 0.9004553556442261]"
4453,1,49.82%,87.36%,0.1801,"[0.151299849152565, 0.8487001061439514]"
4454,0,49.81%,87.36%,0.0142,"[0.9904764890670776, 0.009523466229438782]"
4455,1,49.82%,87.37%,0.1518,"[0.09221795946359634, 0.9077820777893066]"
4456,1,49.83%,87.37%,0.0704,"[0.05267693102359772, 0.9473230242729187]"
4457,1,49.84%,87.37%,0.1402,"[0.058602020144462585, 0.9413979649543762]"
4458,1,49.85%,87.37%,0.1361,"[0.11616158485412598, 0.8838384747505188]"
4459,0,49.84%,87.38%,0.0097,"[0.9573514461517334, 0.04264858365058899]"
4460,1,49.85%,87.38%,0.0633,"[0.06952796876430511, 0.9304720163345337]"
4461,1,49.87%,87.38%,0.1436,"[0.08722247928380966, 0.9127775430679321]"
4462,0,49.85%,87.39%,0.0016,"[0.9976669549942017, 0.002333110896870494]"
4463,0,49.84%,87.37%,2.9243,"[0.04255667328834534, 0.9574432969093323]"
4464,0,49.83%,87.35%,3.0328,"[0.04913054034113884, 0.9508694410324097]"
4465,0,49.82%,87.35%,0.0001,"[0.999883770942688, 0.00011619767610682175]"
4466,1,49.83%,87.35%,0.0207,"[0.020522965118288994, 0.979477047920227]"
4467,1,49.84%,87.35%,0.0288,"[0.024027684703469276, 0.9759722948074341]"
4468,1,49.85%,87.36%,0.0398,"[0.03677571564912796, 0.9632243514060974]"
4469,1,49.87%,87.36%,0.1299,"[0.09996234625577927, 0.9000376462936401]"
4470,0,49.85%,87.36%,0.0043,"[0.9952834248542786, 0.004716564901173115]"
4471,1,49.87%,87.37%,0.0562,"[0.053198330104351044, 0.9468016624450684]"
4472,1,49.88%,87.37%,0.0927,"[0.08721931278705597, 0.9127807021141052]"
4473,0,49.87%,87.37%,0.0099,"[0.9918711185455322, 0.008128863759338856]"
4474,0,49.85%,87.37%,0.5151,"[0.9076401591300964, 0.09235986322164536]"
4475,0,49.84%,87.38%,0.0006,"[0.9997552037239075, 0.00024478393606841564]"
4476,0,49.83%,87.36%,3.5751,"[0.03084493614733219, 0.9691550731658936]"
4477,0,49.82%,87.36%,0.0041,"[0.9984275102615356, 0.0015725340927019715]"
4478,1,49.83%,87.36%,0.0142,"[0.014557547867298126, 0.9854423999786377]"
4479,1,49.84%,87.37%,0.0445,"[0.05544750764966011, 0.9445524215698242]"
4480,0,49.83%,87.35%,2.2987,"[0.1072426363825798, 0.8927573561668396]"
4481,0,49.82%,87.33%,3.4925,"[0.029611438512802124, 0.9703885316848755]"
4482,1,49.83%,87.33%,0.0362,"[0.034522656351327896, 0.9654773473739624]"
4483,0,49.82%,87.33%,0.0006,"[0.9991637468338013, 0.000836291117593646]"
4484,0,49.81%,87.34%,0.0001,"[0.9999147653579712, 8.527247700840235e-05]"
4485,0,49.80%,87.34%,0.0031,"[0.9923000335693359, 0.007699908223003149]"
4486,0,49.79%,87.34%,0.0001,"[0.9999427795410156, 5.71648524783086e-05]"
4487,0,49.78%,87.34%,0.0000,"[0.9999829530715942, 1.70213716046419e-05]"
4488,1,49.79%,87.35%,0.0384,"[0.04165814071893692, 0.9583418965339661]"
4489,1,49.80%,87.35%,0.1317,"[0.12489678710699081, 0.8751031756401062]"
4490,0,49.79%,87.35%,0.0008,"[0.998282790184021, 0.0017171957297250628]"
4491,0,49.78%,87.33%,1.7639,"[0.1659276932477951, 0.8340722918510437]"
4492,1,49.79%,87.34%,0.0881,"[0.08265174180269241, 0.9173482656478882]"
4493,1,49.80%,87.34%,0.0889,"[0.07079321146011353, 0.9292068481445312]"
4494,1,49.81%,87.32%,1.3478,"[0.5917268991470337, 0.4082731604576111]"
4495,0,49.80%,87.32%,0.1124,"[0.894676148891449, 0.10532386600971222]"
4496,1,49.81%,87.32%,0.1092,"[0.09733428806066513, 0.9026657342910767]"
4497,1,49.82%,87.33%,0.1140,"[0.11551760882139206, 0.8844823837280273]"
4498,0,49.81%,87.33%,0.0014,"[0.9987454414367676, 0.001254479051567614]"
4499,1,49.82%,87.33%,0.1171,"[0.10805031657218933, 0.8919496536254883]"
4500,1,49.83%,87.34%,0.1532,"[0.13819348812103271, 0.8618065118789673]"
4501,0,49.82%,87.32%,1.4535,"[0.4282599687576294, 0.5717400312423706]"
4502,0,49.81%,87.32%,0.0007,"[0.9994043111801147, 0.0005956431850790977]"
4503,0,49.80%,87.32%,0.0000,"[0.9998218417167664, 0.00017822084191720933]"
4504,1,49.81%,87.33%,0.0662,"[0.06414828449487686, 0.9358517527580261]"
4505,0,49.80%,87.33%,0.0005,"[0.9995912909507751, 0.00040874705882743]"
4506,1,49.81%,87.33%,0.0398,"[0.03955339640378952, 0.9604465961456299]"
4507,0,49.80%,87.33%,0.0003,"[0.9996849298477173, 0.00031513694557361305]"
4508,1,49.81%,87.34%,0.0377,"[0.03678198531270027, 0.9632180333137512]"
4509,1,49.82%,87.34%,0.0779,"[0.08436669409275055, 0.9156332612037659]"
4510,1,49.83%,87.34%,0.1482,"[0.12152107805013657, 0.8784789443016052]"
4511,0,49.82%,87.34%,0.0011,"[0.9980582594871521, 0.001941700465977192]"
4512,1,49.83%,87.35%,0.1553,"[0.12431390583515167, 0.8756861090660095]"
4513,1,49.84%,87.35%,0.1353,"[0.12061163038015366, 0.8793883919715881]"
4514,1,49.86%,87.35%,0.1543,"[0.17554715275764465, 0.824452817440033]"
4515,1,49.87%,87.36%,0.1682,"[0.17044475674629211, 0.8295552730560303]"
4516,0,49.86%,87.36%,0.0036,"[0.9816765785217285, 0.018323393538594246]"
4517,1,49.87%,87.36%,0.0962,"[0.10348933190107346, 0.896510660648346]"
4518,0,49.86%,87.36%,0.0022,"[0.9987389445304871, 0.001261025434359908]"
4519,1,49.87%,87.37%,0.0989,"[0.13388356566429138, 0.866116464138031]"
4520,1,49.88%,87.37%,0.1156,"[0.1010204404592514, 0.8989795446395874]"
4521,1,49.89%,87.37%,0.1625,"[0.1415906399488449, 0.8584093451499939]"
4522,1,49.90%,87.38%,0.1391,"[0.1207968220114708, 0.879203200340271]"
4523,0,49.89%,87.36%,1.5063,"[0.12360159307718277, 0.8763984441757202]"
4524,1,49.90%,87.36%,0.0748,"[0.07365525513887405, 0.9263448119163513]"
4525,0,49.89%,87.36%,0.0047,"[0.995257556438446, 0.004742412827908993]"
4526,0,49.88%,87.36%,0.0001,"[0.9998873472213745, 0.00011261671170359477]"
4527,1,49.89%,87.37%,0.0212,"[0.022885072976350784, 0.9771149158477783]"
4528,0,49.88%,87.35%,1.6613,"[0.4364239573478699, 0.5635760426521301]"
4529,0,49.87%,87.35%,0.0000,"[0.9997727274894714, 0.0002273197751492262]"
4530,1,49.88%,87.35%,0.0257,"[0.028652364388108253, 0.9713476896286011]"
4531,0,49.87%,87.36%,0.0001,"[0.9998782873153687, 0.00012169879482826218]"
4532,0,49.86%,87.34%,3.8700,"[0.02372487634420395, 0.9762751460075378]"
4533,0,49.85%,87.34%,0.0000,"[0.9999678134918213, 3.213350646547042e-05]"
4534,1,49.86%,87.34%,0.0280,"[0.031041912734508514, 0.9689580202102661]"
4535,1,49.87%,87.35%,0.0488,"[0.050782814621925354, 0.9492171406745911]"
4536,1,49.88%,87.35%,0.0783,"[0.07234187424182892, 0.9276580810546875]"
4537,0,49.87%,87.35%,0.0023,"[0.9982450008392334, 0.0017550706397742033]"
4538,0,49.86%,87.35%,0.0003,"[0.9994524121284485, 0.0005476445076055825]"
4539,1,49.87%,87.36%,0.0336,"[0.03452862799167633, 0.9654713869094849]"
4540,1,49.88%,87.36%,0.0676,"[0.05563567206263542, 0.9443643093109131]"
4541,1,49.89%,87.36%,0.4766,"[0.3082028329372406, 0.6917971968650818]"
4542,0,49.88%,87.37%,0.0031,"[0.9956076741218567, 0.004392263013869524]"
4543,1,49.89%,87.37%,0.0734,"[0.07085984200239182, 0.9291401505470276]"
4544,0,49.88%,87.35%,1.4869,"[0.17817091941833496, 0.8218290209770203]"
4545,1,49.89%,87.35%,0.0569,"[0.055991265922784805, 0.9440087676048279]"
4546,1,49.90%,87.35%,0.0785,"[0.06073272228240967, 0.9392672181129456]"
4547,1,49.91%,87.36%,0.1280,"[0.14804890751838684, 0.8519511222839355]"
4548,1,49.92%,87.36%,0.2180,"[0.16590499877929688, 0.8340950608253479]"
4549,1,49.93%,87.36%,0.1779,"[0.15459580719470978, 0.8454042077064514]"
4550,0,49.92%,87.37%,0.0051,"[0.9931198358535767, 0.006880208849906921]"
4551,0,49.91%,87.37%,0.0024,"[0.9990493655204773, 0.0009505791822448373]"
4552,1,49.92%,87.37%,0.0511,"[0.05178533121943474, 0.9482147097587585]"
4553,0,49.91%,87.35%,2.6331,"[0.07423396408557892, 0.9257660508155823]"
4554,0,49.90%,87.35%,0.0003,"[0.9998155236244202, 0.00018452292715664953]"
4555,0,49.89%,87.36%,0.0000,"[0.9999547004699707, 4.530730439000763e-05]"
4556,0,49.88%,87.36%,0.0000,"[0.9999523162841797, 4.76499626529403e-05]"
4557,1,49.89%,87.36%,0.0192,"[0.020077280700206757, 0.9799227118492126]"
4558,0,49.88%,87.37%,0.0001,"[0.9999316930770874, 6.832988583482802e-05]"
4559,0,49.87%,87.37%,0.0000,"[0.9999674558639526, 3.2517262297915295e-05]"
4560,0,49.86%,87.35%,2.3111,"[0.08047079294919968, 0.919529139995575]"
4561,1,49.87%,87.35%,0.0599,"[0.057011742144823074, 0.9429882764816284]"
4562,1,49.88%,87.35%,0.0963,"[0.07674247026443481, 0.9232575297355652]"
4563,0,49.87%,87.34%,1.8661,"[0.14541557431221008, 0.8545843958854675]"
4564,1,49.88%,87.34%,0.1936,"[0.26537856459617615, 0.7346214652061462]"
4565,0,49.87%,87.34%,0.0037,"[0.9988330006599426, 0.0011670513777062297]"
4566,0,49.86%,87.32%,2.2513,"[0.12747278809547424, 0.8725272417068481]"
4567,0,49.85%,87.32%,0.0001,"[0.9998167157173157, 0.00018330854072701186]"
4568,0,49.84%,87.33%,0.0000,"[0.9999469518661499, 5.302636054693721e-05]"
4569,1,49.85%,87.33%,0.0389,"[0.05552083998918533, 0.9444791674613953]"
4570,0,49.84%,87.33%,0.0001,"[0.9999101161956787, 8.987547334982082e-05]"
4571,1,49.85%,87.31%,0.3429,"[0.5250329375267029, 0.47496703267097473]"
4572,1,49.86%,87.32%,0.0505,"[0.06207358092069626, 0.9379264712333679]"
4573,0,49.85%,87.32%,0.0001,"[0.9998900890350342, 0.00010988138092216104]"
4574,1,49.86%,87.32%,0.0993,"[0.08644205331802368, 0.9135579466819763]"
4575,0,49.85%,87.33%,0.0005,"[0.9996547698974609, 0.0003452817036304623]"
4576,0,49.84%,87.33%,0.0001,"[0.9998921155929565, 0.00010788266808958724]"
4577,1,49.85%,87.33%,0.0426,"[0.034433357417583466, 0.9655665755271912]"
4578,0,49.84%,87.33%,0.0000,"[0.9999572038650513, 4.276899926480837e-05]"
4579,1,49.85%,87.34%,0.0717,"[0.06411783397197723, 0.9358822107315063]"
4580,1,49.86%,87.34%,0.1404,"[0.11221510171890259, 0.8877849578857422]"
4581,0,49.85%,87.32%,1.8908,"[0.1458812654018402, 0.8541187644004822]"
4582,0,49.84%,87.32%,0.0004,"[0.999692440032959, 0.00030761255766265094]"
4583,1,49.85%,87.33%,0.0510,"[0.04634934663772583, 0.953650712966919]"
4584,0,49.84%,87.33%,0.0001,"[0.9996108412742615, 0.00038921876694075763]"
4585,1,49.85%,87.33%,0.0729,"[0.0753355547785759, 0.9246644973754883]"
4586,0,49.84%,87.33%,0.0010,"[0.9991841912269592, 0.000815856852568686]"
4587,1,49.85%,87.34%,0.0883,"[0.0845678299665451, 0.9154322147369385]"
4588,1,49.86%,87.34%,0.1541,"[0.1490561068058014, 0.8509438633918762]"
4589,1,49.87%,87.34%,0.2200,"[0.16284288465976715, 0.837157130241394]"
4590,1,49.88%,87.34%,0.2243,"[0.19058816134929657, 0.8094118237495422]"
4591,1,49.89%,87.35%,0.2546,"[0.19148556888103485, 0.808514416217804]"
4592,0,49.88%,87.33%,1.1019,"[0.36798417568206787, 0.6320158243179321]"
4593,0,49.87%,87.33%,0.3723,"[0.6524884700775146, 0.34751150012016296]"
4594,0,49.86%,87.31%,2.2698,"[0.11730733513832092, 0.8826926946640015]"
4595,1,49.87%,87.32%,0.0452,"[0.04717394337058067, 0.9528260231018066]"
