round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output,alpha,0.05,,EMA Dampened
5623,1,49.66%,88.78%,0.05,"[0.05301005765795708, 0.946989893913269]",0.31145569,,,
5624,0,49.65%,88.78%,0.1367,"[0.9747769832611084, 0.02522299811244011]",0.302717905,,,
5625,1,49.66%,88.78%,0.0915,"[0.06999176740646362, 0.9300082325935364]",0.29215701,,,
5626,0,49.65%,88.77%,2.0085,"[0.1145835593342781, 0.8854164481163025]",0.37797416,,,
5627,1,49.66%,88.77%,0.0894,"[0.08890580385923386, 0.9110941886901855]",0.363545452,,,
5628,1,49.67%,88.77%,0.1386,"[0.16019201278686523, 0.83980792760849]",0.352298179,,,
5629,0,49.66%,88.77%,0.0003,"[0.9998928308486938, 0.00010711498907767236]",0.33469827,,,
5630,0,49.65%,88.76%,1.6769,"[0.18746590614318848, 0.8125340342521667]",0.401808357,,,
5631,0,49.64%,88.76%,0,"[0.9999812841415405, 1.873112159955781e-05]",0.381717939,,,
5632,0,49.64%,88.74%,2.3546,"[0.11426660418510437, 0.8857333660125732]",0.480362042,,,
5633,1,49.65%,88.75%,0.0927,"[0.09174146503210068, 0.9082585573196411]",0.46097894,,,
5634,0,49.64%,88.75%,0,"[0.9999549388885498, 4.508607162279077e-05]",0.437929993,,,
5635,0,49.63%,88.75%,0,"[0.9999874830245972, 1.254621020052582e-05]",0.416033493,,,
5636,1,49.64%,88.75%,0.1645,"[0.08641201257705688, 0.9135879874229431]",0.403456818,,,
5637,0,49.63%,88.75%,0,"[0.9999812841415405, 1.8749709852272645e-05]",0.383283977,,,
5638,0,49.62%,88.76%,0,"[0.9999880790710449, 1.1884853847732302e-05]",0.364119779,,,
5639,1,49.63%,88.76%,0.0765,"[0.059826578944921494, 0.9401734471321106]",0.34973879,,,
5640,0,49.62%,88.76%,0,"[0.999950647354126, 4.9348283937433735e-05]",0.33225185,,,
5641,0,49.61%,88.76%,0,"[0.9999717473983765, 2.8261392799322493e-05]",0.315639258,,,
5642,0,49.60%,88.76%,0,"[0.9999809265136719, 1.9086861357209273e-05]",0.299857295,,,
5643,1,49.61%,88.77%,0.1687,"[0.12328057736158371, 0.8767194747924805]",0.29329943,,,
5644,0,49.60%,88.77%,0,"[0.999980092048645, 1.9880555555573665e-05]",0.278634459,,,
5645,0,49.59%,88.77%,0.0001,"[0.9998546838760376, 0.00014534484944306314]",0.264707736,,,
5646,1,49.60%,88.77%,0.1519,"[0.09582345932722092, 0.9041765332221985]",0.259067349,,,
5647,1,49.61%,88.77%,0.1251,"[0.09997478872537613, 0.9000252485275269]",0.252368981,,,
5648,0,49.60%,88.78%,0,"[0.9999842643737793, 1.5709490980952978e-05]",0.239750532,,,
5649,0,49.59%,88.76%,1.6462,"[0.12459041178226471, 0.8754096031188965]",0.310073006,,,
5650,1,49.60%,88.76%,0.1159,"[0.0896318107843399, 0.9103682041168213]",0.300364355,,,
5651,0,49.59%,88.77%,0.0001,"[0.9997113347053528, 0.00028861360624432564]",0.285351138,,,
5652,0,49.58%,88.75%,2.6632,"[0.09551047533750534, 0.9044895768165588]",0.404243581,,,
5653,1,49.59%,88.75%,0.0691,"[0.06398777663707733, 0.9360122084617615]",0.387486402,,,
5654,1,49.60%,88.75%,0.0604,"[0.06138015538454056, 0.93861985206604]",0.371132082,,,
5655,1,49.61%,88.76%,0.0786,"[0.05844985321164131, 0.9415501356124878]",0.356505478,,,
5656,1,49.62%,88.76%,0.0784,"[0.07583366334438324, 0.9241663217544556]",0.342600204,,,
5657,1,49.63%,88.76%,0.1231,"[0.11349798738956451, 0.8865020275115967]",0.331625194,,,
5658,0,49.62%,88.76%,0.0975,"[0.8652428388595581, 0.1347571611404419]",0.319918934,,,
5659,0,49.61%,88.76%,0,"[0.999984860420227, 1.5102566067071166e-05]",0.303922987,,,
5660,1,49.62%,88.77%,0.1422,"[0.19859515130519867, 0.8014048933982849]",0.295836838,,,
5661,0,49.61%,88.77%,0,"[0.999977707862854, 2.2258320313994773e-05]",0.281044996,,,
5662,0,49.60%,88.77%,0,"[0.9999709129333496, 2.907429006882012e-05]",0.266992746,,,
5663,1,49.61%,88.77%,0.069,"[0.06274617463350296, 0.9372537732124329]",0.257093109,,,
5664,1,49.62%,88.77%,0.0517,"[0.05291153863072395, 0.9470884799957275]",0.246823453,,,
5665,0,49.61%,88.78%,0,"[0.9999696016311646, 3.0452414648607373e-05]",0.234482281,,,
5666,1,49.62%,88.78%,0.1001,"[0.09146837890148163, 0.908531665802002]",0.227763167,,,
5667,1,49.63%,88.78%,0.1731,"[0.09999805688858032, 0.9000018835067749]",0.225030008,,,
5668,1,49.64%,88.78%,0.0812,"[0.07296052575111389, 0.9270395040512085]",0.217838508,,,
5669,0,49.63%,88.78%,0,"[0.9999798536300659, 2.0130499251536094e-05]",0.206946583,,,
5670,0,49.62%,88.79%,0,"[0.9999690055847168, 3.0936022085370496e-05]",0.196599253,,,
5671,1,49.63%,88.79%,0.0657,"[0.07519155740737915, 0.9248084425926208]",0.190054291,,,
5672,0,49.62%,88.77%,0.3041,"[0.34430786967277527, 0.6556921601295471]",0.195756576,,,
5673,1,49.63%,88.77%,0.5082,"[0.3754984438419342, 0.6245015263557434]",0.211378747,,,
5674,1,49.64%,88.78%,0.0391,"[0.032768189907073975, 0.967231810092926]",0.20276481,,,
5675,0,49.63%,88.78%,0.0001,"[0.9999445676803589, 5.5408396292477846e-05]",0.19263157,,,
5676,0,49.62%,88.76%,3.3144,"[0.03821966424584389, 0.9617803692817688]",0.348719991,,,
5677,1,49.63%,88.76%,0.1397,"[0.09987865388393402, 0.9001213312149048]",0.338268991,,,
5678,0,49.62%,88.75%,2.974,"[0.04540656879544258, 0.9545934200286865]",0.470055542,,,
5679,1,49.63%,88.75%,0.0484,"[0.04774107411503792, 0.9522589445114136]",0.448972765,,,
5680,1,49.64%,88.75%,0.0514,"[0.04483625292778015, 0.9551637172698975]",0.429094127,,,
5681,0,49.63%,88.75%,0.0001,"[0.9999299049377441, 7.00911259627901e-05]",0.40764442,,,
5682,0,49.62%,88.76%,0,"[0.9999754428863525, 2.4607883460703306e-05]",0.387262199,,,
5683,1,49.63%,88.76%,0.065,"[0.07286641001701355, 0.9271335601806641]",0.371149089,,,
5684,1,49.64%,88.76%,0.041,"[0.043941617012023926, 0.9560583233833313]",0.354641635,,,
5685,1,49.65%,88.76%,0.0582,"[0.05076812952756882, 0.9492318630218506]",0.339819553,,,
5686,1,49.66%,88.76%,0.0456,"[0.05050955340266228, 0.949490487575531]",0.325108575,,,
5687,1,49.67%,88.77%,0.0471,"[0.04358698055148125, 0.9564130306243896]",0.311208147,,,
5688,1,49.67%,88.77%,0.037,"[0.042029354721307755, 0.9579706788063049]",0.297497739,,,
5689,1,49.68%,88.77%,0.0563,"[0.04650244861841202, 0.9534975290298462]",0.285437852,,,
5690,0,49.67%,88.75%,1.4858,"[0.35072392225265503, 0.649276077747345]",0.34545596,,,
5691,1,49.68%,88.76%,0.0256,"[0.032773807644844055, 0.9672262072563171]",0.329463162,,,
5692,1,49.69%,88.76%,0.046,"[0.04369141161441803, 0.9563086032867432]",0.315290004,,,
5693,1,49.70%,88.76%,0.0317,"[0.03918375074863434, 0.9608162641525269]",0.301110503,,,
5694,1,49.71%,88.76%,0.0369,"[0.03832019865512848, 0.9616798162460327]",0.287899978,,,
5695,1,49.72%,88.76%,0.0479,"[0.04325465112924576, 0.9567453265190125]",0.275899979,,,
5696,0,49.71%,88.77%,0.0081,"[0.9967522621154785, 0.003247718093916774]",0.26250998,,,
5697,1,49.72%,88.77%,0.0406,"[0.03916218504309654, 0.9608378410339355]",0.251414481,,,
5698,0,49.71%,88.75%,1.8219,"[0.28190430998802185, 0.7180956602096558]",0.329938757,,,
5699,1,49.72%,88.75%,0.0267,"[0.02808550000190735, 0.971914529800415]",0.314776819,,,
5700,0,49.71%,88.76%,0,"[0.9999880790710449, 1.1872743925778195e-05]",0.299037978,,,
5701,1,49.72%,88.76%,0.0513,"[0.05600886046886444, 0.9439911246299744]",0.28665108,,,
5702,1,49.73%,88.76%,0.0406,"[0.03847599774599075, 0.9615239500999451]",0.274348526,,,
5703,0,49.72%,88.76%,0,"[0.9999463558197021, 5.367687117541209e-05]",0.260631099,,,
5704,0,49.71%,88.76%,0.0002,"[0.9998739957809448, 0.00012598793546203524]",0.247609544,,,
5705,0,49.70%,88.77%,0,"[0.9999904632568359, 9.586608030076604e-06]",0.235229067,,,
5706,1,49.71%,88.77%,0.0488,"[0.030079128220677376, 0.9699208736419678]",0.225907614,,,
5707,0,49.70%,88.77%,0,"[0.9999876022338867, 1.2442582374205813e-05]",0.214612233,,,
5708,1,49.71%,88.77%,0.0521,"[0.07263124734163284, 0.9273687601089478]",0.206486621,,,
5709,0,49.70%,88.77%,0,"[0.9999918937683105, 8.157923730323091e-06]",0.19616229,,,
5710,0,49.69%,88.78%,0,"[0.9999715089797974, 2.853704063454643e-05]",0.186354176,,,
5711,0,49.68%,88.78%,0,"[0.9999899864196777, 1.0020695299317595e-05]",0.177036467,,,
5712,0,49.68%,88.78%,0.0004,"[0.9993313550949097, 0.0006686465931124985]",0.168204644,,,
5713,0,49.67%,88.76%,3.2801,"[0.061982665210962296, 0.9380173087120056]",0.323799412,,,
5714,0,49.66%,88.77%,0.0001,"[0.9999361038208008, 6.388442852767184e-05]",0.307614441,,,
5715,0,49.65%,88.77%,0,"[0.9999916553497314, 8.338242878380697e-06]",0.292233719,,,
5716,0,49.64%,88.77%,0,"[0.999985933303833, 1.402991074428428e-05]",0.277622033,,,
5717,0,49.63%,88.77%,0,"[0.9999855756759644, 1.4471411304839421e-05]",0.263740931,,,
5718,1,49.64%,88.77%,0.0261,"[0.02684389054775238, 0.9731561541557312]",0.251858885,,,
5719,1,49.65%,88.78%,0.0402,"[0.04079700633883476, 0.9592030048370361]",0.24127594,,,
5720,1,49.66%,88.78%,0.0741,"[0.047681085765361786, 0.9523189067840576]",0.232917143,,,
5721,0,49.65%,88.78%,0,"[0.9999905824661255, 9.392208994540852e-06]",0.221271286,,,
5722,1,49.66%,88.78%,0.029,"[0.02739228680729866, 0.9726076722145081]",0.211657722,,,
5723,1,49.67%,88.77%,0.8733,"[0.6747468709945679, 0.3252532184123993]",0.244739836,,,
5724,0,49.66%,88.77%,0,"[0.9999784231185913, 2.156245318474248e-05]",0.232502844,,,
5725,0,49.65%,88.75%,3.018,"[0.0512932725250721, 0.9487066864967346]",0.371777702,,,
5726,1,49.66%,88.76%,0.0362,"[0.04152751341462135, 0.958472490310669]",0.354998817,,,
5727,1,49.67%,88.76%,0.0593,"[0.05100175738334656, 0.948998212814331]",0.340213876,,,
5728,1,49.68%,88.76%,0.0306,"[0.034854717552661896, 0.9651453495025635]",0.324733182,,,
5729,0,49.67%,88.76%,0,"[0.9999887943267822, 1.1228456969547551e-05]",0.308496523,,,
5730,1,49.68%,88.76%,0.1489,"[0.08586627244949341, 0.9141336679458618]",0.300516697,,,
5731,1,49.69%,88.76%,0.052,"[0.048944227397441864, 0.9510558247566223]",0.288090862,,,
5732,1,49.69%,88.77%,0.049,"[0.045738015323877335, 0.9542620182037354]",0.276136319,,,
5733,1,49.70%,88.77%,0.0474,"[0.04799085110425949, 0.9520092010498047]",0.264699503,,,
5734,0,49.69%,88.77%,0,"[0.9999858140945435, 1.4242275028664153e-05]",0.251464528,,,
5735,1,49.70%,88.77%,0.0458,"[0.050845611840486526, 0.9491543173789978]",0.241181301,,,
5736,0,49.69%,88.76%,3.3133,"[0.04776979237794876, 0.9522301554679871]",0.394787236,,,
5737,0,49.69%,88.76%,0,"[0.999976396560669, 2.3600105123477988e-05]",0.375047875,,,
5738,1,49.70%,88.76%,0.0417,"[0.043078530579805374, 0.9569214582443237]",0.358380481,,,
5739,1,49.70%,88.76%,0.0466,"[0.053145259618759155, 0.9468547105789185]",0.342791457,,,
5740,0,49.70%,88.77%,0.0026,"[0.9833922386169434, 0.016607804223895073]",0.325781884,,,
5741,1,49.70%,88.77%,0.0342,"[0.0336775965988636, 0.9663224220275879]",0.31120279,,,
5742,0,49.70%,88.75%,3.3237,"[0.04585471749305725, 0.9541453123092651]",0.46182765,,,
5743,1,49.70%,88.75%,0.039,"[0.048998165875673294, 0.951001763343811]",0.440686268,,,
5744,1,49.71%,88.76%,0.0452,"[0.04682435095310211, 0.9531756043434143]",0.420911954,,,
5745,0,49.70%,88.76%,0.0002,"[0.9995622038841248, 0.0004377978330012411]",0.399876357,,,
5746,0,49.70%,88.76%,0.001,"[0.9993540644645691, 0.0006459145224653184]",0.379932539,,,
5747,1,49.70%,88.76%,0.0546,"[0.06094012036919594, 0.9390599131584167]",0.363665912,,,
5748,0,49.70%,88.76%,0.0234,"[0.9925180673599243, 0.007481865584850311]",0.346652616,,,
5749,1,49.70%,88.77%,0.0727,"[0.06826532632112503, 0.9317347407341003]",0.332954985,,,
5750,1,49.71%,88.77%,0.0459,"[0.04628485068678856, 0.9537152051925659]",0.318602236,,,
5751,1,49.72%,88.77%,0.0452,"[0.04398848116397858, 0.9560114741325378]",0.304932124,,,
5752,0,49.71%,88.77%,0,"[0.999984860420227, 1.5127936421777122e-05]",0.289685518,,,
5753,1,49.72%,88.77%,0.0796,"[0.08330809324979782, 0.9166918992996216]",0.279181242,,,
5754,1,49.73%,88.77%,0.0708,"[0.06019049510359764, 0.9398095011711121]",0.26876218,,,
5755,1,49.74%,88.78%,0.0379,"[0.03381292521953583, 0.966187059879303]",0.257219071,,,
5756,1,49.75%,88.78%,0.0473,"[0.04225548729300499, 0.9577444791793823]",0.246723118,,,
5757,1,49.76%,88.78%,0.0281,"[0.028144201263785362, 0.9718557596206665]",0.235791962,,,
5758,1,49.77%,88.78%,0.031,"[0.030789606273174286, 0.9692103862762451]",0.225552364,,,
5759,1,49.77%,88.78%,0.0303,"[0.02869955264031887, 0.9713004231452942]",0.215789745,,,
5760,0,49.77%,88.79%,0,"[0.9999825954437256, 1.74089364008978e-05]",0.205000258,,,
5761,1,49.77%,88.79%,0.0494,"[0.0458768792450428, 0.9541231989860535]",0.197220245,,,
5762,1,49.78%,88.79%,0.0346,"[0.029046405106782913, 0.9709535837173462]",0.189089233,,,
5763,0,49.77%,88.79%,0,"[0.9999783039093018, 2.1739237126894295e-05]",0.179634771,,,
5764,0,49.77%,88.79%,0,"[0.999976396560669, 2.3627531845704652e-05]",0.170653033,,,
5765,0,49.76%,88.80%,0,"[0.9999754428863525, 2.4543573090340942e-05]",0.162120381,,,
5766,0,49.75%,88.80%,0.7598,"[0.9293015599250793, 0.07069841027259827]",0.192004362,,,
5767,0,49.74%,88.80%,0,"[0.9999781847000122, 2.1802934497827664e-05]",0.182404144,,,
5768,0,49.73%,88.80%,0,"[0.9999567270278931, 4.328360955696553e-05]",0.173283937,,,
5769,0,49.72%,88.79%,2.9756,"[0.07078070938587189, 0.9292193055152893]",0.31339974,,,
5770,0,49.71%,88.79%,0,"[0.9999849796295166, 1.5008879927336238e-05]",0.297729753,,,
5771,0,49.71%,88.79%,0,"[0.9999814033508301, 1.8551250832388178e-05]",0.282843265,,,
5772,1,49.71%,88.79%,0.0268,"[0.026685021817684174, 0.9733150005340576]",0.270041102,,,
5773,1,49.72%,88.79%,0.0284,"[0.027732908725738525, 0.9722671508789062]",0.257959047,,,
5774,0,49.71%,88.78%,0.5271,"[0.3117414712905884, 0.6882584691047668]",0.271416095,,,
5775,1,49.72%,88.78%,3.2106,"[0.260995090007782, 0.739004909992218]",0.41837529,,,
5776,1,49.73%,88.78%,0.044,"[0.044111043214797974, 0.9558889269828796]",0.399656525,,,
5777,1,49.74%,88.79%,0.0309,"[0.029769225046038628, 0.9702308177947998]",0.381218699,,,
5778,0,49.73%,88.79%,0,"[0.9999871253967285, 1.2816493835998699e-05]",0.362157764,,,
5779,0,49.72%,88.77%,2.6015,"[0.11095056682825089, 0.8890494108200073]",0.474124876,,,
5780,1,49.73%,88.77%,0.0679,"[0.07251713424921036, 0.9274829030036926]",0.453813632,,,
5781,1,49.74%,88.78%,0.0668,"[0.07032007724046707, 0.9296799302101135]",0.434462951,,,
5782,0,49.73%,88.78%,0,"[0.9999862909317017, 1.3761019545199815e-05]",0.412739803,,,
5783,1,49.74%,88.78%,0.0879,"[0.08931183815002441, 0.9106881618499756]",0.396497813,,,
5784,1,49.75%,88.78%,0.0715,"[0.1035556048154831, 0.8964444398880005]",0.380247922,,,
5785,0,49.74%,88.78%,0,"[0.9999778270721436, 2.2203708795132115e-05]",0.361235526,,,
5786,1,49.75%,88.79%,0.0344,"[0.03398877754807472, 0.9660112857818604]",0.34489375,,,
5787,0,49.74%,88.77%,0.0096,"[0.2537197172641754, 0.7462802529335022]",0.328129062,,,
5788,0,49.73%,88.77%,0,"[0.9999854564666748, 1.4572356121789198e-05]",0.311722609,,,
5789,1,49.74%,88.77%,0.0702,"[0.0672917366027832, 0.932708203792572]",0.299646479,,,
5790,1,49.75%,88.78%,0.785,"[0.45606285333633423, 0.5439371466636658]",0.323914155,,,
5791,0,49.74%,88.78%,0,"[0.9999827146530151, 1.72476011357503e-05]",0.307718447,,,
5792,1,49.75%,88.78%,0.0812,"[0.09209667146205902, 0.9079033136367798]",0.296392525,,,
5793,1,49.76%,88.78%,0.1775,"[0.13464170694351196, 0.8653582334518433]",0.290447898,,,
5794,0,49.75%,88.77%,2.9553,"[0.053571514785289764, 0.9464284777641296]",0.423690504,,,
5795,1,49.76%,88.77%,0.0279,"[0.027175307273864746, 0.9728246927261353]",0.403900978,,,
5796,0,49.75%,88.77%,0.0001,"[0.9999419450759888, 5.80064624955412e-05]",0.383710929,,,
5797,0,49.74%,88.77%,0.0024,"[0.9965732097625732, 0.0034268591552972794]",0.364645383,,,
5798,1,49.75%,88.77%,0.0371,"[0.03542620688676834, 0.9645738005638123]",0.348268114,,,
5799,0,49.74%,88.76%,0.2193,"[0.49596667289733887, 0.5040332674980164]",0.341819708,,,
5800,0,49.73%,88.76%,0.0001,"[0.9998811483383179, 0.00011879657540703192]",0.324733723,,,
5801,0,49.72%,88.76%,0,"[0.999977707862854, 2.223449519078713e-05]",0.308497037,,,
5802,1,49.73%,88.76%,0.0269,"[0.02858319692313671, 0.9714168310165405]",0.294417185,,,
5803,0,49.72%,88.77%,0.4928,"[0.8690441846847534, 0.13095584511756897]",0.304336326,,,
5804,1,49.73%,88.77%,0.4403,"[0.2549031972885132, 0.7450968027114868]",0.311134509,,,
5805,1,49.74%,88.77%,0.0463,"[0.04874354228377342, 0.9512563943862915]",0.297892784,,,
5806,1,49.75%,88.77%,0.0507,"[0.04725808650255203, 0.9527419209480286]",0.285533145,,,
5807,1,49.76%,88.77%,0.0468,"[0.04782944172620773, 0.9521704912185669]",0.273596487,,,
5808,0,49.75%,88.78%,0,"[0.9999747276306152, 2.527160177123733e-05]",0.259916663,,,
5809,0,49.74%,88.76%,3.0588,"[0.04535503685474396, 0.9546449184417725]",0.39986083,,,
5810,0,49.73%,88.76%,0,"[0.9999873638153076, 1.266140679945238e-05]",0.379867788,,,
5811,1,49.74%,88.76%,0.0416,"[0.03261547535657883, 0.9673845171928406]",0.362954399,,,
5812,0,49.73%,88.77%,0,"[0.9999895095825195, 1.0510320862522349e-05]",0.344806679,,,
5813,1,49.74%,88.77%,0.0337,"[0.03221898525953293, 0.9677810668945312]",0.329251345,,,
5814,0,49.73%,88.77%,0,"[0.9999885559082031, 1.14388594738557e-05]",0.312788778,,,
5815,0,49.72%,88.76%,1.6673,"[0.2409413754940033, 0.7590585947036743]",0.380514339,,,
5816,1,49.73%,88.76%,0.1907,"[0.10718487203121185, 0.892815113067627]",0.371023622,,,
5817,0,49.72%,88.76%,0,"[0.999981164932251, 1.8821241610567085e-05]",0.352472441,,,
5818,1,49.73%,88.76%,0.2012,"[0.27679720520973206, 0.7232028245925903]",0.344908819,,,
5819,1,49.74%,88.76%,0.0307,"[0.030385835096240044, 0.9696141481399536]",0.329198378,,,
5820,1,49.75%,88.76%,0.026,"[0.028395459055900574, 0.9716045260429382]",0.314038459,,,
5821,1,49.76%,88.77%,0.3086,"[0.2810160219669342, 0.7189840078353882]",0.313766536,,,
5822,0,49.75%,88.77%,0,"[0.9999884366989136, 1.1596123840718064e-05]",0.298078209,,,
5823,0,49.74%,88.75%,1.3916,"[0.16286468505859375, 0.8371353149414062]",0.352754299,,,
5824,1,49.75%,88.76%,0.0246,"[0.028077440336346626, 0.9719225168228149]",0.336346584,,,
5825,1,49.76%,88.76%,0.0422,"[0.05196265131235123, 0.948037326335907]",0.321639255,,,
5826,0,49.75%,88.76%,0.1484,"[0.6803577542304993, 0.31964224576950073]",0.312977292,,,
5827,0,49.74%,88.76%,0,"[0.9999876022338867, 1.2402432730596047e-05]",0.297328427,,,
5828,0,49.73%,88.76%,0,"[0.9999872446060181, 1.2812925888283644e-05]",0.282462006,,,
5829,0,49.73%,88.77%,0,"[0.9999884366989136, 1.156656799139455e-05]",0.268338906,,,
5830,0,49.72%,88.77%,0,"[0.9999874830245972, 1.2537789189082105e-05]",0.25492196,,,
5831,1,49.73%,88.77%,0.0545,"[0.04190901666879654, 0.9580910205841064]",0.244900862,,,
5832,0,49.72%,88.77%,0,"[0.999977707862854, 2.2338213966577314e-05]",0.232655819,,,
5833,1,49.73%,88.77%,0.0346,"[0.03613017871975899, 0.9638698101043701]",0.222753028,,,
5834,0,49.72%,88.77%,0,"[0.9999881982803345, 1.1831714800791815e-05]",0.211615377,,,
5835,0,49.71%,88.78%,0,"[0.9999796152114868, 2.0442961613298394e-05]",0.201034608,,,
5836,1,49.72%,88.78%,0.0614,"[0.08250359445810318, 0.917496383190155]",0.194052878,,,
5837,1,49.73%,88.78%,0.0667,"[0.07281506061553955, 0.9271848797798157]",0.187685234,,,
5838,0,49.72%,88.78%,0,"[0.9999908208847046, 9.169094482786022e-06]",0.178300972,,,
5839,0,49.71%,88.77%,2.9521,"[0.05725407972931862, 0.9427459239959717]",0.316990923,,,
5840,0,49.70%,88.77%,0.0003,"[0.9973821043968201, 0.0026178827974945307]",0.301156377,,,
5841,0,49.69%,88.77%,0,"[0.9999840259552002, 1.5981731849024072e-05]",0.286098558,,,
5842,1,49.70%,88.77%,0.039,"[0.0382697694003582, 0.9617301821708679]",0.27374363,,,
5843,1,49.71%,88.77%,0.0793,"[0.2085781842470169, 0.7914217710494995]",0.264021449,,,
5844,0,49.70%,88.78%,0,"[0.999984622001648, 1.5418465409311466e-05]",0.250820377,,,
5845,0,49.69%,88.78%,0,"[0.9999899864196777, 1.0009453944803681e-05]",0.238279358,,,
5846,1,49.70%,88.78%,0.0643,"[0.045334722846746445, 0.9546652436256409]",0.22958039,,,
5847,1,49.71%,88.78%,0.0977,"[0.1198805719614029, 0.8801193833351135]",0.22298637,,,
5848,0,49.70%,88.78%,0,"[0.9999631643295288, 3.68738328688778e-05]",0.211837052,,,
5849,1,49.71%,88.79%,0.0694,"[0.06719786673784256, 0.9328020811080933]",0.204715199,,,
5850,1,49.72%,88.79%,0.0515,"[0.04426247254014015, 0.9557375907897949]",0.197054439,,,
5851,1,49.73%,88.79%,0.0495,"[0.049873318523168564, 0.9501267075538635]",0.189676717,,,
5852,1,49.74%,88.79%,0.0224,"[0.021965283900499344, 0.9780347347259521]",0.181312881,,,
5853,0,49.73%,88.79%,0,"[0.9999171495437622, 8.279734902316704e-05]",0.172247237,,,
5854,1,49.74%,88.80%,0.045,"[0.03595418855547905, 0.9640458226203918]",0.165884875,,,
5855,0,49.73%,88.78%,0.7305,"[0.22301407158374786, 0.7769859433174133]",0.194115632,,,
5856,0,49.72%,88.77%,3.064,"[0.0487612783908844, 0.9512386918067932]",0.33760985,,,
5857,0,49.71%,88.75%,3.2782,"[0.03853524476289749, 0.9614647626876831]",0.484639358,,,
5858,1,49.72%,88.75%,0.0499,"[0.040962349623441696, 0.9590376019477844]",0.46290239,,,
5859,0,49.71%,88.75%,0,"[0.9999769926071167, 2.2987602278590202e-05]",0.43975727,,,
5860,1,49.72%,88.76%,0.1409,"[0.10455961525440216, 0.8954403400421143]",0.424814407,,,
5861,1,49.73%,88.76%,0.0439,"[0.04359510913491249, 0.9564048647880554]",0.405768686,,,
5862,1,49.74%,88.76%,0.1953,"[0.08573485165834427, 0.9142652153968811]",0.395245252,,,
5863,0,49.73%,88.76%,0,"[0.9999839067459106, 1.6150328519870527e-05]",0.375482989,,,
5864,1,49.74%,88.76%,0.032,"[0.036410074681043625, 0.9635899066925049]",0.35830884,,,
5865,0,49.73%,88.75%,2.7925,"[0.052862659096717834, 0.9471373558044434]",0.480018398,,,
5866,1,49.74%,88.75%,0.0543,"[0.05313032865524292, 0.9468696713447571]",0.458732478,,,
5867,0,49.73%,88.74%,0.2647,"[0.294883131980896, 0.7051169276237488]",0.449030854,,,
5868,1,49.74%,88.74%,0.0408,"[0.037352629005908966, 0.9626473188400269]",0.428619311,,,
5869,0,49.73%,88.74%,0,"[0.9999796152114868, 2.03559611691162e-05]",0.407188346,,,
5870,1,49.74%,88.72%,0.6775,"[0.9399440884590149, 0.0600559301674366]",0.420703929,,,
5871,0,49.73%,88.73%,0,"[0.9999879598617554, 1.1987631296506152e-05]",0.399668732,,,
5872,0,49.72%,88.73%,0,"[0.9999656677246094, 3.437657142058015e-05]",0.379685296,,,
5873,1,49.73%,88.73%,0.0793,"[0.07701203227043152, 0.9229879379272461]",0.364666031,,,
5874,1,49.74%,88.73%,0.0866,"[0.0800657719373703, 0.9199342131614685]",0.350762729,,,
5875,1,49.74%,88.73%,0.0501,"[0.04429401084780693, 0.955706000328064]",0.335729593,,,
5876,0,49.74%,88.74%,0.0002,"[0.999943733215332, 5.622419485007413e-05]",0.318953113,,,
5877,1,49.74%,88.74%,0.036,"[0.03511902317404747, 0.9648810029029846]",0.304805457,,,
5878,1,49.75%,88.74%,0.0506,"[0.050538741052150726, 0.9494612812995911]",0.292095185,,,
5879,0,49.74%,88.74%,0,"[0.9999836683273315, 1.636381057323888e-05]",0.277490425,,,
5880,0,49.74%,88.74%,0,"[0.9998641014099121, 0.00013589864829555154]",0.263615904,,,
5881,1,49.74%,88.75%,0.0588,"[0.10060161352157593, 0.8993983864784241]",0.253375109,,,
5882,1,49.75%,88.75%,0.0484,"[0.05807975307106972, 0.941920280456543]",0.243126353,,,
5883,0,49.75%,88.75%,0,"[0.9999840259552002, 1.593506931385491e-05]",0.230970036,,,
5884,0,49.74%,88.73%,1.8848,"[0.2276727259159088, 0.7723273038864136]",0.313661534,,,
5885,1,49.75%,88.74%,0.0546,"[0.06001842021942139, 0.9399815797805786]",0.300708457,,,
5886,0,49.74%,88.74%,0,"[0.9999593496322632, 4.059333514305763e-05]",0.285673034,,,
5887,0,49.73%,88.74%,0,"[0.9999809265136719, 1.9106675608782098e-05]",0.271389383,,,
5888,1,49.74%,88.74%,0.0324,"[0.034059345722198486, 0.9659406542778015]",0.259439914,,,
5889,0,49.73%,88.74%,0,"[0.9999880790710449, 1.187380803457927e-05]",0.246467918,,,
5890,0,49.72%,88.75%,0,"[0.9999867677688599, 1.320850606134627e-05]",0.234144522,,,
5891,0,49.71%,88.73%,2.9205,"[0.07690521329641342, 0.9230947494506836]",0.368462296,,,
5892,1,49.72%,88.73%,0.0627,"[0.05668528005480766, 0.9433146715164185]",0.353174181,,,
5893,0,49.71%,88.73%,0,"[0.9999853372573853, 1.4703688066219911e-05]",0.335515472,,,
5894,0,49.70%,88.74%,0,"[0.9999855756759644, 1.4448451111093163e-05]",0.318739698,,,
5895,1,49.71%,88.74%,0.0325,"[0.03203596547245979, 0.9679640531539917]",0.304427714,,,
5896,0,49.70%,88.74%,0,"[0.9999645948410034, 3.539943281793967e-05]",0.289206328,,,
