round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
5552,1,49.74%,88.58%,0.2495,"[0.17680229246616364, 0.8231977224349976]"
5553,1,49.75%,88.58%,0.1053,"[0.09277559816837311, 0.9072244167327881]"
5554,0,49.74%,88.59%,0.1063,"[0.9405402541160583, 0.05945973098278046]"
5555,1,49.75%,88.59%,0.1066,"[0.09651961922645569, 0.9034804105758667]"
5556,0,49.74%,88.57%,2.2899,"[0.10288570076227188, 0.8971142768859863]"
5557,0,49.73%,88.58%,0.0128,"[0.9872699975967407, 0.012729981914162636]"
5558,1,49.74%,88.58%,0.0941,"[0.09057515114545822, 0.909424901008606]"
5559,0,49.73%,88.58%,0.0128,"[0.9872651100158691, 0.012734933756291866]"
5560,0,49.72%,88.58%,0.6299,"[0.6110138297080994, 0.38898608088493347]"
5561,1,49.73%,88.58%,0.1019,"[0.09730913490056992, 0.9026908874511719]"
5562,1,49.74%,88.59%,0.1029,"[0.09902288019657135, 0.9009771347045898]"
5563,0,49.73%,88.57%,0.6775,"[0.2627910375595093, 0.7372089624404907]"
5564,0,49.72%,88.57%,0.0127,"[0.9873269200325012, 0.012673066928982735]"
5565,1,49.73%,88.57%,0.3883,"[0.32331520318984985, 0.6766847968101501]"
5566,1,49.74%,88.58%,0.0935,"[0.08750039339065552, 0.9124996066093445]"
5567,0,49.73%,88.58%,0.0127,"[0.9873599410057068, 0.012640025466680527]"
5568,1,49.74%,88.58%,0.113,"[0.10444927215576172, 0.8955507874488831]"
5569,0,49.73%,88.56%,2.175,"[0.11059397459030151, 0.8894060254096985]"
5570,0,49.72%,88.57%,0.013,"[0.9870988726615906, 0.012901118025183678]"
5571,1,49.73%,88.57%,0.1086,"[0.10304316133260727, 0.8969568610191345]"
5572,1,49.74%,88.57%,0.096,"[0.09152041375637054, 0.9084795713424683]"
5573,0,49.73%,88.57%,0.0127,"[0.987337589263916, 0.012662379071116447]"
5574,0,49.72%,88.56%,1.4381,"[0.4590962529182434, 0.5409036874771118]"
5575,1,49.73%,88.56%,0.1497,"[0.13467085361480713, 0.8653291463851929]"
5576,1,49.74%,88.56%,0.146,"[0.13879156112670898, 0.8612084984779358]"
5577,0,49.73%,88.56%,0.0127,"[0.9873914122581482, 0.012608516961336136]"
5578,1,49.74%,88.56%,0.1124,"[0.10469476878643036, 0.8953052163124084]"
5579,0,49.73%,88.57%,0.0127,"[0.9873380661010742, 0.012661878950893879]"
5580,0,49.72%,88.55%,2.0022,"[0.12468565255403519, 0.8753142952919006]"
5581,1,49.73%,88.55%,0.2635,"[0.15974634885787964, 0.8402535915374756]"
5582,1,49.74%,88.54%,2.9446,"[0.8966839909553528, 0.10331601649522781]"
5583,0,49.73%,88.54%,0.0174,"[0.9842541217803955, 0.015745902433991432]"
5584,0,49.72%,88.54%,0.0127,"[0.9873502850532532, 0.012649712152779102]"
5585,0,49.71%,88.54%,0.0128,"[0.9872540831565857, 0.01274587120860815]"
5586,1,49.72%,88.54%,0.1162,"[0.11043000221252441, 0.8895700573921204]"
5587,0,49.71%,88.55%,0.013,"[0.987069845199585, 0.01293016504496336]"
5588,1,49.72%,88.55%,0.1503,"[0.1439453363418579, 0.8560546636581421]"
5589,0,49.71%,88.55%,0.0161,"[0.9840109944343567, 0.015988990664482117]"
5590,0,49.70%,88.55%,0.0129,"[0.9871576428413391, 0.01284236740320921]"
5591,1,49.71%,88.56%,0.1233,"[0.11615459620952606, 0.883845329284668]"
5592,0,49.70%,88.54%,1.6328,"[0.20639584958553314, 0.7936040759086609]"
5593,0,49.70%,88.54%,0.0131,"[0.9869930744171143, 0.01300689298659563]"
5594,0,49.69%,88.54%,0.0381,"[0.9729222059249878, 0.02707783132791519]"
5595,0,49.68%,88.55%,0.013,"[0.9870752692222595, 0.012924669310450554]"
5596,1,49.69%,88.55%,0.1806,"[0.15191392600536346, 0.8480859994888306]"
5597,1,49.70%,88.55%,0.133,"[0.12470707297325134, 0.875292956829071]"
5598,1,49.71%,88.55%,0.1551,"[0.1405573934316635, 0.8594426512718201]"
5599,0,49.70%,88.55%,0.0317,"[0.9652435183525085, 0.03475645184516907]"
5600,1,49.71%,88.56%,0.6362,"[0.23455829918384552, 0.7654417157173157]"
5601,0,49.70%,88.56%,0.0132,"[0.9869210720062256, 0.013078956864774227]"
5602,0,49.69%,88.56%,0.0131,"[0.9870222210884094, 0.012977792881429195]"
5603,0,49.68%,88.56%,0.0132,"[0.9868096113204956, 0.013190439902245998]"
5604,1,49.69%,88.56%,0.1235,"[0.1272730529308319, 0.8727269768714905]"
5605,0,49.68%,88.57%,0.013,"[0.9870436787605286, 0.012956335209310055]"
5606,1,49.69%,88.57%,0.109,"[0.10570499300956726, 0.8942950367927551]"
5607,0,49.68%,88.57%,0.0131,"[0.9869614839553833, 0.01303852442651987]"
5608,0,49.67%,88.57%,0.0149,"[0.9843581914901733, 0.015641754493117332]"
5609,1,49.68%,88.57%,0.1209,"[0.11535125225782394, 0.8846487402915955]"
5610,1,49.69%,88.58%,0.1749,"[0.15005910396575928, 0.8499408960342407]"
5611,0,49.68%,88.56%,2.0381,"[0.1295323669910431, 0.8704676628112793]"
5612,0,49.67%,88.56%,0.0132,"[0.9868634939193726, 0.013136468827724457]"
5613,0,49.66%,88.56%,0.013,"[0.9870601892471313, 0.012939788401126862]"
5614,1,49.67%,88.57%,0.1642,"[0.14951708912849426, 0.8504828810691833]"
5615,0,49.66%,88.57%,0.0131,"[0.9869633316993713, 0.013036628253757954]"
5616,1,49.67%,88.57%,0.1697,"[0.1575450748205185, 0.8424549102783203]"
5617,0,49.66%,88.55%,1.8549,"[0.17016203701496124, 0.8298379778862]"
5618,1,49.67%,88.56%,0.1208,"[0.11451830714941025, 0.8854816555976868]"
5619,0,49.66%,88.56%,0.0131,"[0.98692387342453, 0.013076112605631351]"
5620,0,49.65%,88.56%,0.0132,"[0.9869493842124939, 0.01305057480931282]"
5621,0,49.64%,88.56%,0.0148,"[0.9853916764259338, 0.014608289115130901]"
5622,1,49.65%,88.56%,0.1482,"[0.13590411841869354, 0.8640958666801453]"
5623,1,49.66%,88.57%,0.1425,"[0.1346282958984375, 0.8653717041015625]"
5624,0,49.65%,88.57%,0.0132,"[0.986857533454895, 0.013142416253685951]"
5625,1,49.66%,88.57%,0.1507,"[0.1404774785041809, 0.8595225214958191]"
5626,0,49.65%,88.56%,1.0539,"[0.37409335374832153, 0.6259067058563232]"
5627,1,49.66%,88.56%,0.1718,"[0.15599559247493744, 0.8440043926239014]"
5628,1,49.67%,88.56%,0.2477,"[0.22199466824531555, 0.7780053615570068]"
5629,0,49.66%,88.56%,0.0133,"[0.9867833852767944, 0.013216677121818066]"
5630,0,49.65%,88.55%,1.3683,"[0.263540118932724, 0.7364599108695984]"
5631,0,49.64%,88.55%,0.0132,"[0.9868877530097961, 0.013112228363752365]"
5632,0,49.64%,88.53%,1.911,"[0.14467400312423706, 0.8553259968757629]"
5633,1,49.65%,88.53%,0.1826,"[0.15676575899124146, 0.8432342410087585]"
5634,0,49.64%,88.54%,0.0134,"[0.986748456954956, 0.013251579366624355]"
5635,0,49.63%,88.54%,0.013,"[0.987092912197113, 0.012907113879919052]"
5636,1,49.64%,88.54%,0.1702,"[0.1581905633211136, 0.8418093919754028]"
5637,0,49.63%,88.54%,0.0131,"[0.9870087504386902, 0.012991281226277351]"
5638,0,49.62%,88.54%,0.0131,"[0.986973762512207, 0.013026214204728603]"
5639,1,49.63%,88.55%,0.1381,"[0.12467486411333084, 0.875325083732605]"
5640,0,49.62%,88.55%,0.0137,"[0.9862469434738159, 0.013753078877925873]"
5641,0,49.61%,88.55%,0.0132,"[0.9869056344032288, 0.013094420544803143]"
5642,0,49.60%,88.55%,0.0144,"[0.985928475856781, 0.014071449637413025]"
5643,1,49.61%,88.55%,0.1668,"[0.16081511974334717, 0.8391848802566528]"
5644,0,49.60%,88.56%,0.0133,"[0.986786961555481, 0.013212994672358036]"
5645,0,49.59%,88.56%,0.0141,"[0.9859949946403503, 0.014005035161972046]"
5646,1,49.60%,88.56%,0.1712,"[0.1669190675020218, 0.8330808877944946]"
5647,1,49.61%,88.56%,0.256,"[0.2280736267566681, 0.7719263434410095]"
5648,0,49.60%,88.56%,0.013,"[0.9870251417160034, 0.012974879704415798]"
5649,0,49.59%,88.55%,1.5126,"[0.20030789077281952, 0.7996920943260193]"
5650,1,49.60%,88.55%,0.1827,"[0.1616070717573166, 0.838392972946167]"
5651,0,49.59%,88.55%,0.0132,"[0.9869122505187988, 0.013087748549878597]"
5652,0,49.58%,88.54%,1.7752,"[0.18451645970344543, 0.815483570098877]"
5653,1,49.59%,88.54%,0.1312,"[0.11677186191082001, 0.8832281827926636]"
5654,1,49.60%,88.54%,0.1335,"[0.1263410747051239, 0.8736590147018433]"
5655,1,49.61%,88.54%,0.1215,"[0.11540418118238449, 0.8845958113670349]"
5656,1,49.62%,88.55%,0.1922,"[0.16015072166919708, 0.8398492932319641]"
5657,1,49.63%,88.55%,0.255,"[0.23119081556797028, 0.7688091993331909]"
5658,0,49.62%,88.55%,0.1416,"[0.9099979996681213, 0.09000202268362045]"
5659,0,49.61%,88.55%,0.0129,"[0.987179160118103, 0.012820876203477383]"
5660,1,49.62%,88.55%,0.2214,"[0.1635320782661438, 0.8364679217338562]"
5661,0,49.61%,88.56%,0.0136,"[0.9866024255752563, 0.01339758187532425]"
5662,0,49.60%,88.56%,0.0135,"[0.9865725040435791, 0.013427452184259892]"
5663,1,49.61%,88.56%,0.1718,"[0.15181435644626617, 0.848185658454895]"
5664,1,49.62%,88.56%,0.1402,"[0.12955179810523987, 0.8704482316970825]"
5665,0,49.61%,88.56%,0.0132,"[0.9868795275688171, 0.013120493851602077]"
5666,1,49.62%,88.57%,0.2389,"[0.20823130011558533, 0.7917686700820923]"
5667,1,49.63%,88.57%,0.1955,"[0.16619502007961273, 0.8338049650192261]"
5668,1,49.64%,88.57%,0.2002,"[0.1817101240158081, 0.8182898759841919]"
5669,0,49.63%,88.57%,0.013,"[0.9870789051055908, 0.012921154499053955]"
5670,0,49.62%,88.57%,0.0137,"[0.9862388968467712, 0.013761022128164768]"
5671,1,49.63%,88.58%,0.1549,"[0.13974420726299286, 0.860255777835846]"
5672,0,49.62%,88.56%,0.8178,"[0.3398662209510803, 0.6601337790489197]"
5673,1,49.63%,88.56%,0.1803,"[0.20322799682617188, 0.7967719435691833]"
5674,1,49.64%,88.56%,0.1214,"[0.110244981944561, 0.8897549510002136]"
5675,0,49.63%,88.57%,0.013,"[0.9870439171791077, 0.012956121936440468]"
5676,0,49.62%,88.55%,2.1469,"[0.1184268444776535, 0.8815732002258301]"
5677,1,49.63%,88.55%,0.326,"[0.3319146931171417, 0.6680852770805359]"
5678,0,49.62%,88.54%,1.9992,"[0.13122141361236572, 0.8687785863876343]"
5679,1,49.63%,88.54%,0.1284,"[0.14439813792705536, 0.8556018471717834]"
5680,1,49.64%,88.54%,0.1606,"[0.14095716178417206, 0.8590428233146667]"
5681,0,49.63%,88.54%,0.0132,"[0.9868834614753723, 0.013116498477756977]"
5682,0,49.62%,88.54%,0.013,"[0.9870620369911194, 0.012937900610268116]"
5683,1,49.63%,88.55%,0.1342,"[0.12422583997249603, 0.8757741451263428]"
5684,1,49.64%,88.55%,0.1389,"[0.12870295345783234, 0.8712970018386841]"
5685,1,49.65%,88.53%,0.5551,"[0.6551737785339355, 0.34482625126838684]"
5686,1,49.66%,88.54%,0.1917,"[0.17906884849071503, 0.8209311962127686]"
5687,1,49.67%,88.54%,0.227,"[0.22883020341396332, 0.7711698412895203]"
5688,1,49.67%,88.54%,0.2037,"[0.24230904877185822, 0.757690966129303]"
5689,1,49.68%,88.54%,0.1949,"[0.20554032921791077, 0.7944597005844116]"
5690,0,49.67%,88.54%,0.022,"[0.9712960720062256, 0.02870391309261322]"
5691,1,49.68%,88.55%,0.1076,"[0.10297190397977829, 0.8970280289649963]"
5692,1,49.69%,88.55%,0.11,"[0.10367465764284134, 0.896325409412384]"
5693,1,49.70%,88.55%,0.113,"[0.10662839561700821, 0.89337158203125]"
5694,1,49.71%,88.55%,0.1281,"[0.12627239525318146, 0.8737276196479797]"
5695,1,49.72%,88.55%,0.4338,"[0.2059602588415146, 0.7940397262573242]"
5696,0,49.71%,88.56%,0.0131,"[0.9869987368583679, 0.01300128735601902]"
5697,1,49.72%,88.56%,0.1073,"[0.10238853096961975, 0.8976114392280579]"
5698,0,49.71%,88.54%,2.1021,"[0.12320059537887573, 0.8767994046211243]"
5699,1,49.72%,88.54%,0.0969,"[0.09190298616886139, 0.9080970287322998]"
5700,0,49.71%,88.55%,0.013,"[0.9871122241020203, 0.01288782712072134]"
5701,1,49.72%,88.55%,0.1015,"[0.09710163623094559, 0.9028983116149902]"
5702,1,49.73%,88.55%,0.103,"[0.09765120595693588, 0.9023488163948059]"
5703,0,49.72%,88.55%,0.0158,"[0.9840427041053772, 0.015957286581397057]"
5704,0,49.71%,88.55%,0.1456,"[0.9367289543151855, 0.06327106803655624]"
5705,0,49.70%,88.56%,0.0134,"[0.9866636991500854, 0.013336286880075932]"
5706,1,49.71%,88.56%,0.095,"[0.08880750089883804, 0.9111925363540649]"
5707,0,49.70%,88.56%,0.6608,"[0.7584368586540222, 0.24156317114830017]"
5708,1,49.71%,88.56%,0.1081,"[0.10225256532430649, 0.8977474570274353]"
5709,0,49.70%,88.56%,0.0129,"[0.9871533513069153, 0.012846610508859158]"
5710,0,49.69%,88.57%,0.0306,"[0.9736934900283813, 0.026306552812457085]"
5711,0,49.68%,88.57%,0.0183,"[0.9720789790153503, 0.02792101539671421]"
5712,0,49.68%,88.55%,1.2349,"[0.4138525724411011, 0.5861474275588989]"
5713,0,49.67%,88.54%,2.3691,"[0.09547168761491776, 0.9045282602310181]"
5714,0,49.66%,88.54%,0.026,"[0.9774050116539001, 0.02259494923055172]"
5715,0,49.65%,88.54%,0.0135,"[0.9864495396614075, 0.013550486415624619]"
5716,0,49.64%,88.54%,0.0141,"[0.9853426218032837, 0.014657414518296719]"
5717,0,49.63%,88.54%,0.0364,"[0.943739116191864, 0.05626087635755539]"
5718,1,49.64%,88.55%,0.1008,"[0.09883402287960052, 0.9011659622192383]"
5719,1,49.65%,88.55%,0.1161,"[0.11144465953111649, 0.8885554075241089]"
5720,1,49.66%,88.55%,0.1518,"[0.13822011649608612, 0.8617798089981079]"
5721,0,49.65%,88.55%,0.0132,"[0.9868283271789551, 0.013171708211302757]"
5722,1,49.66%,88.55%,0.1717,"[0.14854365587234497, 0.8514562845230103]"
5723,1,49.67%,88.56%,0.1445,"[0.14641325175762177, 0.853586733341217]"
5724,0,49.66%,88.56%,0.0144,"[0.983920156955719, 0.016079887747764587]"
5725,0,49.65%,88.54%,2.2652,"[0.10413958877325058, 0.8958604335784912]"
5726,1,49.66%,88.55%,0.1096,"[0.10303685069084167, 0.8969631195068359]"
5727,1,49.67%,88.55%,0.1168,"[0.10619599372148514, 0.8938040137290955]"
5728,1,49.68%,88.55%,0.1149,"[0.11565465480089188, 0.8843453526496887]"
5729,0,49.67%,88.55%,0.013,"[0.987105131149292, 0.012894859537482262]"
5730,1,49.68%,88.55%,0.1642,"[0.15453679859638214, 0.845463216304779]"
5731,1,49.69%,88.56%,0.1163,"[0.10959763079881668, 0.8904023766517639]"
5732,1,49.69%,88.56%,0.1147,"[0.10584867000579834, 0.8941513895988464]"
5733,1,49.70%,88.56%,0.111,"[0.10830185562372208, 0.8916981220245361]"
5734,0,49.69%,88.56%,0.0129,"[0.987223744392395, 0.01277628168463707]"
5735,1,49.70%,88.56%,0.1366,"[0.14099784195423126, 0.8590021729469299]"
5736,0,49.69%,88.55%,2.1759,"[0.1159239113330841, 0.8840760588645935]"
5737,0,49.69%,88.55%,0.0131,"[0.9870195388793945, 0.012980462051928043]"
5738,1,49.70%,88.55%,0.2629,"[0.34886884689331055, 0.6511310935020447]"
5739,1,49.70%,88.55%,0.234,"[0.1810063123703003, 0.8189936280250549]"
5740,0,49.70%,88.56%,0.0187,"[0.9847272634506226, 0.015272771008312702]"
5741,1,49.70%,88.56%,0.1068,"[0.10338002443313599, 0.896619975566864]"
5742,0,49.70%,88.54%,2.2414,"[0.1132902130484581, 0.8867098093032837]"
5743,1,49.70%,88.54%,0.1126,"[0.10600461810827255, 0.8939953446388245]"
5744,1,49.71%,88.55%,0.1107,"[0.1050250232219696, 0.8949750065803528]"
5745,0,49.70%,88.55%,0.0139,"[0.9864018559455872, 0.013598188757896423]"
5746,0,49.70%,88.55%,0.0142,"[0.9861095547676086, 0.013890434056520462]"
5747,1,49.70%,88.55%,0.1259,"[0.11554606258869171, 0.8844539523124695]"
5748,0,49.70%,88.55%,0.0363,"[0.9666978716850281, 0.033302050083875656]"
5749,1,49.70%,88.56%,0.1226,"[0.1144091933965683, 0.8855907917022705]"
5750,1,49.71%,88.56%,0.1184,"[0.11153680831193924, 0.8884631395339966]"
5751,1,49.72%,88.56%,0.1395,"[0.12956252694129944, 0.870437502861023]"
5752,0,49.71%,88.56%,0.013,"[0.9871484637260437, 0.012851589359343052]"
5753,1,49.72%,88.56%,0.1304,"[0.12448746711015701, 0.8755125403404236]"
5754,1,49.73%,88.57%,0.1397,"[0.13776353001594543, 0.8622364401817322]"
5755,1,49.74%,88.57%,0.1074,"[0.10133326798677444, 0.8986667394638062]"
5756,1,49.75%,88.57%,0.1127,"[0.10416959971189499, 0.8958303928375244]"
5757,1,49.76%,88.57%,0.1155,"[0.10980508476495743, 0.8901949524879456]"
5758,1,49.77%,88.57%,0.1066,"[0.10233812779188156, 0.8976618647575378]"
5759,1,49.77%,88.58%,0.1046,"[0.09883810579776764, 0.9011619091033936]"
5760,0,49.77%,88.58%,0.0134,"[0.9864684343338013, 0.013531575910747051]"
5761,1,49.77%,88.58%,0.1143,"[0.10629495233297348, 0.8937050700187683]"
5762,1,49.78%,88.58%,0.1017,"[0.0966993048787117, 0.9033007621765137]"
5763,0,49.77%,88.58%,0.0147,"[0.9846985936164856, 0.01530136726796627]"
5764,0,49.77%,88.59%,0.0151,"[0.9858945608139038, 0.01410550158470869]"
5765,0,49.76%,88.59%,0.0139,"[0.9859848022460938, 0.014015126042068005]"
5766,0,49.75%,88.57%,1.7531,"[0.18796546757221222, 0.8120344877243042]"
5767,0,49.74%,88.57%,0.0273,"[0.9713610410690308, 0.028638888150453568]"
5768,0,49.73%,88.58%,0.3378,"[0.8051897287368774, 0.19481025636196136]"
5769,0,49.72%,88.56%,2.1681,"[0.11775095015764236, 0.882249116897583]"
5770,0,49.71%,88.56%,0.0131,"[0.9870447516441345, 0.01295528095215559]"
5771,0,49.71%,88.57%,0.0128,"[0.9872822761535645, 0.012717713601887226]"
5772,1,49.71%,88.57%,0.1004,"[0.09511104226112366, 0.904888927936554]"
5773,1,49.72%,88.57%,0.1002,"[0.09591052681207657, 0.9040895104408264]"
5774,0,49.71%,88.55%,1.6541,"[0.2764945924282074, 0.7235053777694702]"
5775,1,49.72%,88.56%,0.1643,"[0.1457090526819229, 0.8542910218238831]"
5776,1,49.73%,88.56%,0.1079,"[0.10150466114282608, 0.8984953761100769]"
5777,1,49.74%,88.56%,0.1047,"[0.10178624093532562, 0.898213803768158]"
5778,0,49.73%,88.56%,0.0129,"[0.9871882200241089, 0.012811846099793911]"
5779,0,49.72%,88.55%,1.8368,"[0.149591326713562, 0.850408673286438]"
5780,1,49.73%,88.55%,0.1271,"[0.12022716552019119, 0.8797729015350342]"
5781,1,49.74%,88.55%,0.1507,"[0.12411679327487946, 0.875883162021637]"
5782,0,49.73%,88.55%,0.0131,"[0.986962080001831, 0.013037954457104206]"
5783,1,49.74%,88.55%,0.1283,"[0.1537168025970459, 0.8462831974029541]"
5784,1,49.75%,88.56%,0.1583,"[0.13673023879528046, 0.8632697463035583]"
5785,0,49.74%,88.56%,0.0129,"[0.9872190952301025, 0.01278084609657526]"
5786,1,49.75%,88.56%,0.1148,"[0.11077858507633209, 0.8892214298248291]"
5787,0,49.74%,88.56%,0.3098,"[0.8544556498527527, 0.14554433524608612]"
5788,0,49.73%,88.56%,0.0178,"[0.9798387289047241, 0.020161222666502]"
5789,1,49.74%,88.57%,0.1782,"[0.16260085999965668, 0.8373991250991821]"
5790,1,49.75%,88.57%,0.3239,"[0.26192909479141235, 0.7380709648132324]"
5791,0,49.74%,88.57%,0.0126,"[0.987471878528595, 0.012528162449598312]"
5792,1,49.75%,88.57%,0.2571,"[0.14541487395763397, 0.8545851707458496]"
5793,1,49.76%,88.56%,0.9243,"[0.5732036232948303, 0.42679640650749207]"
5794,0,49.75%,88.54%,1.3144,"[0.20642420649528503, 0.7935758233070374]"
5795,1,49.76%,88.54%,0.107,"[0.1061829924583435, 0.8938169479370117]"
5796,0,49.75%,88.55%,0.0128,"[0.987256646156311, 0.01274337712675333]"
5797,0,49.74%,88.55%,0.287,"[0.5546786785125732, 0.4453212320804596]"
5798,1,49.75%,88.55%,0.1121,"[0.10526154935359955, 0.894738495349884]"
5799,0,49.74%,88.55%,0.0626,"[0.940639317035675, 0.05936076492071152]"
5800,0,49.73%,88.55%,0.0128,"[0.9873407483100891, 0.012659238651394844]"
5801,0,49.72%,88.56%,0.0144,"[0.9862978458404541, 0.013702141121029854]"
5802,1,49.73%,88.56%,0.1034,"[0.09823483228683472, 0.9017651677131653]"
5803,0,49.72%,88.54%,0.1439,"[0.35787233710289, 0.6421276330947876]"
5804,1,49.73%,88.54%,0.4557,"[0.3635518550872803, 0.6364481449127197]"
5805,1,49.74%,88.55%,0.1243,"[0.11711076647043228, 0.8828892707824707]"
5806,1,49.75%,88.55%,0.1187,"[0.110014908015728, 0.8899850845336914]"
5807,1,49.76%,88.55%,0.1068,"[0.10225869715213776, 0.8977413177490234]"
5808,0,49.75%,88.55%,0.0137,"[0.9864951372146606, 0.013504933565855026]"
5809,0,49.74%,88.54%,1.2658,"[0.16627612709999084, 0.8337239027023315]"
5810,0,49.73%,88.54%,0.0126,"[0.9874284863471985, 0.012571469880640507]"
5811,1,49.74%,88.54%,0.102,"[0.10036958009004593, 0.8996303677558899]"
5812,0,49.73%,88.54%,0.0125,"[0.9876515865325928, 0.012348422780632973]"
5813,1,49.74%,88.54%,0.1052,"[0.09912875294685364, 0.9008712768554688]"
5814,0,49.73%,88.55%,0.0126,"[0.9875093102455139, 0.012490687891840935]"
5815,0,49.72%,88.53%,1.5967,"[0.1534179002046585, 0.8465821146965027]"
5816,1,49.73%,88.53%,0.3654,"[0.18317227065563202, 0.8168277740478516]"
5817,0,49.72%,88.54%,0.0126,"[0.9874574542045593, 0.012542510405182838]"
5818,1,49.73%,88.52%,0.1636,"[0.7170247435569763, 0.2829752564430237]"
5819,1,49.74%,88.52%,0.1064,"[0.1176438108086586, 0.8823561668395996]"
5820,1,49.75%,88.52%,0.1156,"[0.10623105615377426, 0.8937689661979675]"
5821,1,49.76%,88.51%,0.4516,"[0.9633591771125793, 0.03664083406329155]"
5822,0,49.75%,88.51%,0.0125,"[0.9875717163085938, 0.012428250163793564]"
5823,0,49.74%,88.50%,0.036,"[0.49946895241737366, 0.5005309581756592]"
5824,1,49.75%,88.50%,0.1148,"[0.14104269444942474, 0.8589572906494141]"
5825,1,49.76%,88.50%,1.0309,"[0.1652134358882904, 0.8347865343093872]"
5826,0,49.75%,88.50%,0.143,"[0.9116571545600891, 0.08834284543991089]"
5827,0,49.74%,88.50%,0.0126,"[0.9874841570854187, 0.012515868991613388]"
5828,0,49.73%,88.51%,0.0131,"[0.9870948195457458, 0.01290524285286665]"
5829,0,49.73%,88.51%,0.0144,"[0.9855624437332153, 0.014437480829656124]"
5830,0,49.72%,88.51%,0.0134,"[0.987136960029602, 0.012863039039075375]"
5831,1,49.73%,88.51%,0.1781,"[0.1846103072166443, 0.8153896331787109]"
5832,0,49.72%,88.51%,0.0131,"[0.9867126941680908, 0.01328735426068306]"
5833,1,49.73%,88.52%,0.1037,"[0.10039591044187546, 0.8996040225028992]"
5834,0,49.72%,88.52%,0.0128,"[0.9872455596923828, 0.012754382565617561]"
5835,0,49.71%,88.52%,0.0131,"[0.986844539642334, 0.01315547339618206]"
5836,1,49.72%,88.52%,0.1386,"[0.11546158790588379, 0.8845383524894714]"
5837,1,49.73%,88.52%,0.1472,"[0.12647493183612823, 0.873525083065033]"
5838,0,49.72%,88.53%,0.0127,"[0.987171471118927, 0.012828592211008072]"
5839,0,49.71%,88.51%,1.7996,"[0.14759498834609985, 0.8524050116539001]"
5840,0,49.70%,88.51%,0.1862,"[0.8769487142562866, 0.12305131554603577]"
5841,0,49.69%,88.51%,0.013,"[0.987348198890686, 0.012651748955249786]"
5842,1,49.70%,88.52%,0.119,"[0.11028105020523071, 0.8897188901901245]"
5843,1,49.71%,88.50%,1.0384,"[0.8581582903862, 0.14184169471263885]"
5844,0,49.70%,88.50%,0.0138,"[0.9865031242370605, 0.013496866449713707]"
5845,0,49.69%,88.50%,0.0125,"[0.9875576496124268, 0.012442333623766899]"
5846,1,49.70%,88.51%,0.101,"[0.1391754299402237, 0.8608245849609375]"
5847,1,49.71%,88.51%,0.977,"[0.2207287698984146, 0.7792712450027466]"
5848,0,49.70%,88.51%,0.0126,"[0.9874611496925354, 0.012538885697722435]"
5849,1,49.71%,88.51%,0.1164,"[0.11946984380483627, 0.8805301189422607]"
5850,1,49.72%,88.51%,0.1339,"[0.10632295161485672, 0.8936770558357239]"
5851,1,49.73%,88.52%,0.1162,"[0.13147099316120148, 0.8685289621353149]"
5852,1,49.74%,88.52%,0.1048,"[0.09816070646047592, 0.9018393158912659]"
5853,0,49.73%,88.52%,0.0128,"[0.9870004653930664, 0.0129994573071599]"
5854,1,49.74%,88.52%,0.1061,"[0.10386684536933899, 0.8961331248283386]"
5855,0,49.73%,88.51%,0.7262,"[0.4145047068595886, 0.5854952931404114]"
5856,0,49.72%,88.49%,2.2361,"[0.1046149730682373, 0.8953850269317627]"
5857,0,49.71%,88.48%,2.3143,"[0.10273270308971405, 0.89726722240448]"
5858,1,49.72%,88.48%,0.1172,"[0.11240007728338242, 0.8876000046730042]"
5859,0,49.71%,88.48%,0.0124,"[0.9876696467399597, 0.01233038492500782]"
5860,1,49.72%,88.48%,0.1503,"[0.14541330933570862, 0.8545867204666138]"
5861,1,49.73%,88.49%,0.1068,"[0.1006959080696106, 0.8993040919303894]"
5862,1,49.74%,88.49%,0.4527,"[0.2987470030784607, 0.7012529373168945]"
5863,0,49.73%,88.49%,0.0124,"[0.9876108765602112, 0.012389086186885834]"
5864,1,49.74%,88.49%,0.1087,"[0.1018456220626831, 0.8981543183326721]"
5865,0,49.73%,88.48%,2.1733,"[0.12616126239299774, 0.8738387227058411]"
5866,1,49.74%,88.48%,0.1239,"[0.1130494773387909, 0.8869505524635315]"
5867,0,49.73%,88.48%,0.1554,"[0.8854212760925293, 0.11457865685224533]"
5868,1,49.74%,88.48%,0.1033,"[0.0979154035449028, 0.9020845890045166]"
5869,0,49.73%,88.48%,0.0125,"[0.9875543713569641, 0.012445555068552494]"
5870,1,49.74%,88.49%,0.1918,"[0.31387555599212646, 0.6861245036125183]"
5871,0,49.73%,88.49%,0.0128,"[0.9872279167175293, 0.0127720283344388]"
5872,0,49.72%,88.49%,0.0129,"[0.9871527552604675, 0.012847257778048515]"
5873,1,49.73%,88.49%,0.142,"[0.1443621814250946, 0.855637788772583]"
5874,1,49.74%,88.49%,0.1312,"[0.13255804777145386, 0.8674419522285461]"
5875,1,49.74%,88.50%,0.1146,"[0.11020142585039139, 0.8897985816001892]"
5876,0,49.74%,88.50%,0.0125,"[0.9875258207321167, 0.012474260292947292]"
5877,1,49.74%,88.50%,0.1125,"[0.10588765889406204, 0.8941122889518738]"
5878,1,49.75%,88.50%,0.1292,"[0.12284208089113235, 0.8771579265594482]"
