round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
5407,1,49.65%,88.05%,0.1578,"[0.14303264021873474, 0.8569673299789429]"
5408,0,49.64%,88.06%,0.0138,"[0.9862572550773621, 0.013742786832153797]"
5409,1,49.65%,88.06%,0.1157,"[0.10975124686956406, 0.8902488350868225]"
5410,0,49.64%,88.06%,0.0134,"[0.9866618514060974, 0.013338092714548111]"
5411,0,49.63%,88.06%,0.0134,"[0.9867014288902283, 0.013298516161739826]"
5412,0,49.62%,88.07%,0.0134,"[0.9866368174552917, 0.013363230973482132]"
5413,1,49.63%,88.07%,0.1111,"[0.10517305880784988, 0.8948269486427307]"
5414,1,49.64%,88.07%,0.1199,"[0.11911394447088242, 0.8808861374855042]"
5415,1,49.65%,88.07%,0.1164,"[0.1104080006480217, 0.8895919919013977]"
5416,1,49.66%,88.07%,0.1113,"[0.10531283915042877, 0.8946871161460876]"
5417,1,49.67%,88.08%,0.1162,"[0.10741084069013596, 0.8925891518592834]"
5418,0,49.66%,88.08%,0.0133,"[0.9868032336235046, 0.013196715153753757]"
5419,0,49.65%,88.08%,0.0134,"[0.9867250919342041, 0.013274861499667168]"
5420,1,49.66%,88.08%,0.1248,"[0.12331689894199371, 0.8766831159591675]"
5421,0,49.65%,88.09%,0.0132,"[0.9868309497833252, 0.013169030658900738]"
5422,1,49.66%,88.09%,0.1027,"[0.09579389542341232, 0.9042060375213623]"
5423,1,49.67%,88.09%,0.1078,"[0.10025116056203842, 0.8997488617897034]"
5424,0,49.66%,88.09%,0.0135,"[0.9865250587463379, 0.013474897481501102]"
5425,0,49.65%,88.09%,0.0139,"[0.9861878752708435, 0.013812145218253136]"
5426,0,49.64%,88.10%,0.0134,"[0.9866542220115662, 0.013345840387046337]"
5427,0,49.63%,88.10%,0.0132,"[0.9869043231010437, 0.013095634058117867]"
5428,1,49.64%,88.10%,0.1043,"[0.09883687645196915, 0.9011631608009338]"
5429,1,49.65%,88.10%,0.1001,"[0.09578928351402283, 0.9042107462882996]"
5430,1,49.66%,88.11%,0.1032,"[0.09766723215579987, 0.9023327827453613]"
5431,0,49.65%,88.09%,2.1952,"[0.10276328772306442, 0.897236704826355]"
5432,0,49.64%,88.09%,0.0133,"[0.9868265390396118, 0.013173386454582214]"
5433,1,49.65%,88.09%,0.1,"[0.0955050140619278, 0.9044950008392334]"
5434,1,49.66%,88.10%,0.1067,"[0.10127878189086914, 0.8987212181091309]"
5435,1,49.67%,88.10%,0.1034,"[0.09875310957431793, 0.9012469053268433]"
5436,1,49.68%,88.10%,0.109,"[0.10048003494739532, 0.8995199203491211]"
5437,0,49.67%,88.10%,0.0143,"[0.9858716130256653, 0.014128356240689754]"
5438,1,49.68%,88.10%,0.0994,"[0.09806819260120392, 0.9019318222999573]"
5439,0,49.67%,88.11%,0.0131,"[0.9870173335075378, 0.012982637621462345]"
5440,0,49.66%,88.09%,1.9671,"[0.14370694756507874, 0.8562930226325989]"
5441,1,49.67%,88.09%,0.1021,"[0.0997522622346878, 0.9002476930618286]"
5442,1,49.68%,88.09%,0.1144,"[0.10758933424949646, 0.8924106955528259]"
5443,1,49.69%,88.10%,0.1046,"[0.10525206476449966, 0.8947479128837585]"
5444,1,49.70%,88.10%,0.1272,"[0.1107807457447052, 0.8892192244529724]"
5445,0,49.69%,88.10%,0.0132,"[0.9869287014007568, 0.013071289286017418]"
5446,1,49.70%,88.10%,0.1113,"[0.10884052515029907, 0.8911594748497009]"
5447,0,49.69%,88.11%,0.0134,"[0.9867227673530579, 0.013277210295200348]"
5448,1,49.70%,88.11%,0.1144,"[0.10552643984556198, 0.8944735527038574]"
5449,0,49.69%,88.11%,0.0142,"[0.9860132336616516, 0.013986748643219471]"
5450,0,49.68%,88.11%,0.0137,"[0.986409604549408, 0.013590380549430847]"
5451,0,49.67%,88.11%,0.0135,"[0.9866594076156616, 0.013340617530047894]"
5452,1,49.68%,88.12%,0.1023,"[0.09786812216043472, 0.9021319150924683]"
5453,0,49.67%,88.12%,0.0131,"[0.9869824647903442, 0.013017487712204456]"
5454,1,49.68%,88.12%,0.1008,"[0.0958472192287445, 0.9041527509689331]"
5455,0,49.67%,88.10%,1.5173,"[0.1972939521074295, 0.8027060627937317]"
5456,1,49.68%,88.11%,0.1054,"[0.09539961814880371, 0.9046003818511963]"
5457,1,49.69%,88.11%,0.1073,"[0.09809589385986328, 0.9019040465354919]"
5458,0,49.68%,88.09%,2.186,"[0.1142471507191658, 0.88575279712677]"
5459,0,49.67%,88.10%,0.0136,"[0.9865585565567017, 0.013441437855362892]"
5460,1,49.68%,88.10%,0.1433,"[0.16533197462558746, 0.8346680402755737]"
5461,1,49.69%,88.10%,0.124,"[0.1215200126171112, 0.8784799575805664]"
5462,1,49.70%,88.10%,0.1259,"[0.11401108652353287, 0.8859889507293701]"
5463,0,49.69%,88.10%,0.013,"[0.9870755076408386, 0.01292445044964552]"
5464,0,49.68%,88.11%,0.013,"[0.987083911895752, 0.01291610673069954]"
5465,1,49.69%,88.11%,0.1442,"[0.13499577343463898, 0.8650042414665222]"
5466,0,49.68%,88.11%,0.013,"[0.9870626330375671, 0.012937421910464764]"
5467,1,49.69%,88.11%,0.1089,"[0.10078297555446625, 0.8992170691490173]"
5468,1,49.70%,88.11%,0.106,"[0.10044840723276138, 0.8995515704154968]"
5469,0,49.69%,88.12%,0.013,"[0.987071692943573, 0.012928369455039501]"
5470,1,49.70%,88.12%,0.2681,"[0.30240699648857117, 0.6975929737091064]"
5471,1,49.71%,88.12%,0.1193,"[0.11231634765863419, 0.8876836895942688]"
5472,1,49.72%,88.12%,0.1311,"[0.1285809874534607, 0.8714190125465393]"
5473,1,49.73%,88.13%,0.1293,"[0.11158978939056396, 0.888410210609436]"
5474,0,49.72%,88.13%,0.013,"[0.9871312975883484, 0.012868689373135567]"
5475,1,49.73%,88.13%,0.1254,"[0.11793437600135803, 0.8820655941963196]"
5476,1,49.74%,88.13%,0.1333,"[0.12862536311149597, 0.8713745474815369]"
5477,1,49.74%,88.13%,0.1272,"[0.11406698077917099, 0.885932981967926]"
5478,1,49.75%,88.14%,0.1403,"[0.13866432011127472, 0.8613356351852417]"
5479,1,49.76%,88.14%,0.1305,"[0.12815047800540924, 0.8718494772911072]"
5480,1,49.77%,88.14%,0.1068,"[0.10261741280555725, 0.8973826169967651]"
5481,1,49.78%,88.14%,0.1195,"[0.10721352696418762, 0.89278644323349]"
5482,0,49.77%,88.13%,2.0327,"[0.26571962237358093, 0.7342803478240967]"
5483,1,49.78%,88.13%,0.1298,"[0.12814156711101532, 0.8718583583831787]"
5484,0,49.77%,88.13%,0.014,"[0.9861084818840027, 0.01389155164361]"
5485,0,49.76%,88.13%,0.0144,"[0.9853794574737549, 0.01462056115269661]"
5486,1,49.77%,88.14%,0.1088,"[0.10268092155456543, 0.8973190784454346]"
5487,1,49.78%,88.14%,0.099,"[0.09544653445482254, 0.9045534729957581]"
5488,0,49.77%,88.12%,0.0271,"[0.4065740406513214, 0.5934259295463562]"
5489,0,49.76%,88.12%,0.0129,"[0.9871665835380554, 0.012833386659622192]"
5490,1,49.77%,88.13%,0.1238,"[0.11499844491481781, 0.8850015997886658]"
5491,0,49.76%,88.11%,2.2724,"[0.10496634244918823, 0.8950336575508118]"
5492,0,49.75%,88.11%,0.013,"[0.9871317148208618, 0.012868216261267662]"
5493,1,49.76%,88.11%,0.1038,"[0.09819740056991577, 0.9018025398254395]"
5494,0,49.75%,88.12%,0.0128,"[0.9872424602508545, 0.012757554650306702]"
5495,0,49.75%,88.12%,0.013,"[0.9870823621749878, 0.01291760802268982]"
5496,0,49.74%,88.12%,0.0141,"[0.9860572814941406, 0.013942764140665531]"
5497,1,49.75%,88.12%,0.1382,"[0.12761782109737396, 0.8723821640014648]"
5498,0,49.74%,88.11%,2.2903,"[0.09855519980192184, 0.9014447927474976]"
5499,0,49.73%,88.11%,0.0129,"[0.9872260689735413, 0.012773887254297733]"
5500,0,49.72%,88.11%,0.0132,"[0.9869009852409363, 0.013098999857902527]"
5501,1,49.73%,88.11%,0.1129,"[0.10638163238763809, 0.8936183452606201]"
5502,1,49.74%,88.12%,0.134,"[0.13737572729587555, 0.8626242876052856]"
5503,1,49.75%,88.12%,0.1203,"[0.11099182814359665, 0.8890081644058228]"
5504,0,49.74%,88.12%,0.0131,"[0.986941397190094, 0.013058623299002647]"
5505,1,49.75%,88.12%,0.1111,"[0.11002245545387268, 0.8899775743484497]"
5506,0,49.74%,88.12%,0.013,"[0.9871104955673218, 0.012889482080936432]"
5507,1,49.75%,88.13%,0.1188,"[0.11454503238201141, 0.8854549527168274]"
5508,0,49.74%,88.13%,0.0138,"[0.9865044951438904, 0.01349548902362585]"
5509,1,49.75%,88.13%,0.1174,"[0.11056434363126755, 0.8894356489181519]"
5510,1,49.76%,88.13%,0.1222,"[0.12064043432474136, 0.8793595433235168]"
5511,0,49.75%,88.13%,0.0131,"[0.9869725108146667, 0.013027502223849297]"
5512,1,49.76%,88.14%,0.1055,"[0.1013091504573822, 0.8986908793449402]"
5513,1,49.76%,88.14%,0.1073,"[0.1013520285487175, 0.8986479640007019]"
5514,1,49.77%,88.14%,0.1203,"[0.11255417764186859, 0.8874458074569702]"
5515,1,49.78%,88.14%,0.1226,"[0.12011881172657013, 0.8798812031745911]"
5516,0,49.77%,88.15%,0.0128,"[0.9872718453407288, 0.012728183530271053]"
5517,1,49.78%,88.15%,0.1108,"[0.10357975214719772, 0.8964202404022217]"
5518,0,49.77%,88.15%,0.0128,"[0.9872933626174927, 0.012706630863249302]"
5519,1,49.78%,88.15%,0.1103,"[0.10389416664838791, 0.8961058259010315]"
5520,0,49.77%,88.15%,0.0159,"[0.9839862585067749, 0.01601368375122547]"
5521,0,49.76%,88.14%,2.0822,"[0.12702131271362305, 0.8729787468910217]"
5522,1,49.77%,88.14%,0.1097,"[0.10344525426626205, 0.896554708480835]"
5523,0,49.76%,88.14%,0.0133,"[0.9868639707565308, 0.013136056251823902]"
5524,0,49.76%,88.14%,0.0129,"[0.9872037768363953, 0.01279620360583067]"
5525,1,49.76%,88.15%,0.117,"[0.10375136882066727, 0.8962485790252686]"
5526,0,49.76%,88.15%,0.0559,"[0.9124437570571899, 0.08755622059106827]"
5527,1,49.76%,88.15%,0.1025,"[0.09694598615169525, 0.9030540585517883]"
5528,0,49.76%,88.14%,1.6043,"[0.18378067016601562, 0.8162193894386292]"
5529,1,49.76%,88.14%,0.105,"[0.09895189851522446, 0.9010480642318726]"
5530,0,49.76%,88.14%,0.0129,"[0.9871631264686584, 0.012836897745728493]"
5531,0,49.75%,88.12%,2.07,"[0.12001176178455353, 0.8799883127212524]"
5532,0,49.74%,88.13%,0.0132,"[0.9869326949119568, 0.013067303225398064]"
5533,1,49.75%,88.13%,0.1076,"[0.10231753438711166, 0.8976824283599854]"
5534,0,49.74%,88.13%,0.0131,"[0.9869194626808167, 0.013080594129860401]"
5535,0,49.73%,88.13%,0.0128,"[0.9872857928276062, 0.012714182026684284]"
5536,1,49.74%,88.13%,0.1114,"[0.10772130638360977, 0.8922786712646484]"
5537,1,49.75%,88.14%,0.1093,"[0.10355139523744583, 0.89644855260849]"
5538,1,49.76%,88.14%,0.1674,"[0.15149840712547302, 0.8485015630722046]"
5539,0,49.75%,88.14%,0.013,"[0.9871570467948914, 0.01284291036427021]"
5540,0,49.74%,88.14%,0.0128,"[0.987308919429779, 0.01269105076789856]"
5541,1,49.75%,88.15%,0.255,"[0.188960999250412, 0.8110389709472656]"
5542,0,49.74%,88.15%,0.0133,"[0.9867830276489258, 0.013216936960816383]"
5543,1,49.75%,88.15%,0.1401,"[0.13058000802993774, 0.8694199323654175]"
5544,0,49.74%,88.15%,0.0128,"[0.9872673153877258, 0.012732629664242268]"
5545,1,49.75%,88.15%,0.2171,"[0.1774148792028427, 0.8225851058959961]"
5546,0,49.74%,88.14%,2.1585,"[0.11594156175851822, 0.8840584754943848]"
5547,0,49.73%,88.14%,0.0181,"[0.9817771315574646, 0.018222881481051445]"
5548,0,49.72%,88.14%,0.0128,"[0.9872490763664246, 0.012750889174640179]"
5549,0,49.71%,88.14%,0.0982,"[0.9059121608734131, 0.0940878614783287]"
5550,1,49.72%,88.15%,0.1089,"[0.10401470959186554, 0.8959852457046509]"
5551,1,49.73%,88.15%,0.1131,"[0.10770746320486069, 0.8922924995422363]"
5552,1,49.74%,88.15%,0.189,"[0.16068343818187714, 0.8393165469169617]"
5553,1,49.75%,88.15%,0.1275,"[0.12352064251899719, 0.8764793872833252]"
5554,0,49.74%,88.14%,1.7369,"[0.18501609563827515, 0.8149839043617249]"
5555,1,49.75%,88.14%,0.1358,"[0.12827543914318085, 0.871724545955658]"
5556,0,49.74%,88.12%,1.9742,"[0.13936950266361237, 0.8606305122375488]"
5557,0,49.73%,88.13%,0.0128,"[0.9872969388961792, 0.012703077867627144]"
5558,1,49.74%,88.13%,0.1283,"[0.11893726885318756, 0.8810627460479736]"
5559,0,49.73%,88.13%,0.0127,"[0.9873436689376831, 0.012656288221478462]"
5560,0,49.72%,88.13%,0.0209,"[0.980743944644928, 0.01925605721771717]"
5561,1,49.73%,88.13%,0.1575,"[0.14570064842700958, 0.8542993664741516]"
5562,1,49.74%,88.14%,0.1446,"[0.13442111015319824, 0.8655788898468018]"
5563,0,49.73%,88.14%,0.022,"[0.9752995371818542, 0.024700403213500977]"
5564,0,49.72%,88.14%,0.0127,"[0.9873537421226501, 0.012646283023059368]"
5565,1,49.73%,88.14%,1.2934,"[0.2891065180301666, 0.7108935117721558]"
5566,1,49.74%,88.14%,0.1222,"[0.1158040463924408, 0.8841959834098816]"
5567,0,49.73%,88.15%,0.0128,"[0.9873101711273193, 0.012689807452261448]"
5568,1,49.74%,88.15%,0.1654,"[0.16274836659431458, 0.837251603603363]"
5569,0,49.73%,88.13%,1.8166,"[0.1714581996202469, 0.8285418152809143]"
5570,0,49.72%,88.13%,0.0128,"[0.9872606992721558, 0.012739303521811962]"
5571,1,49.73%,88.14%,0.1476,"[0.13890643417835236, 0.8610935211181641]"
5572,1,49.74%,88.14%,0.1176,"[0.11104297637939453, 0.8889569640159607]"
5573,0,49.73%,88.14%,0.0128,"[0.987248957157135, 0.012750997208058834]"
5574,0,49.72%,88.13%,1.2775,"[0.3220486044883728, 0.6779513955116272]"
5575,1,49.73%,88.13%,0.1619,"[0.15935735404491425, 0.8406426310539246]"
5576,1,49.74%,88.13%,0.2205,"[0.2101280689239502, 0.7898719310760498]"
5577,0,49.73%,88.13%,0.0129,"[0.9872313141822815, 0.012768742628395557]"
5578,1,49.74%,88.13%,0.131,"[0.1253732144832611, 0.8746268153190613]"
5579,0,49.73%,88.14%,0.0129,"[0.987181544303894, 0.012818451039493084]"
5580,0,49.72%,88.12%,1.8601,"[0.14964993298053741, 0.850350022315979]"
5581,1,49.73%,88.12%,0.1861,"[0.17958302795886993, 0.8204169869422913]"
5582,1,49.74%,88.11%,1.2168,"[0.6823745965957642, 0.31762534379959106]"
5583,0,49.73%,88.11%,0.0695,"[0.9069676995277405, 0.09303231537342072]"
5584,0,49.72%,88.11%,0.0129,"[0.9871523976325989, 0.012847614474594593]"
5585,0,49.71%,88.11%,0.013,"[0.9870878458023071, 0.012912217527627945]"
5586,1,49.72%,88.12%,0.1321,"[0.12414495646953583, 0.8758549690246582]"
5587,0,49.71%,88.12%,0.013,"[0.9870967864990234, 0.012903237715363503]"
5588,1,49.72%,88.12%,0.1944,"[0.18117418885231018, 0.8188257813453674]"
5589,0,49.71%,88.12%,0.0143,"[0.9853113889694214, 0.014688665047287941]"
5590,0,49.70%,88.12%,0.0129,"[0.9871504306793213, 0.012849550694227219]"
5591,1,49.71%,88.13%,0.1412,"[0.13568253815174103, 0.8643174767494202]"
5592,0,49.70%,88.11%,1.3804,"[0.23716187477111816, 0.7628381848335266]"
5593,0,49.70%,88.11%,0.0129,"[0.9871484637260437, 0.012851527892053127]"
5594,0,49.69%,88.11%,0.031,"[0.9807335138320923, 0.019266532734036446]"
5595,0,49.68%,88.12%,0.0129,"[0.9871512651443481, 0.012848751619458199]"
5596,1,49.69%,88.12%,0.2417,"[0.22082054615020752, 0.7791794538497925]"
5597,1,49.70%,88.12%,0.1468,"[0.13588951528072357, 0.8641104698181152]"
5598,1,49.71%,88.12%,0.1813,"[0.17756998538970947, 0.8224299550056458]"
5599,0,49.70%,88.12%,0.0132,"[0.9869264364242554, 0.013073590584099293]"
5600,1,49.71%,88.11%,0.7021,"[0.5826928019523621, 0.4173072278499603]"
5601,0,49.70%,88.11%,0.013,"[0.9871193170547485, 0.012880676425993443]"
5602,0,49.69%,88.11%,0.0129,"[0.9871532320976257, 0.012846755795180798]"
5603,0,49.68%,88.12%,0.0129,"[0.9871604442596436, 0.012839611619710922]"
5604,1,49.69%,88.12%,0.1374,"[0.12706923484802246, 0.8729307651519775]"
5605,0,49.68%,88.12%,0.0129,"[0.9871479868888855, 0.012851957231760025]"
5606,1,49.69%,88.12%,0.1269,"[0.12128744274377823, 0.87871253490448]"
5607,0,49.68%,88.12%,0.0129,"[0.9871830940246582, 0.012816930189728737]"
5608,0,49.67%,88.13%,0.0135,"[0.9865531325340271, 0.013446813449263573]"
5609,1,49.68%,88.13%,0.1283,"[0.12358205020427704, 0.8764179348945618]"
5610,1,49.69%,88.13%,0.2494,"[0.19044214487075806, 0.8095578551292419]"
5611,0,49.68%,88.11%,1.8906,"[0.13950778543949127, 0.8604921698570251]"
5612,0,49.67%,88.12%,0.0132,"[0.9868746399879456, 0.013125434517860413]"
5613,0,49.66%,88.12%,0.0129,"[0.9871954917907715, 0.012804446741938591]"
5614,1,49.67%,88.12%,0.158,"[0.1393091380596161, 0.8606908321380615]"
5615,0,49.66%,88.12%,0.0129,"[0.9871405959129333, 0.012859450653195381]"
5616,1,49.67%,88.13%,0.4194,"[0.35202720761299133, 0.647972822189331]"
5617,0,49.66%,88.11%,2.0249,"[0.13127560913562775, 0.8687244057655334]"
5618,1,49.67%,88.11%,0.1229,"[0.1140882670879364, 0.885911762714386]"
5619,0,49.66%,88.11%,0.0129,"[0.9871804118156433, 0.012819548137485981]"
5620,0,49.65%,88.12%,0.0132,"[0.9868832230567932, 0.013116827234625816]"
5621,0,49.64%,88.12%,0.0131,"[0.9869940876960754, 0.013005907647311687]"
5622,1,49.65%,88.12%,0.1385,"[0.1305425614118576, 0.8694574236869812]"
5623,1,49.66%,88.12%,0.1414,"[0.13599251210689545, 0.8640074729919434]"
5624,0,49.65%,88.12%,0.013,"[0.987102210521698, 0.012897784821689129]"
5625,1,49.66%,88.13%,0.1338,"[0.1242535412311554, 0.8757464289665222]"
5626,0,49.65%,88.11%,1.694,"[0.1902862787246704, 0.8097137212753296]"
5627,1,49.66%,88.11%,0.1532,"[0.1424659788608551, 0.8575340509414673]"
5628,1,49.67%,88.12%,0.2019,"[0.18557389080524445, 0.8144261240959167]"
5629,0,49.66%,88.12%,0.0135,"[0.9865649938583374, 0.013435016386210918]"
5630,0,49.65%,88.10%,1.2824,"[0.2672193944454193, 0.7327806353569031]"
5631,0,49.64%,88.10%,0.0209,"[0.9782885313034058, 0.021711435168981552]"
5632,0,49.64%,88.09%,1.9707,"[0.13942530751228333, 0.8605747222900391]"
5633,1,49.65%,88.09%,0.1719,"[0.15406711399555206, 0.8459329009056091]"
5634,0,49.64%,88.09%,0.0133,"[0.986789882183075, 0.013210173696279526]"
5635,0,49.63%,88.09%,0.013,"[0.98713219165802, 0.012867793440818787]"
5636,1,49.64%,88.10%,0.1609,"[0.1475728452205658, 0.8524271845817566]"
5637,0,49.63%,88.10%,0.013,"[0.9871067404747009, 0.012893244624137878]"
5638,0,49.62%,88.10%,0.0129,"[0.9871445298194885, 0.012855510227382183]"
5639,1,49.63%,88.10%,0.1504,"[0.13597163558006287, 0.8640283942222595]"
5640,0,49.62%,88.10%,0.0137,"[0.9863590598106384, 0.013640941120684147]"
5641,0,49.61%,88.11%,0.0132,"[0.9868751764297485, 0.013124765828251839]"
5642,0,49.60%,88.11%,0.0135,"[0.9865425825119019, 0.013457420282065868]"
5643,1,49.61%,88.11%,0.1903,"[0.17723864316940308, 0.8227613568305969]"
5644,0,49.60%,88.11%,0.0129,"[0.9871523976325989, 0.012847553938627243]"
5645,0,49.59%,88.12%,0.0131,"[0.986983060836792, 0.013016929849982262]"
5646,1,49.60%,88.12%,0.1797,"[0.16142259538173676, 0.838577389717102]"
5647,1,49.61%,88.12%,0.2174,"[0.18946576118469238, 0.8105342388153076]"
5648,0,49.60%,88.12%,0.0129,"[0.9871822595596313, 0.012817701324820518]"
5649,0,49.59%,88.11%,1.8091,"[0.15903885662555695, 0.8409611582756042]"
5650,1,49.60%,88.11%,0.203,"[0.1840783804655075, 0.8159216642379761]"
5651,0,49.59%,88.11%,0.013,"[0.98712557554245, 0.012874390929937363]"
5652,0,49.58%,88.09%,1.7997,"[0.16373151540756226, 0.8362685441970825]"
5653,1,49.59%,88.10%,0.1423,"[0.13309772312641144, 0.8669022917747498]"
5654,1,49.60%,88.10%,0.1614,"[0.15421508252620697, 0.8457849025726318]"
5655,1,49.61%,88.10%,0.1625,"[0.14787325263023376, 0.8521267175674438]"
5656,1,49.62%,88.10%,0.177,"[0.15403127670288086, 0.8459687232971191]"
5657,1,49.63%,88.11%,0.2182,"[0.17850244045257568, 0.8214975595474243]"
5658,0,49.62%,88.11%,0.5151,"[0.6815255880355835, 0.3184744417667389]"
5659,0,49.61%,88.11%,0.0129,"[0.9872080683708191, 0.012791958637535572]"
5660,1,49.62%,88.11%,0.3848,"[0.29333123564720154, 0.7066687941551208]"
5661,0,49.61%,88.11%,0.0129,"[0.9871976971626282, 0.012802228331565857]"
5662,0,49.60%,88.12%,0.0129,"[0.9871805310249329, 0.012819495052099228]"
5663,1,49.61%,88.12%,0.2151,"[0.19327694177627563, 0.8067230582237244]"
5664,1,49.62%,88.12%,0.1491,"[0.143077090382576, 0.8569229245185852]"
5665,0,49.61%,88.12%,0.0131,"[0.9869970083236694, 0.013003038242459297]"
5666,1,49.62%,88.12%,0.211,"[0.1967403143644333, 0.8032596707344055]"
5667,1,49.63%,88.13%,0.2289,"[0.22798041999340057, 0.7720195651054382]"
5668,1,49.64%,88.13%,0.23,"[0.205207958817482, 0.7947920560836792]"
5669,0,49.63%,88.13%,0.0129,"[0.9871570467948914, 0.012842916883528233]"
5670,0,49.62%,88.13%,0.0132,"[0.9869340658187866, 0.013065950945019722]"
5671,1,49.63%,88.13%,0.1487,"[0.13816030323505402, 0.8618397116661072]"
5672,0,49.62%,88.12%,0.2186,"[0.37751567363739014, 0.6224843859672546]"
5673,1,49.63%,88.12%,0.2937,"[0.2832101285457611, 0.7167898416519165]"
5674,1,49.64%,88.12%,0.1459,"[0.13241997361183167, 0.8675800561904907]"
5675,0,49.63%,88.13%,0.0128,"[0.9873184561729431, 0.01268157921731472]"
5676,0,49.62%,88.11%,2.0047,"[0.1375110000371933, 0.8624890446662903]"
5677,1,49.63%,88.11%,0.729,"[0.24820731580257416, 0.7517926692962646]"
5678,0,49.62%,88.10%,1.9537,"[0.14230383932590485, 0.8576961755752563]"
5679,1,49.63%,88.10%,0.142,"[0.13153600692749023, 0.868463933467865]"
5680,1,49.64%,88.10%,0.1767,"[0.15093731880187988, 0.8490627408027649]"
5681,0,49.63%,88.10%,0.0134,"[0.9867109656333923, 0.013288997113704681]"
5682,0,49.62%,88.10%,0.0131,"[0.987014889717102, 0.01298511866480112]"
5683,1,49.63%,88.11%,0.1474,"[0.12917843461036682, 0.8708215951919556]"
5684,1,49.64%,88.11%,0.1571,"[0.14250332117080688, 0.8574966788291931]"
5685,1,49.65%,88.11%,0.3441,"[0.2913144826889038, 0.7086855173110962]"
5686,1,49.66%,88.11%,0.1774,"[0.1660480946302414, 0.8339518904685974]"
5687,1,49.67%,88.12%,0.1477,"[0.14242856204509735, 0.8575714826583862]"
5688,1,49.67%,88.12%,0.1603,"[0.14923979341983795, 0.8507602214813232]"
5689,1,49.68%,88.12%,0.1597,"[0.13984878361225128, 0.8601511716842651]"
5690,0,49.67%,88.12%,0.0132,"[0.9869001507759094, 0.013099775649607182]"
5691,1,49.68%,88.12%,0.1248,"[0.12195181101560593, 0.8780481815338135]"
5692,1,49.69%,88.13%,0.1379,"[0.12738507986068726, 0.8726149201393127]"
5693,1,49.70%,88.13%,0.1257,"[0.11630814522504807, 0.8836919069290161]"
5694,1,49.71%,88.13%,0.1458,"[0.12980806827545166, 0.8701918721199036]"
5695,1,49.72%,88.13%,0.4044,"[0.28097596764564514, 0.7190240025520325]"
5696,0,49.71%,88.13%,0.0133,"[0.9869045615196228, 0.013095474801957607]"
5697,1,49.72%,88.14%,0.1219,"[0.11796586215496063, 0.882034182548523]"
5698,0,49.71%,88.12%,1.5114,"[0.4170048236846924, 0.5829951763153076]"
5699,1,49.72%,88.12%,0.1148,"[0.1081928238272667, 0.8918071985244751]"
5700,0,49.71%,88.12%,0.0128,"[0.9872034192085266, 0.012796541675925255]"
5701,1,49.72%,88.13%,0.1138,"[0.10693500190973282, 0.8930650353431702]"
5702,1,49.73%,88.13%,0.1194,"[0.11191639304161072, 0.8880836367607117]"
5703,0,49.72%,88.13%,0.0132,"[0.9869229197502136, 0.013077110052108765]"
5704,0,49.71%,88.13%,0.0167,"[0.979328989982605, 0.020670972764492035]"
5705,0,49.70%,88.14%,0.0128,"[0.98731529712677, 0.012684671208262444]"
5706,1,49.71%,88.14%,0.1061,"[0.10081862658262253, 0.8991813659667969]"
5707,0,49.70%,88.14%,0.0138,"[0.9862037897109985, 0.013796161860227585]"
5708,1,49.71%,88.14%,0.1094,"[0.10300575196743011, 0.8969942927360535]"
5709,0,49.70%,88.14%,0.0127,"[0.9873407483100891, 0.012659274972975254]"
5710,0,49.69%,88.15%,0.0432,"[0.9705362915992737, 0.029463687911629677]"
5711,0,49.68%,88.15%,0.0209,"[0.9666941165924072, 0.03330589085817337]"
5712,0,49.68%,88.13%,1.5577,"[0.3958127498626709, 0.6041872501373291]"
5713,0,49.67%,88.12%,2.2639,"[0.10486520081758499, 0.8951348066329956]"
5714,0,49.66%,88.10%,0.5682,"[0.3841595947742462, 0.6158404350280762]"
5715,0,49.65%,88.10%,0.0139,"[0.9860867261886597, 0.013913319446146488]"
5716,0,49.64%,88.11%,0.0155,"[0.9851487874984741, 0.014851190149784088]"
5717,0,49.63%,88.11%,0.0182,"[0.9830542206764221, 0.01694583334028721]"
5718,1,49.64%,88.11%,0.1094,"[0.10432528704404831, 0.8956747055053711]"
5719,1,49.65%,88.11%,0.1224,"[0.11367561668157578, 0.8863243460655212]"
5720,1,49.66%,88.11%,0.1493,"[0.13688716292381287, 0.8631128668785095]"
5721,0,49.65%,88.12%,0.0127,"[0.9873740077018738, 0.012626055628061295]"
5722,1,49.66%,88.12%,0.2236,"[0.21216720342636108, 0.7878327965736389]"
5723,1,49.67%,88.12%,0.1514,"[0.13185806572437286, 0.8681419491767883]"
5724,0,49.66%,88.12%,0.0126,"[0.9874333739280701, 0.01256661769002676]"
5725,0,49.65%,88.11%,2.1548,"[0.11392739415168762, 0.8860726356506348]"
5726,1,49.66%,88.11%,0.1184,"[0.10851114988327026, 0.8914888501167297]"
5727,1,49.67%,88.11%,0.1204,"[0.11290659010410309, 0.8870934247970581]"
5728,1,49.68%,88.11%,0.111,"[0.10598350316286087, 0.8940165042877197]"
5729,0,49.67%,88.12%,0.0129,"[0.9871562719345093, 0.012843744829297066]"
5730,1,49.68%,88.12%,0.1593,"[0.14697207510471344, 0.8530279994010925]"
5731,1,49.69%,88.12%,0.1285,"[0.11793529242277145, 0.882064700126648]"
5732,1,49.69%,88.12%,0.1336,"[0.11700809001922607, 0.8829919695854187]"
